file	ev	rnd	team	kind	x	y	d2_own	d2_enemy	mw	mh
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	0	0	builder_bot	3	4	5	13	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	0	1	builder_bot	5	7	2	34	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	1	0	builder_bot	2	4	4	20	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	1	1	builder_bot	5	8	5	45	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	1	1	sentinel	5	6	1	25	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	2	0	builder_bot	1	4	5	29	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	2	1	builder_bot	5	5	2	18	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	2	1	conveyor	4	7	5	29	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	2	1	conveyor	5	7	2	34	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	3	0	builder_bot	4	2	4	20	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	3	1	conveyor	4	8	8	40	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	3	1	sentinel	5	4	5	13	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	4	0	builder_bot	1	4	5	29	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	4	1	sentinel	3	7	10	26	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	4	1	conveyor	5	9	10	58	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	4	1	sentinel	6	5	1	25	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	5	1	conveyor	4	6	4	20	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	6	1	conveyor	5	8	5	45	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	19	0	barrier	6	8	52	4	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	22	0	harvester	6	2	16	16	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	22	0	sentinel	2	6	16	16	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	23	0	barrier	7	8	61	5	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	23	0	launcher	3	5	10	10	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	24	0	conveyor	5	2	9	17	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	26	0	conveyor	4	2	4	20	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	27	0	harvester	1	8	37	29	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	27	1	sentinel	3	7	10	26	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	31	1	conveyor	4	8	8	40	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	37	1	conveyor	5	9	10	58	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	44	0	builder_bot	3	4	5	13	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	45	0	harvester	6	0	20	36	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	46	0	builder_bot	4	3	5	13	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	47	0	conveyor	5	0	13	37	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	49	0	conveyor	4	0	8	40	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	50	1	builder_bot	4	8	8	40	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	51	0	conveyor	3	0	5	45	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	53	0	builder_bot	4	5	13	5	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	53	0	conveyor	3	1	2	34	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	62	0	harvester	3	7	26	10	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	64	1	builder_bot	5	9	10	58	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	69	0	builder_bot	4	5	13	5	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	75	1	builder_bot	4	8	8	40	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	80	0	builder_bot	1	3	2	34	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	84	0	sentinel	4	5	13	5	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	92	0	sentinel	4	5	13	5	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	DEATH	96	0	builder_bot	4	5	13	5	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	108	0	builder_bot	4	4	8	8	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	112	0	sentinel	7	3	26	10	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	115	0	barrier	7	5	34	2	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	118	0	barrier	8	6	52	4	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	121	1	builder_bot	5	8	5	45	10	10
528b6304-b79e-4edf-83fe-f4e44816be21_game_1.replay26	BUILD	125	0	barrier	8	7	61	5	10	10
