tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s82_A	atoll	82	A	OPP	Core destroyed	197	flagoff	11	-1	-1	196	186	94	0	0.4946	0.0	0	115	5	0.3817
atoll_s82_B	atoll	82	B	US	Core destroyed	208	flagoff	6	116	207	207	110	99	35	0.1	0.3182	1	107	49	0.0273
atoll_s83_A	atoll	83	A	OPP	Core destroyed	450	flagoff	6	-1	-1	449	444	39	0	0.9122	0.0	0	51	0	0.8851
atoll_s83_B	atoll	83	B	OPP	Core destroyed	192	flagoff	6	-1	-1	191	186	59	13	0.6828	0.0699	0	76	17	0.5914
atoll_s84_A	atoll	84	A	US	Titanium collected (tiebreak)	1000	flagoff	7	-1	-1	999	993	52	0	0.9476	0.0	0	65	0	0.9345
atoll_s84_B	atoll	84	B	OPP	Core destroyed	219	flagoff	7	-1	-1	218	212	98	42	0.5377	0.1981	0	115	47	0.4575
drakkarfjord_s82_A	drakkarfjord	82	A	OPP	Core destroyed	695	flagoff	10	-1	-1	694	685	122	8	0.8219	0.0117	0	167	20	0.7562
drakkarfjord_s82_B	drakkarfjord	82	B	US	Core destroyed	148	flagoff	10	60	147	147	50	21	0	0.58	0.0	1	50	0	0.0
drakkarfjord_s83_A	drakkarfjord	83	A	OPP	Core destroyed	546	flagoff	10	-1	-1	545	536	100	34	0.8134	0.0634	0	139	44	0.7407
drakkarfjord_s83_B	drakkarfjord	83	B	US	Core destroyed	123	flagoff	10	67	122	122	57	30	0	0.4737	0.0	1	57	0	0.0
drakkarfjord_s84_A	drakkarfjord	84	A	US	Core destroyed	208	flagoff	10	152	207	207	142	58	0	0.5915	0.0	1	139	0	0.0211
drakkarfjord_s84_B	drakkarfjord	84	B	US	Core destroyed	123	flagoff	10	67	122	122	57	30	0	0.4737	0.0	1	57	0	0.0
glacierkeep_s82_A	glacierkeep	82	A	US	Core destroyed	185	flagoff	8	95	184	184	87	67	13	0.2299	0.1494	1	87	62	0.0
glacierkeep_s82_B	glacierkeep	82	B	US	Core destroyed	301	flagoff	8	68	300	300	60	50	11	0.1667	0.1833	1	60	31	0.0
glacierkeep_s83_A	glacierkeep	83	A	US	Core destroyed	205	flagoff	8	70	204	204	62	41	18	0.3387	0.2903	1	59	28	0.0484
glacierkeep_s83_B	glacierkeep	83	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	64	-1	999	56	43	11	0.2321	0.1964	1	56	23	0.0
glacierkeep_s84_A	glacierkeep	84	A	US	Core destroyed	217	flagoff	8	100	216	216	92	70	9	0.2391	0.0978	1	88	50	0.0435
glacierkeep_s84_B	glacierkeep	84	B	US	Titanium collected (tiebreak)	1000	flagoff	8	61	-1	999	53	43	4	0.1887	0.0755	1	53	18	0.0
midgard_s82_A	midgard	82	A	US	Core destroyed	465	flagoff	59	52	464	464	0	0	0			1	0	0	
midgard_s82_B	midgard	82	B	OPP	Core destroyed	204	flagoff	51	-1	-1	203	153	151	83	0.0131	0.5425	0	153	150	0.0
midgard_s83_A	midgard	83	A	US	Core destroyed	605	flagoff	50	452	604	604	402	402	396	0.0	0.9851	1	402	400	0.0
midgard_s83_B	midgard	83	B	US	Core destroyed	174	flagoff	53	118	173	173	65	63	51	0.0308	0.7846	1	65	63	0.0
midgard_s84_A	midgard	84	A	OPP	Core destroyed	167	flagoff	51	-1	-1	166	116	116	104	0.0	0.8966	0	116	115	0.0
midgard_s84_B	midgard	84	B	US	Core destroyed	164	flagoff	54	108	163	163	54	53	36	0.0185	0.6667	1	54	49	0.0
nordkap_s82_A	nordkap	82	A	US	Core destroyed	482	flagoff	4	362	481	481	358	159	21	0.5559	0.0587	1	183	44	0.4888
nordkap_s82_B	nordkap	82	B	US	Core destroyed	125	flagoff	4	56	124	124	52	27	1	0.4808	0.0192	1	52	15	0.0
nordkap_s83_A	nordkap	83	A	US	Core destroyed	369	flagoff	4	225	368	368	221	93	4	0.5792	0.0181	1	115	9	0.4796
nordkap_s83_B	nordkap	83	B	US	Titanium collected (tiebreak)	1000	flagoff	4	-1	-1	999	996	970	26	0.0261	0.0261	0	996	152	0.0
nordkap_s84_A	nordkap	84	A	OPP	Core destroyed	513	flagoff	4	65	-1	512	61	47	4	0.2295	0.0656	1	60	13	0.0164
nordkap_s84_B	nordkap	84	B	US	Core destroyed	121	flagoff	4	65	120	120	61	35	11	0.4262	0.1803	1	50	28	0.1803
yulerune_s82_A	yulerune	82	A	OPP	Core destroyed	193	flagoff	30	-1	-1	192	163	161	154	0.0123	0.9448	0	163	158	0.0
yulerune_s82_B	yulerune	82	B	OPP	Core destroyed	629	flagoff	32	-1	-1	628	597	597	586	0.0	0.9816	0	597	592	0.0
yulerune_s83_A	yulerune	83	A	OPP	Core destroyed	156	flagoff	33	-1	-1	155	123	121	109	0.0163	0.8862	0	123	116	0.0
yulerune_s83_B	yulerune	83	B	OPP	Core destroyed	188	flagoff	29	-1	-1	187	159	153	139	0.0377	0.8742	0	159	154	0.0
yulerune_s84_A	yulerune	84	A	OPP	Core destroyed	377	flagoff	31	332	-1	376	301	299	286	0.0066	0.9502	1	301	290	0.0
yulerune_s84_B	yulerune	84	B	OPP	Core destroyed	248	flagoff	39	-1	-1	247	209	87	37	0.5837	0.177	0	87	41	0.5837
