tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s43_A	atoll	43	A	OPP	Core destroyed	785	flagoff	8	4	8	189	-1	-1	124	1	0.0081	3.226	1	3	8,9,189,188	785	0	14,2
atoll_s43_B	atoll	43	B	OPP	Core destroyed	353	flagoff	8	5	7	347	-1	-1	71	20	0.2817	7.042	4	1	347,26,7,8,9	353	1	2,14
atoll_s44_A	atoll	44	A	US	Core destroyed	552	flagoff	8	4	8	492	-1	-1	80	16	0.2	5.0	3	1	492,161,8,9	552	0	14,2
atoll_s44_B	atoll	44	B	OPP	Core destroyed	194	flagoff	8	7	7	45	-1	-1	96	51	0.5312	7.292	7	0	45,36,38,7,43,8,26	194	1	2,14
atoll_s45_A	atoll	45	A	US	Core destroyed	568	flagoff	8	3	10	82	-1	-1	564	67	0.1188	0.532	3	0	15,10,82	568	0	14,2
atoll_s45_B	atoll	45	B	OPP	Core destroyed	166	flagoff	8	3	8	44	-1	-1	40	0	0.0	7.5	2	1	44,8,9	166	1	2,14
drakkarfjord_s43_A	drakkarfjord	43	A	OPP	Core destroyed	267	flagoff	8	5	10	258	-1	-1	111	0	0.0	4.505	4	1	10,11,258,255,243	267	0	26,4
drakkarfjord_s43_B	drakkarfjord	43	B	US	Core destroyed	137	flagoff	8	6	10	76	-1	-1	94	0	0.0	6.383	5	1	76,73,20,14,11,10	137	1	2,24
drakkarfjord_s44_A	drakkarfjord	44	A	US	Core destroyed	173	flagoff	8	8	10	65	75	65	165	0	0.0	4.848	7	1	10,11,25,65,27,37,30,34	173	0	26,4
drakkarfjord_s44_B	drakkarfjord	44	B	US	Core destroyed	161	flagoff	8	8	10	46	46	46	153	0	0.0	5.229	7	1	40,36,46,33,21,14,11,10	161	1	2,24
drakkarfjord_s45_A	drakkarfjord	45	A	OPP	Core destroyed	649	flagoff	8	7	10	43	-1	-1	132	0	0.0	5.303	6	1	10,11,31,33,43,36,40	649	0	26,4
drakkarfjord_s45_B	drakkarfjord	45	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	10	70	179	70	141	0	0.0	5.674	7	1	64,66,29,70,58,14,11,10	1000	1	2,24
glacierkeep_s43_A	glacierkeep	43	A	US	Core destroyed	146	flagoff	8	8	9	46	46	46	140	114	0.8143	5.714	8	0	41,43,23,46,19,10,14,9	146	0	14,26
glacierkeep_s43_B	glacierkeep	43	B	US	Core destroyed	709	flagoff	8	8	9	36	49	36	703	318	0.4523	1.138	8	0	36,32,14,29,9,25,10,22	709	1	14,2
glacierkeep_s44_A	glacierkeep	44	A	US	Core destroyed	629	flagoff	8	8	9	55	-1	55	141	52	0.3688	5.674	7	1	42,46,18,55,17,10,14,9	629	0	14,26
glacierkeep_s44_B	glacierkeep	44	B	US	Core destroyed	185	flagoff	8	8	9	45	53	45	134	91	0.6791	5.97	8	0	33,35,20,38,9,42,10,45	185	1	14,2
glacierkeep_s45_A	glacierkeep	45	A	US	Core destroyed	124	flagoff	8	8	9	55	55	55	118	94	0.7966	6.78	8	0	55,48,23,45,19,10,14,9	124	0	14,26
glacierkeep_s45_B	glacierkeep	45	B	US	Core destroyed	185	flagoff	8	8	9	45	53	45	139	79	0.5683	5.755	8	0	33,35,20,38,9,42,10,45	185	1	14,2
midgard_s43_A	midgard	43	A	US	Core destroyed	422	flagoff	8	7	53	101	-1	-1	376	297	0.7899	1.862	4	3	53,98,64,101,70,55,62	422	0	26,26
midgard_s43_B	midgard	43	B	OPP	Core destroyed	300	flagoff	8	7	54	102	-1	-1	123	95	0.7724	5.691	5	2	61,54,64,102,58,89,54	300	1	2,2
midgard_s44_A	midgard	44	A	US	Core destroyed	381	flagoff	8	7	52	83	-1	-1	336	309	0.9196	2.083	5	2	52,77,56,83,60,65,63	381	0	26,26
midgard_s44_B	midgard	44	B	US	Core destroyed	259	flagoff	8	7	59	99	-1	-1	211	208	0.9858	3.318	6	1	63,59,66,97,61,92,99	259	1	2,2
midgard_s45_A	midgard	45	A	OPP	Core destroyed	598	flagoff	8	7	58	121	-1	-1	263	228	0.8669	2.662	6	1	58,88,62,121,66,73,69	598	0	26,26
midgard_s45_B	midgard	45	B	OPP	Core destroyed	561	flagoff	8	7	55	102	-1	-1	511	232	0.454	1.37	6	1	66,62,63,102,59,82,55	561	1	2,2
nordkap_s43_A	nordkap	43	A	OPP	Core destroyed	175	flagoff	8	5	5	96	-1	-1	173	94	0.5434	2.89	5	0	39,36,6,96,5	175	0	9,18
nordkap_s43_B	nordkap	43	B	US	Core destroyed	314	flagoff	8	6	5	27	-1	-1	312	300	0.9615	1.923	6	0	27,21,10,24,5,6	314	1	9,6
nordkap_s44_A	nordkap	44	A	US	Core destroyed	377	flagoff	8	8	4	60	60	60	375	365	0.9733	2.133	6	2	23,30,22,5,60,4,8,7	377	0	9,18
nordkap_s44_B	nordkap	44	B	US	Core destroyed	215	flagoff	8	7	5	50	-1	-1	213	202	0.9484	3.286	7	0	16,18,10,20,5,6,50	215	1	9,6
nordkap_s45_A	nordkap	45	A	US	Harvesters (tiebreak)	1000	flagoff	8	7	4	181	-1	-1	998	983	0.985	0.701	6	1	18,14,5,163,4,181,7	1000	0	9,18
nordkap_s45_B	nordkap	45	B	US	Core destroyed	213	flagoff	8	7	5	29	-1	-1	211	197	0.9336	3.318	5	2	27,25,29,5,15,8,9	213	1	9,6
yulerune_s43_A	yulerune	43	A	US	Core destroyed	312	flagoff	8	6	30	59	-1	-1	290	281	0.969	2.069	6	0	30,38,59,42,54,47	312	0	16,9
yulerune_s43_B	yulerune	43	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	6	36	64	-1	-1	975	969	0.9938	0.615	6	0	46,41,38,64,36,41	1000	1	2,9
yulerune_s44_A	yulerune	44	A	OPP	Core destroyed	720	flagoff	8	5	31	42	-1	-1	399	335	0.8396	1.253	5	0	39,42,31,34,42	720	0	16,9
yulerune_s44_B	yulerune	44	B	US	Core destroyed	458	flagoff	8	6	36	58	-1	-1	421	355	0.8432	1.425	6	0	43,46,47,58,36,39	458	1	2,9
yulerune_s45_A	yulerune	45	A	US	Core destroyed	561	flagoff	8	5	36	54	-1	-1	533	387	0.7261	0.938	5	0	36,44,53,54,50	561	0	16,9
yulerune_s45_B	yulerune	45	B	OPP	Core destroyed	366	flagoff	8	7	36	70	-1	-1	341	193	0.566	2.053	5	2	50,47,70,48,61,36,40	366	1	2,9
