tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s70_A	atoll	70	A	OPP	Core destroyed	368	v520	8	5	11	56	-1	-1	99	14	0.1414	5.051	4	1	56,11,12,13,13	368	0	14,2
atoll_s70_B	atoll	70	B	US	Core destroyed	177	v520	8	8	12	59	59	59	169	168	0.9941	4.734	7	1	18,48,59,52,12,56,15,13	177	1	2,14
atoll_s71_A	atoll	71	A	OPP	Core destroyed	314	v520	8	7	11	94	-1	-1	100	15	0.15	7.0	7	0	18,12,66,11,94,84,91	314	0	14,2
atoll_s71_B	atoll	71	B	US	Core destroyed	645	v520	8	7	10	28	-1	-1	637	636	0.9984	1.099	5	2	10,28,16,17,17,12,14	645	1	2,14
atoll_s72_A	atoll	72	A	OPP	Core destroyed	223	v520	8	5	17	83	-1	-1	95	12	0.1263	5.263	4	1	82,83,17,25,23	223	0	14,2
atoll_s72_B	atoll	72	B	US	Core destroyed	225	v520	8	6	13	60	-1	-1	217	68	0.3134	2.765	5	1	39,60,44,25,13,15	225	1	2,14
drakkarfjord_s70_A	drakkarfjord	70	A	US	Core destroyed	92	v520	8	8	14	36	36	36	80	79	0.9875	10.0	6	2	14,15,31,26,33,27,36,33	92	0	26,4
drakkarfjord_s70_B	drakkarfjord	70	B	US	Core destroyed	124	v520	8	8	14	29	29	29	112	111	0.9911	7.143	7	1	24,26,15,29,14,28,18,25	124	1	2,24
drakkarfjord_s71_A	drakkarfjord	71	A	US	Core destroyed	235	v520	8	8	14	35	144	35	223	52	0.2332	3.587	6	2	14,15,26,29,28,30,31,35	235	0	26,4
drakkarfjord_s71_B	drakkarfjord	71	B	OPP	Core destroyed	521	v520	8	8	14	29	-1	29	509	507	0.9961	1.572	7	1	19,26,14,29,15,28,21,25	521	1	2,24
drakkarfjord_s72_A	drakkarfjord	72	A	US	Core destroyed	92	v520	8	8	14	30	30	30	80	79	0.9875	10.0	6	2	14,15,20,26,22,30,25,29	92	0	26,4
drakkarfjord_s72_B	drakkarfjord	72	B	US	Core destroyed	101	v520	8	8	14	38	38	38	89	87	0.9775	8.989	7	1	20,22,14,25,15,29,38,32	101	1	2,24
glacierkeep_s70_A	glacierkeep	70	A	US	Core destroyed	119	v520	8	8	12	28	43	28	109	108	0.9908	7.339	6	2	13,12,13,16,14,20,28,23	119	0	14,26
glacierkeep_s70_B	glacierkeep	70	B	US	Core destroyed	873	v520	8	8	12	25	32	25	863	862	0.9988	0.927	6	2	14,13,13,17,12,25,16,23	873	1	14,2
glacierkeep_s71_A	glacierkeep	71	A	US	Core destroyed	145	v520	8	8	12	27	-1	27	82	13	0.1585	9.756	6	2	13,12,13,16,14,20,27,23	145	0	14,26
glacierkeep_s71_B	glacierkeep	71	B	OPP	Harvesters (tiebreak)	1000	v520	8	8	12	21	40	21	166	77	0.4639	4.819	5	3	14,13,13,17,12,21,15,16	1000	1	14,2
glacierkeep_s72_A	glacierkeep	72	A	US	Core destroyed	162	v520	8	8	12	28	28	28	152	151	0.9934	5.263	6	2	13,12,13,16,14,20,28,23	162	0	14,26
glacierkeep_s72_B	glacierkeep	72	B	US	Core destroyed	249	v520	8	8	12	23	27	23	239	238	0.9958	3.347	6	2	14,13,13,17,12,21,16,23	249	1	14,2
midgard_s70_A	midgard	70	A	US	Titanium collected (tiebreak)	1000	v520	8	6	49	87	-1	-1	958	955	0.9969	0.626	6	0	49,87,61,67,73,66	1000	0	26,26
midgard_s70_B	midgard	70	B	OPP	Core destroyed	159	v520	8	4	55	78	-1	-1	115	112	0.9739	3.478	4	0	64,78,62,55	159	1	2,2
midgard_s71_A	midgard	71	A	OPP	Titanium collected (tiebreak)	1000	v520	8	6	49	145	-1	-1	606	185	0.3053	0.99	4	2	49,63,145,64,128,126	1000	0	26,26
midgard_s71_B	midgard	71	B	US	Core destroyed	333	v520	8	7	51	88	-1	-1	292	280	0.9589	2.397	5	2	60,60,57,88,51,74,88	333	1	2,2
midgard_s72_A	midgard	72	A	US	Core destroyed	241	v520	8	7	48	93	-1	-1	201	193	0.9602	3.483	6	1	48,79,52,93,58,57,61	241	0	26,26
midgard_s72_B	midgard	72	B	US	Core destroyed	425	v520	8	7	53	108	-1	-1	380	378	0.9947	1.842	5	2	66,70,65,108,57,96,53	425	1	2,2
nordkap_s70_A	nordkap	70	A	US	Core destroyed	113	v520	8	8	8	23	23	23	107	106	0.9907	7.477	6	2	23,19,9,16,10,12,9,8	113	0	9,18
nordkap_s70_B	nordkap	70	B	OPP	Core destroyed	555	v520	8	8	13	41	41	41	353	287	0.813	2.266	6	2	13,13,32,16,36,41,39,38	555	1	9,6
nordkap_s71_A	nordkap	71	A	US	Core destroyed	209	v520	8	8	8	44	44	44	203	182	0.8966	3.941	5	3	9,8,9,12,10,16,44,19	209	0	9,18
nordkap_s71_B	nordkap	71	B	US	Core destroyed	253	v520	8	8	10	62	62	62	247	246	0.996	3.239	7	1	17,12,57,13,24,62,11,10	253	1	9,6
nordkap_s72_A	nordkap	72	A	OPP	Core destroyed	641	v520	8	7	9	33	-1	-1	635	634	0.9984	1.102	6	1	10,9,13,10,26,33,25	641	0	9,18
