tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s103_A	atoll	103	A	OPP	Core destroyed	368	v520	8	5	11	56	-1	-1	99	14	0.1414	5.051	4	1	56,11,12,13,13	368	0	14,2
atoll_s103_B	atoll	103	B	OPP	Core destroyed	271	v520	8	5	11	46	-1	-1	117	27	0.2308	4.274	4	1	11,46,24,12,13	271	1	2,14
atoll_s104_A	atoll	104	A	OPP	Core destroyed	280	v520	8	3	12	70	-1	-1	111	11	0.0991	2.703	2	1	14,12,70	280	0	14,2
atoll_s104_B	atoll	104	B	OPP	Core destroyed	289	v520	8	5	11	26	-1	-1	114	31	0.2719	4.386	4	1	11,26,19,24,14	289	1	2,14
atoll_s105_A	atoll	105	A	OPP	Core destroyed	633	v520	8	7	12	68	-1	-1	625	113	0.1808	1.12	7	0	15,12,43,58,68,55,64	633	0	14,2
atoll_s105_B	atoll	105	B	OPP	Core destroyed	528	v520	8	6	12	58	-1	-1	149	38	0.255	4.027	5	1	24,14,13,12,57,58	528	1	2,14
drakkarfjord_s103_A	drakkarfjord	103	A	US	Core destroyed	121	v520	8	8	14	30	30	30	109	108	0.9908	7.339	6	2	14,15,20,26,22,30,26,30	121	0	26,4
drakkarfjord_s103_B	drakkarfjord	103	B	US	Core destroyed	125	v520	8	8	14	36	36	36	113	106	0.9381	7.08	6	2	20,22,14,25,15,29,36,32	125	1	2,24
drakkarfjord_s104_A	drakkarfjord	104	A	US	Core destroyed	100	v520	8	8	14	32	40	32	88	79	0.8977	9.091	6	2	14,15,20,22,29,26,32,29	100	0	26,4
drakkarfjord_s104_B	drakkarfjord	104	B	US	Core destroyed	243	v520	8	8	14	65	-1	65	82	7	0.0854	9.756	7	1	26,28,14,31,15,35,65,40	243	1	2,24
drakkarfjord_s105_A	drakkarfjord	105	A	US	Core destroyed	89	v520	8	8	14	32	32	32	77	76	0.987	10.39	6	2	14,15,20,30,22,32,25,29	89	0	26,4
drakkarfjord_s105_B	drakkarfjord	105	B	US	Titanium collected (tiebreak)	1000	v520	8	8	14	31	31	31	988	986	0.998	0.81	7	1	20,22,14,26,15,30,27,31	1000	1	2,24
glacierkeep_s103_A	glacierkeep	103	A	US	Core destroyed	195	v520	8	8	12	26	26	26	185	184	0.9946	4.324	6	2	13,12,13,16,14,20,26,23	195	0	14,26
glacierkeep_s103_B	glacierkeep	103	B	US	Core destroyed	544	v520	8	8	12	21	44	21	390	93	0.2385	2.051	5	3	14,13,13,17,12,21,15,16	544	1	14,2
glacierkeep_s104_A	glacierkeep	104	A	US	Core destroyed	126	v520	8	8	12	28	28	28	116	115	0.9914	6.897	6	2	13,12,13,16,14,20,28,23	126	0	14,26
glacierkeep_s104_B	glacierkeep	104	B	US	Core destroyed	245	v520	8	8	12	21	44	21	235	169	0.7191	3.404	5	3	14,13,13,17,12,21,15,16	245	1	14,2
glacierkeep_s105_A	glacierkeep	105	A	US	Core destroyed	190	v520	8	8	12	28	85	28	180	145	0.8056	4.444	5	3	13,12,13,15,14,16,28,22	190	0	14,26
glacierkeep_s105_B	glacierkeep	105	B	US	Core destroyed	269	v520	8	8	12	21	43	21	259	93	0.3591	3.089	5	3	14,13,13,17,12,21,15,16	269	1	14,2
midgard_s103_A	midgard	103	A	US	Core destroyed	625	v520	8	6	47	83	-1	-1	585	580	0.9915	1.026	6	0	47,83,51,57,69,65	625	0	26,26
midgard_s103_B	midgard	103	B	OPP	Core destroyed	425	v520	8	7	52	87	-1	-1	383	379	0.9896	1.828	5	2	60,54,58,52,84,87,82	425	1	2,2
