tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s34_A	atoll	34	A	OPP	Core destroyed	233	parent	233	8	19	5	12,4	2	8.5	8	1	1	2	14	1	19	4	0	1
atoll_s34_A	atoll	34	A	OPP	Core destroyed	233	parent	233	8	221	96	12,7	17	26.5	8	0	0	2	1	1	97	1	0	1
atoll_s34_B	atoll	34	B	US	Core destroyed	616	parent	616	27	21	5	5,13	5	8.5	8	1	1	2	14	1	19	6	3	1
atoll_s34_B	atoll	34	B	US	Core destroyed	616	parent	616	27	50	20	5,13	5	8.5	8	1	1	2	24	1	44	5	0	1
atoll_s34_B	atoll	34	B	US	Core destroyed	616	parent	616	27	261	176	7,10	25	40.5	8	0	0	2	1	1	177	1	0	1
atoll_s34_B	atoll	34	B	US	Core destroyed	616	parent	616	27	287	199	8,13	26	32.5	8	0	0	2	1	1	200	1	0	1
atoll_s34_B	atoll	34	B	US	Core destroyed	616	parent	616	27	676	475	8,13	26	32.5	8	0	0	2	1	1	476	1	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	662	parent	662	34	20	6	13,4	2	4.5	8	2	2	2	4	1	10	1	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	662	parent	662	34	50	20	13,0	2	8.5	8	1	1	2	642	0	-1	2	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	662	parent	662	34	206	162	13,7	17	22.5	8	0	0	2	1	1	163	1	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	662	parent	662	34	228	203	15,5	4	6.5	8	2	2	2	82	1	285	3	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	662	parent	662	34	317	312	12,7	17	26.5	8	0	0	2	1	1	313	1	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	662	parent	662	34	459	468	13,7	17	22.5	8	0	0	2	1	1	469	1	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	662	parent	662	34	497	508	13,7	17	22.5	8	0	0	2	1	1	509	1	0	1
atoll_s35_A	atoll	35	A	OPP	Core destroyed	662	parent	662	34	588	604	13,7	17	22.5	8	0	0	2	1	1	605	1	0	1
atoll_s35_B	atoll	35	B	OPP	Core destroyed	275	parent	275	11	24	7	5,15	4	6.5	8	2	2	2	9	1	16	4	1	1
atoll_s35_B	atoll	35	B	OPP	Core destroyed	275	parent	275	11	43	17	5,15	4	6.5	8	2	2	2	3	1	20	1	0	1
atoll_s35_B	atoll	35	B	OPP	Core destroyed	275	parent	275	11	225	142	0,14	1	6.5	8	2	2	2	133	0	-1	0	0	0
atoll_s36_A	atoll	36	A	US	Core destroyed	657	parent	657	156	32	9	14,5	4	6.5	8	2	2	2	648	0	-1	134	7	1
atoll_s36_A	atoll	36	A	US	Core destroyed	657	parent	657	156	313	198	11,5	8	18.5	8	0	0	2	1	1	199	1	0	1
atoll_s36_A	atoll	36	A	US	Core destroyed	657	parent	657	156	413	256	11,3	4	12.5	8	0	0	2	1	1	257	1	0	1
atoll_s36_A	atoll	36	A	US	Core destroyed	657	parent	657	156	449	277	13,7	17	22.5	8	0	0	2	1	1	278	1	0	1
atoll_s36_A	atoll	36	A	US	Core destroyed	657	parent	657	156	950	593	15,8	25	30.5	8	0	0	2	1	1	594	1	0	1
atoll_s36_A	atoll	36	A	US	Core destroyed	657	parent	657	156	964	601	15,8	25	30.5	8	0	0	2	1	1	602	1	0	1
atoll_s36_B	atoll	36	B	OPP	Core destroyed	175	parent	175	8	50	18	3,17	4	6.5	8	2	2	2	35	1	53	6	0	1
drakkarfjord_s34_A	drakkarfjord	34	A	US	Core destroyed	379	parent	379	16	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s34_A	drakkarfjord	34	A	US	Core destroyed	379	parent	379	16	624	255	22,9	25	40.5	8	0	0	2	1	1	256	1	0	1
drakkarfjord_s34_A	drakkarfjord	34	A	US	Core destroyed	379	parent	379	16	644	269	24,4	1	6.5	8	2	2	2	110	0	-1	5	0	1
drakkarfjord_s34_A	drakkarfjord	34	A	US	Core destroyed	379	parent	379	16	686	306	23,7	8	18.5	8	0	0	2	1	1	307	1	0	1
drakkarfjord_s34_B	drakkarfjord	34	B	OPP	Core destroyed	902	parent	902	707	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s34_B	drakkarfjord	34	B	OPP	Core destroyed	902	parent	902	707	743	227	7,21	20	32.5	8	0	0	2	1	1	228	1	0	1
drakkarfjord_s35_A	drakkarfjord	35	A	OPP	Core destroyed	290	parent	290	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s35_B	drakkarfjord	35	B	US	Core destroyed	161	parent	161	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s36_A	drakkarfjord	36	A	OPP	Core destroyed	588	parent	588	232	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s36_B	drakkarfjord	36	B	US	Core destroyed	150	parent	150	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
