tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s55_A	atoll	55	A	OPP	Core destroyed	223	v520	8	5	17	83	-1	-1	95	12	0.1263	5.263	4	1	82,83,17,25,23	223	0	14,2
atoll_s55_B	atoll	55	B	US	Core destroyed	119	v520	8	6	11	25	-1	-1	111	110	0.991	5.405	5	1	17,25,12,19,11,14	119	1	2,14
atoll_s56_A	atoll	56	A	OPP	Core destroyed	398	v520	8	5	12	53	-1	-1	390	74	0.1897	1.282	4	1	53,14,46,12,42	398	0	14,2
atoll_s56_B	atoll	56	B	US	Core destroyed	223	v520	8	8	11	92	92	92	215	214	0.9953	3.721	7	1	11,36,14,22,12,92,27,49	223	1	2,14
atoll_s57_A	atoll	57	A	OPP	Core destroyed	309	v520	8	8	11	79	79	79	301	300	0.9967	2.658	8	0	14,11,51,79,66,73,63,70	309	0	14,2
atoll_s57_B	atoll	57	B	US	Core destroyed	147	v520	8	7	12	47	-1	-1	139	55	0.3957	5.036	6	1	16,40,18,47,14,12,14	147	1	2,14
drakkarfjord_s55_A	drakkarfjord	55	A	US	Core destroyed	92	v520	8	8	14	29	29	29	80	79	0.9875	10.0	7	1	14,15,20,22,22,26,25,29	92	0	26,4
drakkarfjord_s55_B	drakkarfjord	55	B	US	Core destroyed	125	v520	8	8	14	36	36	36	113	106	0.9381	7.08	6	2	20,22,14,25,15,29,36,32	125	1	2,24
drakkarfjord_s56_A	drakkarfjord	56	A	US	Core destroyed	88	v520	8	8	14	31	31	31	76	74	0.9737	10.526	7	1	15,14,25,18,27,22,30,31	88	0	26,4
drakkarfjord_s56_B	drakkarfjord	56	B	US	Core destroyed	96	v520	8	8	14	29	29	29	84	82	0.9762	9.524	6	2	20,22,14,25,15,29,25,29	96	1	2,24
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	8	8	14	33	-1	33	209	32	0.1531	3.828	6	2	14,15,24,27,26,28,29,33	666	0	26,4
drakkarfjord_s57_B	drakkarfjord	57	B	US	Core destroyed	254	v520	8	8	14	31	31	31	242	34	0.1405	3.306	7	1	20,22,14,26,15,30,27,31	254	1	2,24
glacierkeep_s55_A	glacierkeep	55	A	US	Core destroyed	165	v520	8	8	12	28	28	28	155	154	0.9935	5.161	6	2	13,12,13,16,14,20,28,23	165	0	14,26
glacierkeep_s55_B	glacierkeep	55	B	OPP	Core destroyed	781	v520	8	8	12	21	-1	21	184	82	0.4457	4.348	5	3	14,13,13,17,12,21,15,16	781	1	14,2
glacierkeep_s56_A	glacierkeep	56	A	OPP	Core destroyed	625	v520	8	8	12	28	28	28	615	614	0.9984	1.301	6	2	13,12,13,16,14,20,28,23	625	0	14,26
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	820	v520	8	8	12	21	105	21	499	355	0.7114	1.603	5	3	14,13,13,17,12,21,15,16	820	1	14,2
glacierkeep_s57_A	glacierkeep	57	A	US	Core destroyed	141	v520	8	8	12	28	28	28	131	130	0.9924	6.107	6	2	13,12,13,16,14,20,28,23	141	0	14,26
glacierkeep_s57_B	glacierkeep	57	B	US	Core destroyed	873	v520	8	8	12	25	32	25	863	862	0.9988	0.927	6	2	14,13,13,17,12,25,16,23	873	1	14,2
midgard_s55_A	midgard	55	A	OPP	Core destroyed	169	v520	8	7	48	100	-1	-1	128	121	0.9453	5.469	5	2	48,98,52,100,56,63,59	169	0	26,26
midgard_s55_B	midgard	55	B	OPP	Core destroyed	340	v520	8	7	52	116	-1	-1	97	86	0.8866	7.216	5	2	63,83,60,116,56,98,52	340	1	2,2
midgard_s56_A	midgard	56	A	US	Core destroyed	169	v520	8	7	52	106	-1	-1	124	123	0.9919	5.645	6	1	52,85,56,106,60,56,61	169	0	26,26
midgard_s56_B	midgard	56	B	OPP	Core destroyed	229	v520	8	7	50	105	-1	-1	187	180	0.9626	3.743	5	2	60,56,63,105,55,98,50	229	1	2,2
midgard_s57_A	midgard	57	A	OPP	Core destroyed	249	v520	8	7	51	89	-1	-1	205	200	0.9756	3.415	5	2	51,80,58,89,64,57,61	249	0	26,26
midgard_s57_B	midgard	57	B	US	Core destroyed	310	v520	8	7	56	88	-1	-1	270	265	0.9815	2.593	6	1	62,56,65,59,83,88,83	310	1	2,2
nordkap_s55_A	nordkap	55	A	US	Core destroyed	137	v520	8	8	8	40	40	40	38	18	0.4737	21.053	6	2	9,8,11,12,9,16,40,19	137	0	9,18
nordkap_s55_B	nordkap	55	B	OPP	Core destroyed	742	v520	8	7	8	63	-1	-1	286	71	0.2483	2.448	5	2	11,10,21,11,63,8,9	742	1	9,6
nordkap_s56_A	nordkap	56	A	US	Core destroyed	137	v520	8	8	8	40	40	40	38	18	0.4737	21.053	6	2	9,8,11,12,9,16,40,19	137	0	9,18
nordkap_s56_B	nordkap	56	B	OPP	Titanium collected (tiebreak)	1000	v520	8	8	8	136	136	136	994	921	0.9266	0.805	5	3	27,18,126,98,11,136,8,9	1000	1	9,6
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	8	8	8	48	48	48	413	247	0.5981	1.937	6	2	9,8,9,12,10,48,44,40	419	0	9,18
nordkap_s57_B	nordkap	57	B	US	Core destroyed	816	v520	8	8	10	62	62	62	427	139	0.3255	1.874	7	1	10,11,39,12,28,62,31,46	816	1	9,6
yulerune_s55_A	yulerune	55	A	US	Core destroyed	254	v520	8	5	32	46	-1	-1	229	228	0.9956	2.183	5	0	32,32,34,41,46	254	0	16,9
yulerune_s55_B	yulerune	55	B	OPP	Core destroyed	137	v520	8	6	30	56	-1	-1	113	111	0.9823	5.31	5	1	36,37,56,34,32,30	137	1	2,9
yulerune_s56_A	yulerune	56	A	OPP	Core destroyed	617	v520	8	6	33	40	-1	-1	591	588	0.9949	1.015	6	0	33,40,35,40,38,39	617	0	16,9
yulerune_s56_B	yulerune	56	B	US	Core destroyed	250	v520	8	7	30	66	-1	-1	227	225	0.9912	3.084	6	1	43,40,41,54,36,30,66	250	1	2,9
yulerune_s57_A	yulerune	57	A	US	Harvesters (tiebreak)	1000	v520	8	5	28	43	-1	-1	978	975	0.9969	0.511	5	0	30,28,34,39,43	1000	0	16,9
yulerune_s57_B	yulerune	57	B	OPP	Core destroyed	496	v520	8	5	32	42	-1	-1	386	364	0.943	1.295	5	0	42,37,39,34,32	496	1	2,9
