tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s61_A	atoll	61	A	OPP	Core destroyed	831	flagoff	8	5	8	260	-1	-1	184	12	0.0652	2.717	1	4	92,8,9,259,260	831	0	14,2
atoll_s61_B	atoll	61	B	OPP	Core destroyed	728	flagoff	8	5	8	316	-1	-1	146	26	0.1781	3.425	5	0	316,10,8,16,80	728	1	2,14
atoll_s62_A	atoll	62	A	OPP	Core destroyed	367	flagoff	8	4	7	16	-1	-1	53	0	0.0	7.547	4	0	7,9,16,12	367	0	14,2
atoll_s62_B	atoll	62	B	OPP	Core destroyed	138	flagoff	8	7	7	57	-1	-1	68	41	0.6029	10.294	7	0	35,57,11,43,7,29,35	138	1	2,14
atoll_s63_A	atoll	63	A	US	Core destroyed	205	flagoff	8	6	7	75	-1	-1	201	3	0.0149	2.985	6	0	48,42,75,7,9,58	205	0	14,2
atoll_s63_B	atoll	63	B	OPP	Core destroyed	164	flagoff	8	6	7	49	-1	-1	69	17	0.2464	8.696	6	0	37,32,49,7,8,12	164	1	2,14
drakkarfjord_s61_A	drakkarfjord	61	A	US	Core destroyed	158	flagoff	8	8	10	37	42	37	150	0	0.0	5.333	7	1	10,11,37,18,33,22,30,26	158	0	26,4
drakkarfjord_s61_B	drakkarfjord	61	B	US	Core destroyed	171	flagoff	8	8	10	46	46	46	163	0	0.0	4.908	7	1	40,36,46,33,21,14,11,10	171	1	2,24
drakkarfjord_s62_A	drakkarfjord	62	A	US	Core destroyed	498	flagoff	8	8	10	109	115	109	266	79	0.297	3.008	6	2	10,11,30,109,32,44,35,41	498	0	26,4
drakkarfjord_s62_B	drakkarfjord	62	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	10	48	48	48	889	0	0.0	0.9	7	1	40,36,48,33,21,14,11,10	1000	1	2,24
drakkarfjord_s63_A	drakkarfjord	63	A	US	Core destroyed	170	flagoff	8	8	10	37	42	37	160	48	0.3	5.0	7	1	10,11,37,18,33,22,30,26	170	0	26,4
drakkarfjord_s63_B	drakkarfjord	63	B	US	Core destroyed	230	flagoff	8	8	10	151	158	151	222	146	0.6577	3.604	6	2	151,110,45,107,138,14,11,10	230	1	2,24
glacierkeep_s61_A	glacierkeep	61	A	OPP	Core destroyed	473	flagoff	8	8	9	51	69	51	228	70	0.307	3.509	8	0	46,48,28,51,17,10,14,9	473	0	14,26
glacierkeep_s61_B	glacierkeep	61	B	US	Core destroyed	177	flagoff	8	8	9	36	62	36	171	139	0.8129	4.678	8	0	36,32,14,29,9,25,10,22	177	1	14,2
glacierkeep_s62_A	glacierkeep	62	A	US	Core destroyed	413	flagoff	8	8	9	59	59	59	407	73	0.1794	1.966	8	0	59,55,28,52,17,10,14,9	413	0	14,26
