tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s28_A	atoll	28	A	US	Core destroyed	159	v520	8	8	15	72	72	72	151	91	0.6026	5.298	6	2	16,15,71,61,49,62,72,68	159	0	14,2
atoll_s28_B	atoll	28	B	US	Core destroyed	609	v520	8	7	10	28	-1	-1	423	181	0.4279	1.655	5	2	10,28,16,17,17,12,14	609	1	2,14
atoll_s29_A	atoll	29	A	US	Titanium collected (tiebreak)	1000	v520	8	8	12	44	44	44	992	991	0.999	0.806	7	1	26,23,28,12,44,14,41,17	1000	0	14,2
atoll_s29_B	atoll	29	B	US	Core destroyed	161	v520	8	6	11	46	-1	-1	153	152	0.9935	3.922	5	1	30,11,46,26,15,13	161	1	2,14
atoll_s30_A	atoll	30	A	OPP	Core destroyed	427	v520	8	6	11	31	-1	-1	198	24	0.1212	3.03	5	1	12,11,22,24,31,29	427	0	14,2
atoll_s30_B	atoll	30	B	OPP	Core destroyed	306	v520	8	7	10	28	-1	-1	196	182	0.9286	3.571	5	2	10,28,16,17,17,12,14	306	1	2,14
drakkarfjord_s28_A	drakkarfjord	28	A	US	Core destroyed	101	v520	8	8	14	35	44	35	89	88	0.9888	8.989	6	2	14,15,26,29,28,30,31,35	101	0	26,4
drakkarfjord_s28_B	drakkarfjord	28	B	US	Titanium collected (tiebreak)	1000	v520	8	8	14	31	31	31	988	986	0.998	0.81	6	2	22,24,14,27,15,31,26,30	1000	1	2,24
drakkarfjord_s29_A	drakkarfjord	29	A	US	Core destroyed	133	v520	8	8	14	62	62	62	121	87	0.719	6.612	6	2	14,15,19,28,60,44,62,47	133	0	26,4
drakkarfjord_s29_B	drakkarfjord	29	B	US	Core destroyed	122	v520	8	8	14	31	31	31	110	108	0.9818	7.273	7	1	20,22,14,26,15,30,27,31	122	1	2,24
drakkarfjord_s30_A	drakkarfjord	30	A	US	Core destroyed	92	v520	8	8	14	29	29	29	80	79	0.9875	10.0	7	1	14,15,20,22,22,26,25,29	92	0	26,4
drakkarfjord_s30_B	drakkarfjord	30	B	OPP	Titanium collected (tiebreak)	1000	v520	8	8	14	28	-1	28	175	26	0.1486	4.571	7	1	20,22,14,25,15,28,21,25	1000	1	2,24
glacierkeep_s28_A	glacierkeep	28	A	US	Core destroyed	144	v520	8	8	12	27	27	27	134	133	0.9925	5.97	6	2	13,12,13,16,14,20,27,23	144	0	14,26
