tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s73_A	atoll	73	A	OPP	Core destroyed	332	flagoff	8	8	7	131	-1	131	328	108	0.3293	2.439	8	0	31,26,113,7,131,10,50,48	332	0	14,2
atoll_s73_B	atoll	73	B	OPP	Core destroyed	251	flagoff	8	5	65	75	-1	-1	226	48	0.2124	2.212	3	2	66,65,75,71,72	251	1	2,14
atoll_s74_A	atoll	74	A	OPP	Core destroyed	620	flagoff	8	3	21	218	-1	-1	528	19	0.036	0.568	3	0	21,215,218	620	0	14,2
atoll_s74_B	atoll	74	B	US	Core destroyed	190	flagoff	8	6	7	43	-1	-1	186	55	0.2957	3.226	6	0	39,43,36,7,8,21	190	1	2,14
atoll_s75_A	atoll	75	A	US	Core destroyed	401	flagoff	8	5	9	43	-1	-1	397	156	0.3929	1.259	5	0	13,9,28,43,42	401	0	14,2
atoll_s75_B	atoll	75	B	OPP	Core destroyed	223	flagoff	8	3	36	64	-1	-1	45	14	0.3111	6.667	1	2	64,36,49	223	1	2,14
drakkarfjord_s73_A	drakkarfjord	73	A	OPP	Core destroyed	281	flagoff	8	2	10	11	-1	-1	76	0	0.0	2.632	1	1	10,11	281	0	26,4
drakkarfjord_s73_B	drakkarfjord	73	B	OPP	Core destroyed	281	flagoff	8	3	10	14	-1	-1	44	0	0.0	6.818	2	1	14,11,10	281	1	2,24
drakkarfjord_s74_A	drakkarfjord	74	A	OPP	Core destroyed	549	flagoff	8	7	10	43	-1	-1	74	0	0.0	9.459	6	1	10,11,31,33,43,36,40	549	0	26,4
drakkarfjord_s74_B	drakkarfjord	74	B	US	Core destroyed	152	flagoff	8	8	10	46	46	46	144	0	0.0	5.556	7	1	40,36,46,33,21,14,11,10	152	1	2,24
drakkarfjord_s75_A	drakkarfjord	75	A	US	Core destroyed	544	flagoff	8	8	10	37	42	37	536	480	0.8955	1.493	7	1	10,11,37,18,33,22,30,26	544	0	26,4
drakkarfjord_s75_B	drakkarfjord	75	B	US	Core destroyed	192	flagoff	8	8	10	86	86	86	149	0	0.0	5.369	7	1	83,76,86,73,20,14,11,10	192	1	2,24
glacierkeep_s73_A	glacierkeep	73	A	US	Core destroyed	725	flagoff	8	8	9	57	57	57	719	124	0.1725	1.113	8	0	57,53,23,50,19,10,14,9	725	0	14,26
