tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s40_A	atoll	40	A	OPP	Core destroyed	231	parent	231	19	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s40_A	atoll	40	A	OPP	Core destroyed	231	parent	231	19	39	12	12,4	2	8.5	8	1	1	2	219	0	-1	16	0	1
atoll_s40_B	atoll	40	B	US	Core destroyed	277	parent	277	3	38	16	4,13	2	4.5	8	2	2	2	2	1	18	1	0	1
atoll_s41_A	atoll	41	A	OPP	Core destroyed	197	parent	197	28	25	7	12,4	2	8.5	8	1	1	2	190	0	-1	26	0	1
atoll_s41_B	atoll	41	B	OPP	Core destroyed	192	parent	192	15	21	5	5,13	5	8.5	8	1	1	2	14	1	19	6	3	1
atoll_s41_B	atoll	41	B	OPP	Core destroyed	192	parent	192	15	50	20	5,13	5	8.5	8	1	1	2	30	1	50	7	0	1
atoll_s42_A	atoll	42	A	US	Core destroyed	469	parent	469	84	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s42_A	atoll	42	A	US	Core destroyed	469	parent	469	84	39	12	12,4	2	8.5	8	1	1	2	457	0	-1	35	0	1
atoll_s42_A	atoll	42	A	US	Core destroyed	469	parent	469	84	260	164	14,0	1	6.5	8	2	2	2	305	0	-1	1	1	1
drakkarfjord_s40_A	drakkarfjord	40	A	US	Core destroyed	231	parent	231	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s40_B	drakkarfjord	40	B	US	Core destroyed	456	parent	456	9	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s40_B	drakkarfjord	40	B	US	Core destroyed	456	parent	456	9	536	367	6,21	13	24.5	8	0	0	2	1	1	368	1	0	1
