tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s4_A	atoll	4	A	US	Core destroyed	603	flagoff	6	88	602	602	82	46	2	0.439	0.0244	1	80	4	0.0244
atoll_s4_B	atoll	4	B	OPP	Core destroyed	174	flagoff	66	-1	-1	173	108	2	0	0.9815	0.0	0	2	0	0.9815
atoll_s5_A	atoll	5	A	US	Core destroyed	485	flagoff	7	161	484	484	154	80	0	0.4805	0.0	1	119	6	0.2273
atoll_s5_B	atoll	5	B	OPP	Core destroyed	152	flagoff	6	-1	-1	151	146	35	7	0.7603	0.0479	0	39	12	0.7329
atoll_s6_A	atoll	6	A	US	Core destroyed	205	flagoff	6	72	204	204	66	47	0	0.2879	0.0	1	61	0	0.0758
atoll_s6_B	atoll	6	B	US	Core destroyed	190	flagoff	6	98	189	189	92	64	7	0.3043	0.0761	1	87	30	0.0543
drakkarfjord_s4_A	drakkarfjord	4	A	US	Titanium collected (tiebreak)	1000	flagoff	10	-1	-1	999	990	16	0	0.9838	0.0	0	69	0	0.9303
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	129	flagoff	10	64	128	128	54	31	0	0.4259	0.0	1	54	0	0.0
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	343	flagoff	10	63	-1	342	53	23	0	0.566	0.0	1	53	0	0.0
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	123	flagoff	10	67	122	122	57	28	0	0.5088	0.0	1	57	0	0.0
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	flagoff	10	277	416	416	267	74	14	0.7228	0.0524	1	101	17	0.6217
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	126	flagoff	10	70	125	125	60	32	0	0.4667	0.0	1	60	0	0.0
glacierkeep_s4_A	glacierkeep	4	A	US	Core destroyed	132	flagoff	8	68	131	131	60	45	8	0.25	0.1333	1	60	30	0.0
glacierkeep_s4_B	glacierkeep	4	B	OPP	Core destroyed	656	flagoff	8	48	-1	655	40	30	4	0.25	0.1	1	40	8	0.0
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	229	flagoff	8	128	228	228	120	85	0	0.2917	0.0	1	97	0	0.1917
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	185	flagoff	8	82	184	184	74	60	13	0.1892	0.1757	1	74	42	0.0
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	160	flagoff	8	99	159	159	91	66	4	0.2747	0.044	1	91	35	0.0
glacierkeep_s6_B	glacierkeep	6	B	US	Core destroyed	237	flagoff	8	112	236	236	104	58	2	0.4423	0.0192	1	102	43	0.0192
midgard_s4_A	midgard	4	A	US	Core destroyed	233	flagoff	50	140	232	232	90	89	71	0.0111	0.7889	1	90	86	0.0
midgard_s4_B	midgard	4	B	US	Core destroyed	198	flagoff	53	142	197	197	89	88	80	0.0112	0.8989	1	89	87	0.0
midgard_s5_A	midgard	5	A	US	Core destroyed	533	flagoff	52	368	532	532	316	315	167	0.0032	0.5285	1	316	239	0.0
midgard_s5_B	midgard	5	B	OPP	Core destroyed	204	flagoff	52	-1	-1	203	152	86	23	0.4342	0.1513	0	109	41	0.2829
midgard_s6_A	midgard	6	A	OPP	Core destroyed	243	flagoff	49	-1	-1	242	194	108	19	0.4433	0.0979	0	114	26	0.4124
midgard_s6_B	midgard	6	B	US	Core destroyed	201	flagoff	51	145	200	200	94	90	75	0.0426	0.7979	1	94	87	0.0
nordkap_s4_A	nordkap	4	A	OPP	Core destroyed	205	flagoff	4	-1	-1	204	201	15	0	0.9254	0.0	0	21	0	0.8955
nordkap_s4_B	nordkap	4	B	US	Core destroyed	185	flagoff	4	129	184	184	125	92	58	0.264	0.464	1	122	67	0.024
nordkap_s5_A	nordkap	5	A	OPP	Core destroyed	196	flagoff	4	107	-1	195	103	100	67	0.0291	0.6505	1	103	78	0.0
nordkap_s5_B	nordkap	5	B	US	Core destroyed	344	flagoff	4	80	343	343	76	48	18	0.3684	0.2368	1	76	38	0.0
nordkap_s6_A	nordkap	6	A	US	Core destroyed	807	flagoff	4	751	806	806	747	124	4	0.834	0.0054	1	179	13	0.7604
nordkap_s6_B	nordkap	6	B	US	Core destroyed	204	flagoff	4	148	203	203	144	128	1	0.1111	0.0069	1	143	9	0.0069
yulerune_s4_A	yulerune	4	A	OPP	Core destroyed	222	flagoff	31	-1	-1	221	191	174	147	0.089	0.7696	0	180	172	0.0576
yulerune_s4_B	yulerune	4	B	US	Core destroyed	597	flagoff	30	488	596	596	458	457	445	0.0022	0.9716	1	458	449	0.0
yulerune_s5_A	yulerune	5	A	OPP	Titanium collected (tiebreak)	1000	flagoff	30	-1	-1	999	970	968	953	0.0021	0.9825	0	970	962	0.0
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	400	flagoff	35	-1	-1	399	365	263	242	0.2795	0.663	0	264	247	0.2767
yulerune_s6_A	yulerune	6	A	US	Core destroyed	427	flagoff	35	357	426	426	322	321	312	0.0031	0.9689	1	322	318	0.0
yulerune_s6_B	yulerune	6	B	US	Titanium collected (tiebreak)	1000	flagoff	31	330	-1	999	299	294	286	0.0167	0.9565	1	299	289	0.0
