tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s16_A	atoll	16	A	US	Core destroyed	572	v520	8	5	12	56	-1	-1	318	87	0.2736	1.572	5	0	13,12,48,13,56	572	0	14,2
atoll_s16_B	atoll	16	B	OPP	Core destroyed	224	v520	8	4	12	24	-1	-1	76	21	0.2763	5.263	4	0	24,14,13,12	224	1	2,14
atoll_s17_A	atoll	17	A	OPP	Core destroyed	678	v520	8	7	11	54	-1	-1	86	21	0.2442	8.14	6	1	12,11,54,22,24,31,29	678	0	14,2
atoll_s17_B	atoll	17	B	OPP	Core destroyed	193	v520	8	8	11	59	59	59	185	184	0.9946	4.324	7	1	11,27,16,24,12,59,20,34	193	1	2,14
atoll_s18_A	atoll	18	A	US	Core destroyed	534	v520	8	7	12	39	-1	-1	526	246	0.4677	1.331	5	2	17,12,39,39,17,25,21	534	0	14,2
atoll_s18_B	atoll	18	B	US	Core destroyed	150	v520	8	8	12	86	86	86	142	141	0.993	5.634	7	1	18,73,82,30,12,86,15,13	150	1	2,14
drakkarfjord_s16_A	drakkarfjord	16	A	US	Core destroyed	100	v520	8	8	14	32	40	32	88	87	0.9886	9.091	6	2	14,15,20,22,29,26,32,29	100	0	26,4
drakkarfjord_s16_B	drakkarfjord	16	B	US	Core destroyed	140	v520	8	8	14	45	-1	45	128	7	0.0547	6.25	7	1	45,40,14,41,15,34,27,31	140	1	2,24
drakkarfjord_s17_A	drakkarfjord	17	A	OPP	Core destroyed	217	v520	8	8	14	33	-1	33	52	32	0.6154	15.385	6	2	14,15,24,27,26,28,29,33	217	0	26,4
drakkarfjord_s17_B	drakkarfjord	17	B	US	Core destroyed	96	v520	8	8	14	29	29	29	84	82	0.9762	9.524	6	2	20,22,14,25,15,29,25,29	96	1	2,24
drakkarfjord_s18_A	drakkarfjord	18	A	US	Core destroyed	179	v520	8	8	14	30	30	30	167	166	0.994	4.79	6	2	14,15,20,26,22,30,25,29	179	0	26,4
drakkarfjord_s18_B	drakkarfjord	18	B	US	Core destroyed	101	v520	8	8	14	38	38	38	89	87	0.9775	8.989	7	1	20,22,14,25,15,29,38,32	101	1	2,24
