tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s4_A	atoll	4	A	US	Titanium collected (tiebreak)	1000	v520	8	6	12	451	-1	-1	217	69	0.318	2.765	6	0	13,12,13,451,105,109	1000	0	14,2
atoll_s4_B	atoll	4	B	OPP	Core destroyed	533	v520	8	7	11	230	-1	-1	166	68	0.4096	4.217	6	1	11,26,19,24,14,230,214	533	1	2,14
atoll_s5_A	atoll	5	A	OPP	Core destroyed	170	v520	8	4	11	112	-1	-1	113	93	0.823	3.54	2	2	17,13,11,112	170	0	14,2
atoll_s5_B	atoll	5	B	US	Core destroyed	147	v520	8	7	12	47	-1	-1	139	55	0.3957	5.036	6	1	16,40,18,47,14,12,14	147	1	2,14
atoll_s6_A	atoll	6	A	OPP	Core destroyed	494	v520	8	5	12	56	-1	-1	319	83	0.2602	1.567	5	0	13,12,48,13,56	494	0	14,2
atoll_s6_B	atoll	6	B	OPP	Core destroyed	493	v520	8	2	12	19	-1	-1	64	13	0.2031	3.125	2	0	12,19	493	1	2,14
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	91	v520	8	8	14	29	29	29	79	78	0.9873	10.127	7	1	14,15,20,22,22,28,25,29	91	0	26,4
drakkarfjord_s4_B	drakkarfjord	4	B	US	Titanium collected (tiebreak)	1000	v520	8	8	14	31	31	31	988	986	0.998	0.81	7	1	20,22,14,26,15,30,27,31	1000	1	2,24
drakkarfjord_s5_A	drakkarfjord	5	A	US	Core destroyed	92	v520	8	8	14	36	36	36	80	79	0.9875	10.0	6	2	14,15,31,26,33,27,36,33	92	0	26,4
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	96	v520	8	8	14	36	36	36	84	82	0.9762	9.524	6	2	20,22,14,25,15,29,36,32	96	1	2,24
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	101	v520	8	8	14	35	44	35	89	88	0.9888	8.989	6	2	14,15,26,29,28,30,31,35	101	0	26,4
drakkarfjord_s6_B	drakkarfjord	6	B	US	Titanium collected (tiebreak)	1000	v520	8	8	14	31	31	31	988	986	0.998	0.81	7	1	20,22,14,26,15,30,27,31	1000	1	2,24
glacierkeep_s4_A	glacierkeep	4	A	US	Core destroyed	146	v520	8	8	12	28	59	28	136	135	0.9926	5.882	5	3	13,12,13,15,14,16,28,22	146	0	14,26
glacierkeep_s4_B	glacierkeep	4	B	US	Harvesters (tiebreak)	1000	v520	8	8	12	22	44	22	990	121	0.1222	0.808	5	3	14,13,13,17,12,22,15,16	1000	1	14,2
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	170	v520	8	8	12	28	44	28	160	125	0.7812	5.0	5	3	13,12,13,15,14,16,28,22	170	0	14,26
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	476	v520	8	8	12	21	409	21	238	199	0.8361	3.361	5	3	14,13,13,17,12,21,15,16	476	1	14,2
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	137	v520	8	8	12	26	26	26	127	126	0.9921	6.299	6	2	13,12,13,16,14,20,26,23	137	0	14,26
glacierkeep_s6_B	glacierkeep	6	B	US	Core destroyed	217	v520	8	8	12	20	32	20	207	206	0.9952	3.865	5	3	14,13,13,16,12,17,16,20	217	1	14,2
midgard_s4_A	midgard	4	A	US	Core destroyed	273	v520	8	7	49	95	-1	-1	231	228	0.987	3.03	5	2	49,92,53,95,57,69,61	273	0	26,26
midgard_s4_B	midgard	4	B	OPP	Core destroyed	314	v520	8	5	54	80	-1	-1	43	26	0.6047	11.628	5	0	62,80,61,54,72	314	1	2,2
midgard_s5_A	midgard	5	A	OPP	Core destroyed	257	v520	8	5	56	73	-1	-1	69	25	0.3623	7.246	5	0	56,60,66,73,69	257	0	26,26
midgard_s5_B	midgard	5	B	OPP	Titanium collected (tiebreak)	1000	v520	8	5	51	87	-1	-1	960	34	0.0354	0.521	5	0	59,56,56,51,87	1000	1	2,2
midgard_s6_A	midgard	6	A	US	Core destroyed	549	v520	8	7	48	97	-1	-1	509	498	0.9784	1.375	5	2	48,88,54,97,58,65,61	549	0	26,26
midgard_s6_B	midgard	6	B	OPP	Core destroyed	293	v520	8	7	52	90	-1	-1	251	245	0.9761	2.789	5	2	59,54,56,52,72,90,74	293	1	2,2
nordkap_s4_A	nordkap	4	A	US	Core destroyed	171	v520	8	8	8	42	46	42	165	164	0.9939	4.848	6	2	9,8,9,15,10,27,42,26	171	0	9,18
nordkap_s4_B	nordkap	4	B	US	Core destroyed	954	v520	8	8	8	85	88	85	948	947	0.9989	0.844	7	1	19,14,8,15,9,24,17,85	954	1	9,6
nordkap_s5_A	nordkap	5	A	US	Core destroyed	433	v520	8	8	9	35	35	35	427	426	0.9977	1.874	6	2	11,15,9,18,10,22,35,25	433	0	9,18
nordkap_s5_B	nordkap	5	B	US	Core destroyed	500	v520	8	7	8	20	-1	-1	333	112	0.3363	2.102	4	3	10,9,8,13,9,16,20	500	1	9,6
nordkap_s6_A	nordkap	6	A	US	Core destroyed	190	v520	8	8	8	44	44	44	184	183	0.9946	4.348	6	2	9,8,9,12,10,19,44,22	190	0	9,18
nordkap_s6_B	nordkap	6	B	US	Core destroyed	318	v520	8	8	10	48	48	48	312	311	0.9968	2.564	6	2	41,37,48,11,18,35,11,10	318	1	9,6
yulerune_s4_A	yulerune	4	A	US	Core destroyed	256	v520	8	5	32	45	-1	-1	231	230	0.9957	2.165	5	0	34,45,32,39,43	256	0	16,9
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	282	v520	8	6	32	47	-1	-1	223	167	0.7489	2.691	6	0	44,47,40,43,39,32	282	1	2,9
yulerune_s5_A	yulerune	5	A	OPP	Core destroyed	609	v520	8	6	36	55	-1	-1	584	579	0.9914	1.027	6	0	36,44,51,36,55,39	609	0	16,9
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	199	v520	8	6	33	52	-1	-1	174	39	0.2241	3.448	6	0	52,38,33,35,42,40	199	1	2,9
yulerune_s6_A	yulerune	6	A	US	Core destroyed	229	v520	8	6	34	47	-1	-1	202	200	0.9901	2.97	6	0	34,44,42,41,47,40	229	0	16,9
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	933	v520	8	7	34	53	-1	-1	908	905	0.9967	0.771	5	2	37,38,53,34,47,42,41	933	1	2,9
