tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	28	9	12,3	1	6.5	8	2	2	2	144	1	153	8	1	1
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	353	225	10,7	25	40.5	8	0	0	2	41	1	266	0	0	0
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	444	290	10,7	25	40.5	8	0	0	2	41	1	331	0	0	0
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	493	348	12,8	26	36.5	8	0	0	2	41	1	389	0	0	0
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	529	390	10,7	25	40.5	8	0	0	2	41	1	431	0	0	0
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	572	443	10,7	25	40.5	8	0	0	2	41	1	484	0	0	0
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	624	506	10,7	25	40.5	8	0	0	2	41	1	547	0	0	0
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	646	548	12,8	26	36.5	8	0	0	2	41	1	589	0	0	0
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	669	590	10,7	25	40.5	8	0	0	2	41	1	631	0	0	0
atoll_s85_A	atoll	85	A	US	Core destroyed	657	parent	657	14	694	632	12,8	26	36.5	8	0	0	2	25	0	-1	0	0	0
atoll_s85_B	atoll	85	B	OPP	Core destroyed	265	parent	265	63	28	7	5,13	5	8.5	8	1	1	2	4	1	11	2	0	1
atoll_s85_B	atoll	85	B	OPP	Core destroyed	265	parent	265	63	39	12	5,14	4	6.5	8	2	2	2	3	1	15	1	0	1
atoll_s85_B	atoll	85	B	OPP	Core destroyed	265	parent	265	63	47	18	2,12	1	6.5	8	2	2	2	247	0	-1	58	0	1
atoll_s86_A	atoll	86	A	OPP	Core destroyed	196	parent	196	32	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s86_A	atoll	86	A	OPP	Core destroyed	196	parent	196	32	39	12	12,4	2	8.5	8	1	1	2	55	1	67	15	0	1
atoll_s86_A	atoll	86	A	OPP	Core destroyed	196	parent	196	32	242	115	12,7	17	26.5	8	0	0	2	1	1	116	1	0	1
atoll_s86_A	atoll	86	A	OPP	Core destroyed	196	parent	196	32	309	152	12,2	1	6.5	8	2	2	2	44	0	-1	11	5	1
atoll_s86_B	atoll	86	B	OPP	Core destroyed	223	parent	223	14	24	7	5,15	4	6.5	8	2	2	2	9	1	16	4	1	1
atoll_s86_B	atoll	86	B	OPP	Core destroyed	223	parent	223	14	43	17	5,15	4	6.5	8	2	2	2	3	1	20	1	0	1
atoll_s87_A	atoll	87	A	US	Core destroyed	200	parent	200	8	19	5	12,4	2	8.5	8	1	1	2	4	1	9	2	0	1
atoll_s87_A	atoll	87	A	US	Core destroyed	200	parent	200	8	34	10	12,3	1	6.5	8	2	2	2	190	0	-1	2	0	1
atoll_s87_B	atoll	87	B	OPP	Core destroyed	128	parent	128	8	23	6	5,14	4	6.5	8	2	2	2	82	1	88	6	1	1
drakkarfjord_s85_A	drakkarfjord	85	A	US	Core destroyed	447	parent	447	50	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s85_A	drakkarfjord	85	A	US	Core destroyed	447	parent	447	50	85	37	28,2	2	8.5	8	1	1	2	410	0	-1	34	0	1
drakkarfjord_s85_A	drakkarfjord	85	A	US	Core destroyed	447	parent	447	50	605	337	22,9	25	40.5	8	0	0	2	1	1	338	1	0	1
drakkarfjord_s85_A	drakkarfjord	85	A	US	Core destroyed	447	parent	447	50	715	372	24,4	1	6.5	8	2	2	2	75	0	-1	7	1	1
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	648	68	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	648	68	355	163	7,20	25	40.5	8	0	0	2	1	1	164	1	0	1
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	648	68	528	260	6,22	10	18.5	8	0	0	2	1	1	261	1	0	1
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	648	68	627	322	6,21	13	24.5	8	0	0	2	1	1	323	1	0	1
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	648	68	685	355	6,21	13	24.5	8	0	0	2	1	1	356	1	0	1
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	648	68	754	388	6,22	10	18.5	8	0	0	2	1	1	389	1	0	1
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	648	68	1025	549	6,25	9	12.5	8	0	0	2	1	1	550	1	0	1
drakkarfjord_s85_B	drakkarfjord	85	B	US	Core destroyed	648	parent	648	68	1128	628	3,27	4	6.5	8	2	2	2	9	1	637	4	1	1
drakkarfjord_s86_A	drakkarfjord	86	A	OPP	Core destroyed	528	parent	528	45	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s86_A	drakkarfjord	86	A	OPP	Core destroyed	528	parent	528	45	85	37	28,2	2	8.5	8	1	1	2	491	0	-1	34	0	1
drakkarfjord_s86_A	drakkarfjord	86	A	OPP	Core destroyed	528	parent	528	45	641	420	22,9	25	40.5	8	0	0	2	1	1	421	1	0	1
