tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s10_A	atoll	10	A	OPP	Core destroyed	466	flagoff	6	-1	-1	465	460	52	0	0.887	0.0	0	57	0	0.8761
atoll_s10_B	atoll	10	B	OPP	Core destroyed	392	flagoff	9	-1	-1	391	383	106	1	0.7232	0.0026	0	158	12	0.5875
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	7	144	-1	679	137	64	0	0.5328	0.0	1	114	6	0.1679
atoll_s11_B	atoll	11	B	OPP	Core destroyed	430	flagoff	7	72	-1	429	65	40	3	0.3846	0.0462	1	47	9	0.2769
atoll_s12_A	atoll	12	A	OPP	Core destroyed	237	flagoff	7	-1	-1	236	230	37	0	0.8391	0.0	0	51	6	0.7783
atoll_s12_B	atoll	12	B	US	Core destroyed	454	flagoff	9	286	453	453	277	38	0	0.8628	0.0	1	64	3	0.769
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	10	301	-1	999	291	51	0	0.8247	0.0	1	88	0	0.6976
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	123	flagoff	10	67	122	122	57	28	0	0.5088	0.0	1	57	0	0.0
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	605	flagoff	10	536	604	604	526	137	0	0.7395	0.0	1	194	0	0.6312
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	161	flagoff	10	97	160	160	87	48	0	0.4483	0.0	1	87	0	0.0
drakkarfjord_s12_A	drakkarfjord	12	A	OPP	Core destroyed	432	flagoff	10	302	-1	431	292	73	0	0.75	0.0	1	111	0	0.6199
drakkarfjord_s12_B	drakkarfjord	12	B	OPP	Core destroyed	358	flagoff	10	-1	-1	357	348	95	0	0.727	0.0	0	107	0	0.6925
glacierkeep_s10_A	glacierkeep	10	A	US	Titanium collected (tiebreak)	1000	flagoff	8	143	-1	999	135	110	36	0.1852	0.2667	1	132	102	0.0222
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	257	flagoff	8	76	256	256	68	52	12	0.2353	0.1765	1	68	34	0.0
glacierkeep_s11_A	glacierkeep	11	A	OPP	Core destroyed	609	flagoff	8	-1	-1	608	601	86	16	0.8569	0.0266	0	118	65	0.8037
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	276	flagoff	8	82	275	275	74	58	13	0.2162	0.1757	1	74	46	0.0
glacierkeep_s12_A	glacierkeep	12	A	OPP	Core destroyed	747	flagoff	9	108	-1	746	99	84	46	0.1515	0.4646	1	99	69	0.0
glacierkeep_s12_B	glacierkeep	12	B	US	Titanium collected (tiebreak)	1000	flagoff	8	64	-1	999	56	45	8	0.1964	0.1429	1	56	25	0.0
midgard_s10_A	midgard	10	A	OPP	Core destroyed	301	flagoff	51	46	-1	300	0	0	0			1	0	0	
midgard_s10_B	midgard	10	B	US	Core destroyed	161	flagoff	51	105	160	160	54	51	39	0.0556	0.7222	1	54	49	0.0
midgard_s11_A	midgard	11	A	US	Core destroyed	210	flagoff	56	173	209	209	117	117	107	0.0	0.9145	1	117	112	0.0
midgard_s11_B	midgard	11	B	US	Titanium collected (tiebreak)	1000	flagoff	53	-1	-1	999	947	947	944	0.0	0.9968	0	947	947	0.0
midgard_s12_A	midgard	12	A	OPP	Core destroyed	237	flagoff	51	-1	-1	236	186	184	169	0.0108	0.9086	0	186	174	0.0
midgard_s12_B	midgard	12	B	OPP	Core destroyed	249	flagoff	52	-1	-1	248	197	197	196	0.0	0.9949	0	197	197	0.0
nordkap_s10_A	nordkap	10	A	OPP	Core destroyed	213	flagoff	4	-1	-1	212	209	131	75	0.3732	0.3589	0	147	85	0.2967
nordkap_s10_B	nordkap	10	B	OPP	Core destroyed	297	flagoff	4	-1	-1	296	293	167	21	0.43	0.0717	0	190	26	0.3515
nordkap_s11_A	nordkap	11	A	US	Core destroyed	240	flagoff	4	184	239	239	180	177	90	0.0167	0.5	1	180	164	0.0
nordkap_s11_B	nordkap	11	B	US	Core destroyed	325	flagoff	4	239	324	324	235	77	14	0.6723	0.0596	1	124	25	0.4723
nordkap_s12_A	nordkap	12	A	US	Core destroyed	412	flagoff	4	357	411	411	353	292	83	0.1728	0.2351	1	301	119	0.1473
nordkap_s12_B	nordkap	12	B	US	Core destroyed	344	flagoff	4	232	343	343	228	123	19	0.4605	0.0833	1	134	24	0.4123
yulerune_s10_A	yulerune	10	A	US	Core destroyed	261	flagoff	29	168	260	260	139	137	127	0.0144	0.9137	1	139	134	0.0
yulerune_s10_B	yulerune	10	B	US	Core destroyed	168	flagoff	31	112	167	167	81	80	70	0.0123	0.8642	1	81	75	0.0
yulerune_s11_A	yulerune	11	A	US	Core destroyed	332	flagoff	35	292	331	331	257	257	244	0.0	0.9494	1	257	257	0.0
yulerune_s11_B	yulerune	11	B	OPP	Core destroyed	246	flagoff	35	-1	-1	245	211	78	35	0.6303	0.1659	0	80	41	0.6209
yulerune_s12_A	yulerune	12	A	US	Core destroyed	573	flagoff	29	476	572	572	447	444	429	0.0067	0.9597	1	447	441	0.0
yulerune_s12_B	yulerune	12	B	OPP	Core destroyed	310	flagoff	31	-1	-1	309	279	278	145	0.0036	0.5197	0	279	150	0.0
