tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s4_A	atoll	4	A	OPP	Core destroyed	603	parent	7	-1	-1	602	596	29	5	0.9513	0.0084	0	51	14	0.9144
atoll_s4_B	atoll	4	B	OPP	Titanium collected (tiebreak)	1000	parent	7	-1	-1	999	993	24	0	0.9758	0.0	0	33	0	0.9668
atoll_s5_A	atoll	5	A	OPP	Core destroyed	301	parent	6	-1	-1	300	295	26	0	0.9119	0.0	0	47	0	0.8407
atoll_s5_B	atoll	5	B	US	Core destroyed	577	parent	12	451	576	576	439	39	0	0.9112	0.0	1	111	0	0.7472
atoll_s6_A	atoll	6	A	US	Core destroyed	647	parent	6	162	646	646	156	38	0	0.7564	0.0	1	56	0	0.641
atoll_s6_B	atoll	6	B	OPP	Core destroyed	233	parent	7	58	-1	232	51	8	0	0.8431	0.0	1	12	0	0.7647
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	544	parent	10	488	543	543	478	372	142	0.2218	0.2971	1	478	414	0.0
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	163	parent	10	88	162	162	78	40	0	0.4872	0.0	1	78	0	0.0
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	907	parent	10	-1	-1	906	897	458	22	0.4894	0.0245	0	485	39	0.4593
drakkarfjord_s5_B	drakkarfjord	5	B	OPP	Core destroyed	643	parent	10	-1	-1	642	633	142	0	0.7757	0.0	0	168	0	0.7346
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	10	-1	416	416	407	161	8	0.6044	0.0197	0	206	20	0.4939
drakkarfjord_s6_B	drakkarfjord	6	B	US	Titanium collected (tiebreak)	1000	parent	10	71	-1	999	61	48	0	0.2131	0.0	1	58	0	0.0492
glacierkeep_s4_A	glacierkeep	4	A	OPP	Core destroyed	816	parent	8	80	-1	815	72	47	3	0.3472	0.0417	1	71	42	0.0139
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	325	parent	8	84	324	324	76	63	14	0.1711	0.1842	1	76	46	0.0
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	414	parent	8	136	413	413	128	89	0	0.3047	0.0	1	110	0	0.1406
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	289	parent	8	56	288	288	48	38	3	0.2083	0.0625	1	48	20	0.0
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	165	parent	8	76	164	164	68	53	5	0.2206	0.0735	1	68	35	0.0
glacierkeep_s6_B	glacierkeep	6	B	US	Titanium collected (tiebreak)	1000	parent	8	66	-1	999	58	47	10	0.1897	0.1724	1	58	25	0.0
midgard_s4_A	midgard	4	A	OPP	Core destroyed	247	parent	53	-1	-1	246	194	73	31	0.6237	0.1598	0	79	32	0.5928
midgard_s4_B	midgard	4	B	OPP	Core destroyed	279	parent	54	-1	-1	278	225	225	195	0.0	0.8667	0	225	211	0.0
midgard_s5_A	midgard	5	A	OPP	Core destroyed	348	parent	52	-1	-1	347	296	226	199	0.2365	0.6723	0	228	210	0.2297
midgard_s5_B	midgard	5	B	US	Core destroyed	271	parent	51	215	270	270	164	163	82	0.0061	0.5	1	164	124	0.0
midgard_s6_A	midgard	6	A	OPP	Core destroyed	779	parent	52	140	-1	778	88	88	83	0.0	0.9432	1	88	86	0.0
midgard_s6_B	midgard	6	B	US	Core destroyed	685	parent	51	629	684	684	578	577	565	0.0017	0.9775	1	578	568	0.0
nordkap_s4_A	nordkap	4	A	US	Core destroyed	193	parent	4	123	192	192	119	111	20	0.0672	0.1681	1	119	93	0.0
nordkap_s4_B	nordkap	4	B	OPP	Harvesters (tiebreak)	1000	parent	4	-1	-1	999	996	977	902	0.0191	0.9056	0	993	979	0.003
nordkap_s5_A	nordkap	5	A	US	Core destroyed	403	parent	4	347	402	402	343	282	77	0.1778	0.2245	1	291	107	0.1516
nordkap_s5_B	nordkap	5	B	US	Core destroyed	129	parent	4	73	128	128	69	53	10	0.2319	0.1449	1	68	13	0.0145
nordkap_s6_A	nordkap	6	A	US	Core destroyed	600	parent	4	120	599	599	116	112	70	0.0345	0.6034	1	116	103	0.0
nordkap_s6_B	nordkap	6	B	US	Core destroyed	172	parent	4	116	171	171	112	100	49	0.1071	0.4375	1	112	85	0.0
yulerune_s4_A	yulerune	4	A	US	Core destroyed	337	parent	35	244	336	336	209	208	193	0.0048	0.9234	1	209	207	0.0
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	374	parent	40	-1	-1	373	334	334	222	0.0	0.6647	0	334	229	0.0
yulerune_s5_A	yulerune	5	A	US	Core destroyed	252	parent	29	196	251	251	167	163	155	0.024	0.9281	1	167	160	0.0
yulerune_s5_B	yulerune	5	B	US	Core destroyed	243	parent	31	159	242	242	128	128	122	0.0	0.9531	1	128	127	0.0
yulerune_s6_A	yulerune	6	A	US	Core destroyed	649	parent	33	488	648	648	455	454	446	0.0022	0.9802	1	455	452	0.0
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	258	parent	36	-1	-1	257	222	222	70	0.0	0.3153	0	222	77	0.0
