tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s43_A	atoll	43	A	OPP	Core destroyed	388	parent	7	31	-1	387	24	4	0	0.8333	0.0	1	9	0	0.625
atoll_s43_B	atoll	43	B	US	Core destroyed	304	parent	6	210	303	303	204	93	3	0.5441	0.0147	1	123	11	0.3971
atoll_s44_A	atoll	44	A	OPP	Harvesters (tiebreak)	1000	parent	7	-1	-1	999	993	18	0	0.9819	0.0	0	26	0	0.9738
atoll_s44_B	atoll	44	B	US	Core destroyed	158	parent	6	66	157	157	60	45	6	0.25	0.1	1	55	24	0.0833
atoll_s45_A	atoll	45	A	US	Titanium collected (tiebreak)	1000	parent	6	-1	-1	999	994	71	0	0.9286	0.0	0	147	0	0.8521
atoll_s45_B	atoll	45	B	OPP	Core destroyed	334	parent	32	-1	-1	333	302	297	113	0.0166	0.3742	0	299	121	0.0099
drakkarfjord_s43_A	drakkarfjord	43	A	OPP	Core destroyed	611	parent	10	-1	-1	610	601	132	30	0.7804	0.0499	0	160	45	0.7338
drakkarfjord_s43_B	drakkarfjord	43	B	US	Core destroyed	137	parent	10	81	136	136	71	22	0	0.6901	0.0	1	30	0	0.5775
drakkarfjord_s44_A	drakkarfjord	44	A	US	Core destroyed	205	parent	10	149	204	204	139	63	0	0.5468	0.0	1	136	0	0.0216
drakkarfjord_s44_B	drakkarfjord	44	B	US	Core destroyed	997	parent	10	69	996	996	59	43	0	0.2712	0.0	1	57	0	0.0339
drakkarfjord_s45_A	drakkarfjord	45	A	US	Core destroyed	429	parent	10	293	428	428	283	75	14	0.735	0.0495	1	122	17	0.5689
drakkarfjord_s45_B	drakkarfjord	45	B	US	Core destroyed	163	parent	10	88	162	162	78	40	0	0.4872	0.0	1	78	0	0.0
glacierkeep_s43_A	glacierkeep	43	A	OPP	Core destroyed	680	parent	8	80	-1	679	72	47	4	0.3472	0.0556	1	72	41	0.0
glacierkeep_s43_B	glacierkeep	43	B	US	Core destroyed	309	parent	8	56	308	308	48	37	4	0.2292	0.0833	1	48	19	0.0
glacierkeep_s44_A	glacierkeep	44	A	US	Core destroyed	147	parent	8	91	146	146	83	55	8	0.3373	0.0964	1	80	48	0.0361
glacierkeep_s44_B	glacierkeep	44	B	US	Core destroyed	237	parent	8	112	236	236	104	58	2	0.4423	0.0192	1	102	43	0.0192
glacierkeep_s45_A	glacierkeep	45	A	US	Core destroyed	349	parent	8	74	348	348	66	47	9	0.2879	0.1364	1	60	29	0.0909
glacierkeep_s45_B	glacierkeep	45	B	US	Core destroyed	185	parent	8	84	184	184	76	57	16	0.25	0.2105	1	76	34	0.0
midgard_s43_A	midgard	43	A	US	Core destroyed	257	parent	52	201	256	256	149	149	133	0.0	0.8926	1	149	145	0.0
midgard_s43_B	midgard	43	B	US	Core destroyed	256	parent	45	40	255	255	0	0	0			1	0	0	
midgard_s44_A	midgard	44	A	OPP	Core destroyed	247	parent	53	-1	-1	246	194	73	31	0.6237	0.1598	0	79	32	0.5928
midgard_s44_B	midgard	44	B	OPP	Core destroyed	337	parent	52	-1	-1	336	285	285	282	0.0	0.9895	0	285	284	0.0
midgard_s45_A	midgard	45	A	OPP	Titanium collected (tiebreak)	1000	parent	53	-1	-1	999	947	832	51	0.1214	0.0539	0	835	71	0.1183
midgard_s45_B	midgard	45	B	US	Titanium collected (tiebreak)	1000	parent	47	-1	-1	999	953	953	941	0.0	0.9874	0	953	945	0.0
nordkap_s43_A	nordkap	43	A	US	Core destroyed	913	parent	4	857	912	912	853	843	545	0.0117	0.6389	1	851	833	0.0023
nordkap_s43_B	nordkap	43	B	US	Core destroyed	482	parent	4	80	481	481	76	63	31	0.1711	0.4079	1	76	58	0.0
nordkap_s44_A	nordkap	44	A	US	Core destroyed	329	parent	4	44	328	328	40	31	5	0.225	0.125	1	40	24	0.0
nordkap_s44_B	nordkap	44	B	US	Core destroyed	734	parent	4	593	733	733	589	68	0	0.8846	0.0	1	113	4	0.8081
nordkap_s45_A	nordkap	45	A	OPP	Core destroyed	218	parent	4	-1	-1	217	214	97	31	0.5467	0.1449	0	116	49	0.4579
nordkap_s45_B	nordkap	45	B	US	Core destroyed	337	parent	4	271	336	336	267	259	197	0.03	0.7378	1	267	211	0.0
yulerune_s43_A	yulerune	43	A	US	Core destroyed	230	parent	31	196	229	229	165	164	151	0.0061	0.9152	1	165	158	0.0
yulerune_s43_B	yulerune	43	B	OPP	Core destroyed	748	parent	31	112	-1	747	81	78	68	0.037	0.8395	1	81	79	0.0
yulerune_s44_A	yulerune	44	A	US	Core destroyed	236	parent	27	168	235	235	141	138	119	0.0213	0.844	1	141	129	0.0
yulerune_s44_B	yulerune	44	B	OPP	Core destroyed	282	parent	29	-1	-1	281	253	91	67	0.6403	0.2648	0	94	81	0.6285
yulerune_s45_A	yulerune	45	A	OPP	Core destroyed	797	parent	37	560	-1	796	523	522	166	0.0019	0.3174	1	523	185	0.0
yulerune_s45_B	yulerune	45	B	OPP	Core destroyed	312	parent	27	-1	-1	311	285	281	269	0.014	0.9439	0	285	273	0.0
