tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s103_A	atoll	103	A	OPP	Core destroyed	368	v520	368	33	30	11	12,3	1	6.5	8	2	2	2	357	0	-1	29	9	1
atoll_s103_B	atoll	103	B	OPP	Core destroyed	271	v520	271	16	31	10	5,13	5	8.5	8	1	1	2	11	1	21	5	0	1
atoll_s103_B	atoll	103	B	OPP	Core destroyed	271	v520	271	16	51	22	4,12	2	8.5	8	1	1	2	11	1	33	0	0	0
atoll_s103_B	atoll	103	B	OPP	Core destroyed	271	v520	271	16	72	42	0,14	1	6.5	8	2	2	2	229	0	-1	3	3	1
atoll_s103_B	atoll	103	B	OPP	Core destroyed	271	v520	271	16	293	242	4,8	26	44.5	8	0	0	2	4	1	246	1	0	1
atoll_s104_A	atoll	104	A	OPP	Core destroyed	280	v520	280	77	33	10	12,4	2	8.5	8	1	1	2	270	0	-1	71	2	1
atoll_s104_B	atoll	104	B	OPP	Core destroyed	289	v520	289	145	31	10	5,13	5	8.5	8	1	1	2	8	1	18	5	0	1
atoll_s104_B	atoll	104	B	OPP	Core destroyed	289	v520	289	145	50	20	3,12	1	6.5	8	2	2	2	269	0	-1	136	0	1
atoll_s105_A	atoll	105	A	OPP	Core destroyed	633	v520	633	49	32	10	13,4	2	4.5	8	2	2	2	3	1	13	1	0	1
atoll_s105_A	atoll	105	A	OPP	Core destroyed	633	v520	633	49	68	32	13,0	2	8.5	8	1	1	2	601	0	-1	44	0	1
atoll_s105_B	atoll	105	B	OPP	Core destroyed	528	v520	528	58	31	10	5,14	4	6.5	8	2	2	2	518	0	-1	42	14	1
atoll_s105_B	atoll	105	B	OPP	Core destroyed	528	v520	528	58	361	181	7,10	25	40.5	8	0	0	2	3	1	184	1	0	1
atoll_s105_B	atoll	105	B	OPP	Core destroyed	528	v520	528	58	581	314	2,8	25	42.5	8	0	0	2	4	1	318	1	0	1
atoll_s105_B	atoll	105	B	OPP	Core destroyed	528	v520	528	58	878	496	8,12	26	36.5	8	0	0	2	4	1	500	1	0	1
drakkarfjord_s103_A	drakkarfjord	103	A	US	Core destroyed	121	v520	121	10	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s103_B	drakkarfjord	103	B	US	Core destroyed	125	v520	125	10	23	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s104_A	drakkarfjord	104	A	US	Core destroyed	100	v520	100	10	24	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s104_B	drakkarfjord	104	B	US	Core destroyed	243	v520	243	13	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s105_A	drakkarfjord	105	A	US	Core destroyed	89	v520	89	10	20	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s105_B	drakkarfjord	105	B	US	Titanium collected (tiebreak)	1000	v520	1000	12	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
