tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s19_A	atoll	19	A	US	Core destroyed	697	parent	8	6	7	557	-1	-1	287	159	0.554	2.091	5	1	557,10,123,7,77,73	697	0	14,2
atoll_s19_B	atoll	19	B	US	Core destroyed	226	parent	8	4	8	97	-1	-1	157	0	0.0	2.548	2	2	97,52,8,9	226	1	2,14
atoll_s20_A	atoll	20	A	US	Core destroyed	360	parent	8	6	7	197	-1	-1	190	15	0.0789	3.158	4	2	197,48,7,8,123,119	360	0	14,2
atoll_s20_B	atoll	20	B	OPP	Core destroyed	261	parent	8	6	13	74	-1	-1	130	30	0.2308	4.615	6	0	74,71,34,41,15,13	261	1	2,14
atoll_s21_A	atoll	21	A	US	Core destroyed	419	parent	8	6	7	84	-1	-1	415	312	0.7518	1.446	6	0	31,26,7,84,10,76	419	0	14,2
atoll_s21_B	atoll	21	B	OPP	Core destroyed	538	parent	8	5	7	465	-1	-1	117	3	0.0256	4.274	1	4	127,9,7,465,464	538	1	2,14
drakkarfjord_s19_A	drakkarfjord	19	A	US	Core destroyed	132	parent	8	8	10	36	41	36	124	70	0.5645	6.452	7	1	10,11,36,18,32,22,29,25	132	0	26,4
drakkarfjord_s19_B	drakkarfjord	19	B	OPP	Titanium collected (tiebreak)	1000	parent	8	5	10	201	-1	-1	267	11	0.0412	1.873	4	1	201,175,14,11,10	1000	1	2,24
drakkarfjord_s20_A	drakkarfjord	20	A	OPP	Core destroyed	549	parent	8	7	10	43	-1	-1	74	0	0.0	9.459	6	1	10,11,31,33,43,36,40	549	0	26,4
drakkarfjord_s20_B	drakkarfjord	20	B	US	Core destroyed	181	parent	8	8	10	81	81	81	138	0	0.0	5.797	7	1	74,78,71,81,20,14,11,10	181	1	2,24
drakkarfjord_s21_A	drakkarfjord	21	A	OPP	Core destroyed	673	parent	8	2	10	11	-1	-1	105	0	0.0	1.905	1	1	10,11	673	0	26,4
drakkarfjord_s21_B	drakkarfjord	21	B	US	Core destroyed	307	parent	8	8	10	46	107	46	299	108	0.3612	2.676	6	2	46,42,10,36,11,35,17,21	307	1	2,24
glacierkeep_s19_A	glacierkeep	19	A	US	Core destroyed	177	parent	8	8	9	52	52	52	171	141	0.8246	4.678	8	0	47,49,23,52,19,10,14,9	177	0	14,26
glacierkeep_s19_B	glacierkeep	19	B	US	Core destroyed	280	parent	8	8	10	37	37	37	230	0	0.0	3.478	8	0	37,33,15,30,10,26,11,23	280	1	14,2
glacierkeep_s20_A	glacierkeep	20	A	US	Core destroyed	128	parent	8	8	9	55	55	55	122	98	0.8033	6.557	8	0	55,48,23,45,19,10,14,9	128	0	14,26
glacierkeep_s20_B	glacierkeep	20	B	OPP	Core destroyed	742	parent	8	8	9	36	44	36	170	75	0.4412	4.706	8	0	36,32,14,29,9,25,10,22	742	1	14,2
glacierkeep_s21_A	glacierkeep	21	A	US	Core destroyed	160	parent	8	8	9	43	43	43	154	46	0.2987	5.195	8	0	36,38,21,43,17,10,14,9	160	0	14,26
glacierkeep_s21_B	glacierkeep	21	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	36	49	36	994	968	0.9738	0.805	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
