tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s10_A	atoll	10	A	OPP	Core destroyed	466	flagoff	466	21	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s10_A	atoll	10	A	OPP	Core destroyed	466	flagoff	466	21	39	12	12,4	2	8.5	8	1	1	2	81	1	93	9	0	1
atoll_s10_A	atoll	10	A	OPP	Core destroyed	466	flagoff	466	21	197	110	16,6	10	14.5	8	0	0	2	1	1	111	1	0	1
atoll_s10_A	atoll	10	A	OPP	Core destroyed	466	flagoff	466	21	240	133	14,0	1	6.5	8	2	2	2	2	1	135	0	0	0
atoll_s10_B	atoll	10	B	OPP	Core destroyed	392	flagoff	392	42	19	6	4,13	2	4.5	8	2	2	2	3	1	9	2	0	1
atoll_s10_B	atoll	10	B	OPP	Core destroyed	392	flagoff	392	42	38	13	3,12	1	6.5	8	2	2	2	94	1	107	30	0	1
atoll_s10_B	atoll	10	B	OPP	Core destroyed	392	flagoff	392	42	167	107	7,10	25	40.5	8	0	0	2	1	1	108	1	0	1
atoll_s10_B	atoll	10	B	OPP	Core destroyed	392	flagoff	392	42	416	294	5,13	5	8.5	8	1	1	2	3	1	297	0	0	0
atoll_s10_B	atoll	10	B	OPP	Core destroyed	392	flagoff	392	42	423	297	6,15	9	12.5	8	0	0	2	1	1	298	1	0	1
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	680	130	21	6	13,4	2	4.5	8	2	2	2	4	1	10	1	0	1
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	680	130	40	12	12,2	1	6.5	8	2	2	2	53	1	65	12	0	1
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	680	130	369	218	12,7	17	26.5	8	0	0	2	1	1	219	1	0	1
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	680	130	395	236	15,5	4	6.5	8	2	2	2	3	1	239	1	0	1
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	680	130	404	242	15,5	4	6.5	8	2	2	2	2	1	244	1	0	1
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	680	130	443	268	15,5	4	6.5	8	2	2	2	2	1	270	0	0	0
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	680	130	449	272	16,5	5	8.5	8	1	1	2	408	0	-1	103	1	1
atoll_s11_A	atoll	11	A	OPP	Core destroyed	680	flagoff	680	130	1090	632	10,7	25	40.5	8	0	0	2	1	1	633	1	0	1
atoll_s11_B	atoll	11	B	OPP	Core destroyed	430	flagoff	430	12	20	6	3,12	1	6.5	8	2	2	2	3	1	9	1	1	1
atoll_s11_B	atoll	11	B	OPP	Core destroyed	430	flagoff	430	12	101	39	1,11	5	14.5	8	0	0	2	1	1	40	1	0	1
atoll_s11_B	atoll	11	B	OPP	Core destroyed	430	flagoff	430	12	115	45	0,16	2	8.5	8	1	1	2	385	0	-1	0	0	0
atoll_s11_B	atoll	11	B	OPP	Core destroyed	430	flagoff	430	12	248	264	2,10	9	20.5	8	0	0	2	1	1	265	1	0	1
atoll_s11_B	atoll	11	B	OPP	Core destroyed	430	flagoff	430	12	264	332	2,10	9	20.5	8	0	0	2	1	1	333	1	0	1
atoll_s11_B	atoll	11	B	OPP	Core destroyed	430	flagoff	430	12	295	408	2,10	9	20.5	8	0	0	2	1	1	409	1	0	1
atoll_s12_A	atoll	12	A	OPP	Core destroyed	237	flagoff	237	5	21	6	13,4	2	4.5	8	2	2	2	7	1	13	1	0	1
atoll_s12_A	atoll	12	A	OPP	Core destroyed	237	flagoff	237	5	39	14	13,4	2	4.5	8	2	2	2	3	1	17	2	1	1
atoll_s12_B	atoll	12	B	US	Core destroyed	454	flagoff	454	110	19	6	4,13	2	4.5	8	2	2	2	3	1	9	2	0	1
atoll_s12_B	atoll	12	B	US	Core destroyed	454	flagoff	454	110	38	13	3,12	1	6.5	8	2	2	2	333	1	346	57	0	1
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	643	203	23,8	13	24.5	8	0	0	2	1	1	204	1	0	1
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	675	214	24,4	1	6.5	8	2	2	2	2	1	216	1	0	1
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	893	292	24,4	1	6.5	8	2	2	2	2	1	294	0	0	0
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	1027	346	24,7	5	12.5	8	0	0	2	11	1	357	2	0	1
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	1310	460	23,8	13	24.5	8	0	0	2	1	1	461	1	0	1
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	2064	798	20,4	25	42.5	8	0	0	2	17	1	815	0	0	0
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	2080	807	23,7	8	18.5	8	0	0	2	41	1	848	0	0	0
drakkarfjord_s10_A	drakkarfjord	10	A	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	615	2096	814	28,10	26	32.5	8	0	0	2	41	1	855	0	0	0
drakkarfjord_s10_B	drakkarfjord	10	B	US	Core destroyed	123	flagoff	123	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	605	flagoff	605	56	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	605	flagoff	605	56	85	37	28,2	2	8.5	8	1	1	2	568	0	-1	34	0	1
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	605	flagoff	605	56	645	420	22,9	25	40.5	8	0	0	2	1	1	421	1	0	1
drakkarfjord_s11_A	drakkarfjord	11	A	US	Core destroyed	605	flagoff	605	56	688	464	24,4	1	6.5	8	2	2	2	141	0	-1	4	0	1
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	161	flagoff	161	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s12_A	drakkarfjord	12	A	OPP	Core destroyed	432	flagoff	432	34	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s12_A	drakkarfjord	12	A	OPP	Core destroyed	432	flagoff	432	34	899	292	24,4	1	6.5	8	2	2	2	140	0	-1	15	7	1
drakkarfjord_s12_B	drakkarfjord	12	B	OPP	Core destroyed	358	flagoff	358	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
glacierkeep_s10_A	glacierkeep	10	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	257	flagoff	257	36	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s10_B	glacierkeep	10	B	US	Core destroyed	257	flagoff	257	36	123	164	15,0	1	6.5	8	2	2	2	93	0	-1	32	3	1
glacierkeep_s11_A	glacierkeep	11	A	OPP	Core destroyed	609	flagoff	609	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	276	flagoff	276	5	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s11_B	glacierkeep	11	B	US	Core destroyed	276	flagoff	276	5	100	232	15,5	4	6.5	8	2	2	2	44	0	-1	1	1	1
glacierkeep_s12_A	glacierkeep	12	A	OPP	Core destroyed	747	flagoff	747	4	14	8	15,23	4	12.5	8	0	0	2	1	1	9	1	0	1
glacierkeep_s12_B	glacierkeep	12	B	US	Titanium collected (tiebreak)	1000	flagoff	1000	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
nordkap_s10_A	nordkap	10	A	OPP	Core destroyed	213	flagoff	213	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s10_B	nordkap	10	B	OPP	Core destroyed	297	flagoff	297	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s11_A	nordkap	11	A	US	Core destroyed	240	flagoff	240	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s11_A	nordkap	11	A	US	Core destroyed	240	flagoff	240	2	107	135	7,19	1	6.5	8	2	2	2	105	0	-1	0	0	0
nordkap_s11_B	nordkap	11	B	US	Core destroyed	325	flagoff	325	8	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s11_B	nordkap	11	B	US	Core destroyed	325	flagoff	325	8	327	196	11,11	17	22.5	8	0	0	2	1	1	197	1	0	1
nordkap_s11_B	nordkap	11	B	US	Core destroyed	325	flagoff	325	8	343	205	8,4	2	8.5	8	1	1	2	120	0	-1	4	2	1
