tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s82_A	atoll	82	A	US	Core destroyed	480	v520	8	8	11	367	391	367	261	136	0.5211	3.065	6	2	367,12,35,15,11,16,27,22	480	0	14,2
atoll_s82_B	atoll	82	B	US	Core destroyed	161	v520	8	6	11	46	-1	-1	153	152	0.9935	3.922	5	1	30,11,46,26,15,13	161	1	2,14
atoll_s83_A	atoll	83	A	US	Core destroyed	465	v520	8	8	11	377	-1	377	457	72	0.1575	1.751	8	0	18,12,145,11,156,377,147,376	465	0	14,2
atoll_s83_B	atoll	83	B	US	Core destroyed	350	v520	8	6	14	35	-1	-1	193	44	0.228	3.109	5	1	26,31,24,35,14,16	350	1	2,14
atoll_s84_A	atoll	84	A	OPP	Core destroyed	893	v520	8	6	21	100	-1	-1	273	53	0.1941	2.198	5	1	100,99,23,21,37,35	893	0	14,2
atoll_s84_B	atoll	84	B	US	Core destroyed	147	v520	8	7	12	47	-1	-1	139	55	0.3957	5.036	6	1	16,40,18,47,14,12,14	147	1	2,14
drakkarfjord_s82_A	drakkarfjord	82	A	US	Core destroyed	88	v520	8	8	14	31	31	31	76	74	0.9737	10.526	7	1	15,14,29,18,31,22,29,25	88	0	26,4
drakkarfjord_s82_B	drakkarfjord	82	B	OPP	Titanium collected (tiebreak)	1000	v520	8	8	14	168	-1	168	149	7	0.047	5.369	7	1	26,28,14,31,15,35,168,38	1000	1	2,24
drakkarfjord_s83_A	drakkarfjord	83	A	US	Core destroyed	106	v520	8	8	14	30	30	30	94	93	0.9894	8.511	6	2	14,15,20,26,22,30,25,29	106	0	26,4
drakkarfjord_s83_B	drakkarfjord	83	B	US	Core destroyed	248	v520	8	8	14	65	-1	65	85	7	0.0824	9.412	7	1	26,28,14,31,15,35,65,40	248	1	2,24
drakkarfjord_s84_A	drakkarfjord	84	A	US	Core destroyed	92	v520	8	8	14	30	30	30	80	79	0.9875	10.0	6	2	14,15,20,26,22,30,25,29	92	0	26,4
drakkarfjord_s84_B	drakkarfjord	84	B	US	Core destroyed	96	v520	8	8	14	36	36	36	84	82	0.9762	9.524	6	2	20,22,14,25,15,29,36,32	96	1	2,24
glacierkeep_s82_A	glacierkeep	82	A	US	Core destroyed	144	v520	8	8	12	27	27	27	134	133	0.9925	5.97	6	2	13,12,13,16,14,20,27,23	144	0	14,26
glacierkeep_s82_B	glacierkeep	82	B	US	Core destroyed	143	v520	8	8	12	21	75	21	133	132	0.9925	6.015	5	3	14,13,13,17,12,21,15,16	143	1	14,2
