tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s52_A	atoll	52	A	OPP	Core destroyed	113	parent	8	2	8	10	-1	-1	109	8	0.0734	1.835	2	0	10,8	113	0	14,2
atoll_s52_B	atoll	52	B	OPP	Core destroyed	461	parent	8	6	7	44	-1	-1	141	63	0.4468	4.255	6	0	15,44,9,20,7,31	461	1	2,14
atoll_s53_A	atoll	53	A	OPP	Core destroyed	741	parent	8	7	7	68	-1	-1	116	1	0.0086	6.034	7	0	53,7,68,8,36,47,39	741	0	14,2
atoll_s53_B	atoll	53	B	OPP	Core destroyed	280	parent	8	2	10	11	-1	-1	20	1	0.05	10.0	1	1	11,10	280	1	2,14
atoll_s54_A	atoll	54	A	US	Core destroyed	535	parent	8	7	8	63	-1	-1	233	17	0.073	3.004	7	0	10,8,63,40,42,49,45	535	0	14,2
atoll_s54_B	atoll	54	B	OPP	Core destroyed	258	parent	8	5	7	98	-1	-1	103	33	0.3204	4.854	5	0	17,93,35,98,7	258	1	2,14
drakkarfjord_s52_A	drakkarfjord	52	A	US	Core destroyed	438	parent	8	8	10	74	-1	74	204	0	0.0	3.922	7	1	10,11,31,74,33,44,36,41	438	0	26,4
drakkarfjord_s52_B	drakkarfjord	52	B	US	Core destroyed	257	parent	8	8	10	43	43	43	179	105	0.5866	4.469	7	1	38,40,32,43,20,14,11,10	257	1	2,24
drakkarfjord_s53_A	drakkarfjord	53	A	OPP	Core destroyed	164	parent	8	5	10	130	-1	-1	80	0	0.0	6.25	4	1	10,11,130,127,120	164	0	26,4
drakkarfjord_s53_B	drakkarfjord	53	B	OPP	Core destroyed	712	parent	8	3	10	14	-1	-1	116	0	0.0	2.586	2	1	14,11,10	712	1	2,24
drakkarfjord_s54_A	drakkarfjord	54	A	US	Core destroyed	221	parent	8	8	10	103	115	103	212	13	0.0613	3.774	7	1	10,11,29,103,31,57,34,42	221	0	26,4
drakkarfjord_s54_B	drakkarfjord	54	B	US	Core destroyed	143	parent	8	8	10	46	46	46	135	0	0.0	5.926	7	1	40,36,46,33,21,14,11,10	143	1	2,24
glacierkeep_s52_A	glacierkeep	52	A	US	Core destroyed	124	parent	8	8	9	41	41	41	118	92	0.7797	6.78	8	0	36,38,21,41,17,10,14,9	124	0	14,26
glacierkeep_s52_B	glacierkeep	52	B	OPP	Core destroyed	917	parent	8	8	9	36	44	36	312	58	0.1859	2.564	8	0	36,32,14,29,9,25,10,22	917	1	14,2
glacierkeep_s53_A	glacierkeep	53	A	US	Titanium collected (tiebreak)	1000	parent	8	8	9	46	46	46	994	384	0.3863	0.805	8	0	41,43,23,46,19,10,14,9	1000	0	14,26
glacierkeep_s53_B	glacierkeep	53	B	US	Core destroyed	185	parent	8	8	9	45	53	45	134	91	0.6791	5.97	8	0	33,35,20,38,9,42,10,45	185	1	14,2
glacierkeep_s54_A	glacierkeep	54	A	US	Core destroyed	384	parent	8	8	9	60	60	60	378	63	0.1667	2.116	8	0	60,56,21,53,17,10,14,9	384	0	14,26
glacierkeep_s54_B	glacierkeep	54	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	36	59	36	994	85	0.0855	0.805	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
midgard_s52_A	midgard	52	A	US	Titanium collected (tiebreak)	261	parent	8	6	58	88	-1	-1	209	203	0.9713	2.871	5	1	73,69,88,65,58,62	261	0	26,26
midgard_s52_B	midgard	52	B	US	Titanium collected (tiebreak)	1000	parent	8	7	58	84	-1	-1	242	210	0.8678	2.893	5	2	67,65,64,58,78,84,77	1000	1	2,2
