tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s73_A	atoll	73	A	US	Titanium collected (tiebreak)	1000	parent	8	4	7	55	-1	-1	167	58	0.3473	2.395	4	0	16,7,55,11	1000	0	14,2
atoll_s73_B	atoll	73	B	OPP	Core destroyed	165	parent	8	6	10	78	-1	-1	70	14	0.2	8.571	2	4	78,11,69,10,50,51	165	1	2,14
atoll_s74_A	atoll	74	A	OPP	Core destroyed	493	parent	8	7	12	281	-1	-1	251	20	0.0797	2.789	6	1	38,281,58,12,14,21,17	493	0	14,2
atoll_s74_B	atoll	74	B	OPP	Core destroyed	222	parent	8	7	7	72	-1	-1	73	30	0.411	9.589	6	1	72,68,11,50,7,30,35	222	1	2,14
atoll_s75_A	atoll	75	A	US	Core destroyed	179	parent	8	8	8	117	117	117	175	151	0.8629	4.571	8	0	13,8,93,117,104,48,82,76	179	0	14,2
atoll_s75_B	atoll	75	B	US	Core destroyed	550	parent	8	6	8	47	-1	-1	152	18	0.1184	3.947	5	1	45,47,39,8,9,10	550	1	2,14
drakkarfjord_s73_A	drakkarfjord	73	A	OPP	Core destroyed	640	parent	8	3	10	275	-1	-1	164	0	0.0	1.829	2	1	10,11,275	640	0	26,4
drakkarfjord_s73_B	drakkarfjord	73	B	US	Core destroyed	325	parent	8	8	10	46	107	46	251	108	0.4303	3.187	6	2	46,42,10,36,11,35,17,21	325	1	2,24
drakkarfjord_s74_A	drakkarfjord	74	A	US	Core destroyed	231	parent	8	8	10	37	42	37	223	136	0.6099	3.587	7	1	10,11,37,18,33,22,30,26	231	0	26,4
drakkarfjord_s74_B	drakkarfjord	74	B	US	Core destroyed	236	parent	8	8	10	81	81	81	193	0	0.0	4.145	7	1	74,78,71,81,20,14,11,10	236	1	2,24
drakkarfjord_s75_A	drakkarfjord	75	A	US	Core destroyed	333	parent	8	8	10	37	42	37	292	128	0.4384	2.74	7	1	10,11,37,18,33,22,30,26	333	0	26,4
drakkarfjord_s75_B	drakkarfjord	75	B	US	Core destroyed	198	parent	8	8	10	48	48	48	190	0	0.0	4.211	7	1	40,36,48,33,21,14,11,10	198	1	2,24
glacierkeep_s73_A	glacierkeep	73	A	US	Titanium collected (tiebreak)	1000	parent	8	8	9	40	40	40	994	94	0.0946	0.805	8	0	35,37,21,40,17,10,14,9	1000	0	14,26
glacierkeep_s73_B	glacierkeep	73	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	36	51	36	486	302	0.6214	1.646	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
glacierkeep_s74_A	glacierkeep	74	A	US	Core destroyed	173	parent	8	8	9	64	64	64	167	83	0.497	4.79	8	0	63,64,21,61,17,10,14,9	173	0	14,26
glacierkeep_s74_B	glacierkeep	74	B	US	Core destroyed	185	parent	8	8	9	36	49	36	179	152	0.8492	4.469	8	0	36,32,14,29,9,25,10,22	185	1	14,2
glacierkeep_s75_A	glacierkeep	75	A	US	Core destroyed	433	parent	8	8	9	70	70	70	400	0	0.0	2.0	7	1	63,67,18,70,17,10,14,9	433	0	14,26
glacierkeep_s75_B	glacierkeep	75	B	OPP	Core destroyed	825	parent	8	8	9	45	58	45	427	57	0.1335	1.874	8	0	33,35,20,38,9,42,10,45	825	1	14,2
midgard_s73_A	midgard	73	A	US	Core destroyed	261	parent	8	6	58	91	-1	-1	209	203	0.9713	2.871	5	1	73,69,91,65,58,62	261	0	26,26
midgard_s73_B	midgard	73	B	OPP	Core destroyed	486	parent	8	6	54	84	-1	-1	440	439	0.9977	1.364	3	3	61,54,63,66,84,82	486	1	2,2
midgard_s74_A	midgard	74	A	US	Core destroyed	196	parent	8	7	53	101	-1	-1	151	148	0.9801	4.636	5	2	53,97,57,101,61,58,63	196	0	26,26
midgard_s74_B	midgard	74	B	US	Core destroyed	167	parent	8	7	52	110	-1	-1	122	119	0.9754	5.738	6	1	63,83,60,110,56,99,52	167	1	2,2
midgard_s75_A	midgard	75	A	OPP	Core destroyed	220	parent	8	6	50	130	-1	-1	102	92	0.902	5.882	5	1	50,54,130,65,76,68	220	0	26,26
midgard_s75_B	midgard	75	B	US	Core destroyed	369	parent	8	6	54	132	-1	-1	324	318	0.9815	1.852	6	0	108,58,64,58,132,54	369	1	2,2
nordkap_s73_A	nordkap	73	A	US	Core destroyed	184	parent	8	8	4	60	60	60	182	171	0.9396	4.396	6	2	21,24,20,25,60,20,5,4	184	0	9,18
nordkap_s73_B	nordkap	73	B	OPP	Core destroyed	178	parent	8	5	4	31	-1	-1	107	74	0.6916	4.673	4	1	5,4,31,8,15	178	1	9,6
nordkap_s74_A	nordkap	74	A	US	Core destroyed	229	parent	8	8	5	43	43	43	227	217	0.9559	3.524	7	1	27,29,17,43,13,6,10,5	229	0	9,18
nordkap_s74_B	nordkap	74	B	US	Core destroyed	392	parent	8	8	5	73	75	73	390	376	0.9641	2.051	8	0	28,24,31,57,5,73,6,19	392	1	9,6
nordkap_s75_A	nordkap	75	A	OPP	Core destroyed	410	parent	8	8	5	65	65	65	258	45	0.1744	3.101	7	1	23,51,16,48,15,6,65,5	410	0	9,18
nordkap_s75_B	nordkap	75	B	US	Core destroyed	145	parent	8	8	5	70	70	70	143	127	0.8881	5.594	7	1	70,65,10,27,5,45,19,20	145	1	9,6
yulerune_s73_A	yulerune	73	A	OPP	Core destroyed	445	parent	8	7	34	73	-1	-1	263	211	0.8023	2.662	6	1	34,73,44,38,48,41,45	445	0	16,9
yulerune_s73_B	yulerune	73	B	US	Core destroyed	157	parent	8	7	33	56	-1	-1	133	130	0.9774	5.263	5	2	43,38,56,35,52,33,41	157	1	2,9
yulerune_s74_A	yulerune	74	A	US	Core destroyed	508	parent	8	7	29	67	-1	-1	486	447	0.9198	1.44	6	1	29,67,39,40,43,43,46	508	0	16,9
yulerune_s74_B	yulerune	74	B	OPP	Core destroyed	289	parent	8	6	33	60	-1	-1	57	47	0.8246	10.526	6	0	33,54,60,51,44,37	289	1	2,9
yulerune_s75_A	yulerune	75	A	OPP	Core destroyed	356	parent	8	5	32	49	-1	-1	330	322	0.9758	1.515	5	0	41,43,32,35,49	356	0	16,9
yulerune_s75_B	yulerune	75	B	OPP	Core destroyed	205	parent	8	6	31	60	-1	-1	180	58	0.3222	3.333	6	0	41,47,60,46,31,33	205	1	2,9
