tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s13_A	atoll	13	A	US	Core destroyed	416	flagoff	416	17	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s13_A	atoll	13	A	US	Core destroyed	416	flagoff	416	17	39	12	12,4	2	8.5	8	1	1	2	44	1	56	12	0	1
atoll_s13_A	atoll	13	A	US	Core destroyed	416	flagoff	416	17	265	172	14,0	1	6.5	8	2	2	2	244	0	-1	0	0	0
atoll_s13_B	atoll	13	B	OPP	Core destroyed	375	flagoff	375	169	24	6	3,12	1	6.5	8	2	2	2	369	0	-1	111	1	1
atoll_s13_B	atoll	13	B	OPP	Core destroyed	375	flagoff	375	169	232	176	5,13	5	8.5	8	1	1	2	199	0	-1	52	0	1
atoll_s14_A	atoll	14	A	US	Core destroyed	251	flagoff	251	22	21	6	13,4	2	4.5	8	2	2	2	3	1	9	0	0	0
atoll_s14_A	atoll	14	A	US	Core destroyed	251	flagoff	251	22	39	12	12,2	1	6.5	8	2	2	2	239	0	-1	19	0	1
atoll_s14_A	atoll	14	A	US	Core destroyed	251	flagoff	251	22	190	148	17,2	4	6.5	8	2	2	2	103	0	-1	1	0	1
atoll_s14_B	atoll	14	B	OPP	Core destroyed	256	flagoff	256	15	21	6	4,13	2	4.5	8	2	2	2	46	1	52	12	5	1
atoll_s15_A	atoll	15	A	US	Core destroyed	621	flagoff	621	97	28	8	13,5	5	8.5	8	1	1	2	2	1	10	1	0	1
atoll_s15_A	atoll	15	A	US	Core destroyed	621	flagoff	621	97	36	12	13,5	5	8.5	8	1	1	2	4	1	16	2	0	1
atoll_s15_A	atoll	15	A	US	Core destroyed	621	flagoff	621	97	690	361	15,6	9	12.5	8	0	0	2	1	1	362	1	0	1
atoll_s15_A	atoll	15	A	US	Core destroyed	621	flagoff	621	97	750	398	14,0	1	6.5	8	2	2	2	223	0	-1	0	0	0
atoll_s15_B	atoll	15	B	US	Core destroyed	164	flagoff	164	2	98	42	0,15	1	6.5	8	2	2	2	122	0	-1	0	0	0
drakkarfjord_s13_A	drakkarfjord	13	A	OPP	Core destroyed	357	flagoff	357	6	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s13_B	drakkarfjord	13	B	US	Core destroyed	192	flagoff	192	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s14_A	drakkarfjord	14	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	662	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s14_A	drakkarfjord	14	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	662	657	208	24,4	1	6.5	8	2	2	2	149	1	357	9	5	1
drakkarfjord_s14_A	drakkarfjord	14	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	662	1079	379	24,8	10	18.5	8	0	0	2	1	1	380	1	0	1
drakkarfjord_s14_A	drakkarfjord	14	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	662	1218	451	22,8	18	32.5	8	0	0	2	1	1	452	1	0	1
drakkarfjord_s14_A	drakkarfjord	14	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	662	1437	563	22,9	25	40.5	8	0	0	2	1	1	564	1	0	1
drakkarfjord_s14_A	drakkarfjord	14	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	662	1897	803	28,10	26	32.5	8	0	0	2	41	1	844	0	0	0
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	249	flagoff	249	7	15	9	6,20	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s14_B	drakkarfjord	14	B	US	Core destroyed	249	flagoff	249	7	290	194	2,22	1	6.5	8	2	2	2	30	1	224	2	1	1
