tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s16_A	atoll	16	A	OPP	Core destroyed	367	flagoff	8	4	7	16	-1	-1	53	0	0.0	7.547	4	0	7,9,16,12	367	0	14,2
atoll_s16_B	atoll	16	B	OPP	Core destroyed	128	flagoff	8	2	48	49	-1	-1	45	0	0.0	4.444	2	0	49,48	128	1	2,14
atoll_s17_A	atoll	17	A	OPP	Core destroyed	549	flagoff	8	6	7	63	-1	-1	170	17	0.1	3.529	6	0	43,63,7,9,16,12	549	0	14,2
atoll_s17_B	atoll	17	B	US	Core destroyed	158	flagoff	8	6	7	43	-1	-1	154	38	0.2468	3.896	6	0	39,43,36,7,8,21	158	1	2,14
atoll_s18_A	atoll	18	A	US	Core destroyed	370	flagoff	8	6	7	48	-1	-1	366	86	0.235	1.639	5	1	7,33,48,14,18,17	370	0	14,2
atoll_s18_B	atoll	18	B	OPP	Core destroyed	186	flagoff	8	5	8	35	-1	-1	118	51	0.4322	4.237	4	1	20,35,12,32,8	186	1	2,14
drakkarfjord_s16_A	drakkarfjord	16	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	10	132	-1	132	992	77	0.0776	0.806	6	2	10,11,31,132,33,43,36,40	1000	0	26,4
drakkarfjord_s16_B	drakkarfjord	16	B	US	Core destroyed	469	flagoff	8	8	10	46	46	46	461	0	0.0	1.735	7	1	40,36,46,33,21,14,11,10	469	1	2,24
drakkarfjord_s17_A	drakkarfjord	17	A	US	Core destroyed	191	flagoff	8	8	10	77	105	77	183	23	0.1257	4.372	7	1	10,11,31,77,33,43,36,40	191	0	26,4
drakkarfjord_s17_B	drakkarfjord	17	B	US	Core destroyed	171	flagoff	8	8	10	46	46	46	163	0	0.0	4.908	7	1	40,36,46,33,21,14,11,10	171	1	2,24
drakkarfjord_s18_A	drakkarfjord	18	A	OPP	Core destroyed	758	flagoff	8	2	10	11	-1	-1	105	0	0.0	1.905	1	1	10,11	758	0	26,4
