tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s70_A	atoll	70	A	OPP	Core destroyed	534	parent	534	12	53	18	16,1	2	4.5	8	2	2	2	516	0	-1	2	1	1
atoll_s70_B	atoll	70	B	OPP	Core destroyed	290	parent	290	6	20	6	4,13	2	4.5	8	2	2	2	3	1	9	1	0	1
atoll_s70_B	atoll	70	B	OPP	Core destroyed	290	parent	290	6	42	17	0,13	2	8.5	8	1	1	2	273	0	-1	2	2	1
atoll_s70_B	atoll	70	B	OPP	Core destroyed	290	parent	290	6	126	54	4,17	5	8.5	8	1	1	2	236	0	-1	1	0	1
atoll_s71_A	atoll	71	A	OPP	Core destroyed	417	parent	417	7	25	6	12,3	1	6.5	8	2	2	2	16	1	22	5	1	1
atoll_s71_B	atoll	71	B	OPP	Core destroyed	280	parent	280	6	22	6	4,13	2	4.5	8	2	2	2	13	1	19	4	1	1
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	802	22	17	5	12,4	2	8.5	8	1	1	2	4	1	9	1	1	1
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	802	22	46	19	13,0	2	8.5	8	1	1	2	783	0	-1	4	1	1
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	802	22	109	69	16,7	17	22.5	8	0	0	2	1	1	70	1	0	1
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	802	22	189	116	15,5	4	6.5	8	2	2	2	11	1	127	1	0	1
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	802	22	303	201	15,7	16	20.5	8	0	0	2	1	1	202	1	0	1
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	802	22	369	244	16,5	5	8.5	8	1	1	2	2	1	246	1	1	1
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	802	22	442	288	16,7	17	22.5	8	0	0	2	1	1	289	1	0	1
atoll_s72_A	atoll	72	A	US	Core destroyed	802	parent	802	22	515	332	12,6	10	18.5	8	0	0	2	1	1	333	1	0	1
atoll_s72_B	atoll	72	B	US	Core destroyed	212	parent	212	3	41	18	4,13	2	4.5	8	2	2	2	2	1	20	1	0	1
atoll_s72_B	atoll	72	B	US	Core destroyed	212	parent	212	3	121	92	5,14	4	6.5	8	2	2	2	120	0	-1	0	0	0
atoll_s72_B	atoll	72	B	US	Core destroyed	212	parent	212	3	132	104	1,12	2	8.5	8	1	1	2	108	0	-1	0	0	0
