tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s19_A	atoll	19	A	OPP	Core destroyed	877	v520	10	-1	-1	876	867	54	5	0.9377	0.0058	0	61	16	0.9296
atoll_s19_B	atoll	19	B	US	Core destroyed	181	v520	10	70	180	180	60	48	16	0.2	0.2667	1	60	59	0.0
atoll_s20_A	atoll	20	A	OPP	Core destroyed	244	v520	10	-1	-1	243	234	86	5	0.6325	0.0214	0	93	27	0.6026
atoll_s20_B	atoll	20	B	OPP	Core destroyed	413	v520	11	60	-1	412	49	18	4	0.6327	0.0816	1	49	4	0.0
atoll_s21_A	atoll	21	A	US	Core destroyed	232	v520	10	120	231	231	110	110	21	0.0	0.1909	1	110	110	0.0
atoll_s21_B	atoll	21	B	US	Core destroyed	405	v520	11	60	404	404	49	40	10	0.1837	0.2041	1	49	16	0.0
drakkarfjord_s19_A	drakkarfjord	19	A	US	Core destroyed	99	v520	14	37	98	98	23	18	7	0.2174	0.3043	1	23	19	0.0
drakkarfjord_s19_B	drakkarfjord	19	B	US	Titanium collected (tiebreak)	1000	v520	14	40	-1	999	26	23	10	0.1154	0.3846	1	26	25	0.0
drakkarfjord_s20_A	drakkarfjord	20	A	US	Core destroyed	92	v520	14	36	91	91	22	17	7	0.2273	0.3182	1	21	17	0.0455
drakkarfjord_s20_B	drakkarfjord	20	B	US	Core destroyed	147	v520	14	57	146	146	43	30	14	0.3023	0.3256	1	43	35	0.0
drakkarfjord_s21_A	drakkarfjord	21	A	US	Core destroyed	101	v520	14	45	100	100	31	26	8	0.1613	0.2581	1	31	21	0.0
drakkarfjord_s21_B	drakkarfjord	21	B	US	Core destroyed	440	v520	14	349	439	439	335	67	1	0.8	0.003	1	87	6	0.7403
glacierkeep_s19_A	glacierkeep	19	A	US	Core destroyed	110	v520	12	52	109	109	40	31	12	0.225	0.3	1	40	38	0.0
glacierkeep_s19_B	glacierkeep	19	B	US	Harvesters (tiebreak)	1000	v520	12	-1	-1	999	988	626	94	0.3664	0.0951	0	988	981	0.0
glacierkeep_s20_A	glacierkeep	20	A	US	Core destroyed	428	v520	12	105	427	427	93	74	46	0.2043	0.4946	1	93	84	0.0
glacierkeep_s20_B	glacierkeep	20	B	US	Titanium stored (tiebreak)	1000	v520	12	96	-1	999	84	57	7	0.3214	0.0833	1	84	66	0.0
glacierkeep_s21_A	glacierkeep	21	A	US	Core destroyed	165	v520	12	64	164	164	52	37	12	0.2885	0.2308	1	52	52	0.0
glacierkeep_s21_B	glacierkeep	21	B	US	Core destroyed	305	v520	12	196	304	304	184	144	15	0.2174	0.0815	1	184	138	0.0
midgard_s19_A	midgard	19	A	US	Core destroyed	245	v520	47	201	244	244	154	154	145	0.0	0.9416	1	154	154	0.0
midgard_s19_B	midgard	19	B	OPP	Core destroyed	253	v520	49	168	-1	252	119	118	111	0.0084	0.9328	1	119	114	0.0
midgard_s20_A	midgard	20	A	US	Core destroyed	193	v520	48	105	192	192	57	57	18	0.0	0.3158	1	57	19	0.0
midgard_s20_B	midgard	20	B	US	Core destroyed	267	v520	53	228	266	266	175	171	158	0.0229	0.9029	1	175	167	0.0
midgard_s21_A	midgard	21	A	US	Core destroyed	689	v520	49	264	688	688	215	215	203	0.0	0.9442	1	215	214	0.0
midgard_s21_B	midgard	21	B	US	Core destroyed	437	v520	51	224	436	436	173	173	165	0.0	0.9538	1	173	169	0.0
nordkap_s19_A	nordkap	19	A	OPP	Core destroyed	410	v520	8	-1	-1	409	402	184	79	0.5423	0.1965	0	204	132	0.4925
nordkap_s19_B	nordkap	19	B	US	Core destroyed	318	v520	10	56	317	317	46	42	27	0.087	0.587	1	46	45	0.0
nordkap_s20_A	nordkap	20	A	US	Core destroyed	333	v520	8	289	332	332	281	146	23	0.4804	0.0819	1	183	102	0.3488
nordkap_s20_B	nordkap	20	B	US	Core destroyed	373	v520	12	317	372	372	305	294	138	0.0361	0.4525	1	303	292	0.0066
nordkap_s21_A	nordkap	21	A	US	Core destroyed	117	v520	8	48	116	116	40	32	14	0.2	0.35	1	40	39	0.0
nordkap_s21_B	nordkap	21	B	OPP	Core destroyed	391	v520	8	-1	-1	390	383	72	23	0.812	0.0601	0	83	63	0.7833
yulerune_s19_A	yulerune	19	A	OPP	Core destroyed	153	v520	27	-1	-1	152	126	126	122	0.0	0.9683	0	126	125	0.0
yulerune_s19_B	yulerune	19	B	OPP	Core destroyed	307	v520	29	-1	-1	306	278	161	79	0.4209	0.2842	0	173	87	0.3777
yulerune_s20_A	yulerune	20	A	US	Core destroyed	602	v520	29	546	601	601	517	515	489	0.0039	0.9458	1	517	511	0.0
yulerune_s20_B	yulerune	20	B	OPP	Core destroyed	399	v520	29	-1	-1	398	370	125	110	0.6622	0.2973	0	126	119	0.6595
yulerune_s21_A	yulerune	21	A	OPP	Core destroyed	357	v520	29	-1	-1	356	328	328	318	0.0	0.9695	0	328	328	0.0
yulerune_s21_B	yulerune	21	B	OPP	Core destroyed	317	v520	31	-1	-1	316	286	285	279	0.0035	0.9755	0	286	282	0.0
