tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s7_A	atoll	7	A	US	Core destroyed	175	v520	175	107	30	9	13,5	5	8.5	8	1	1	2	166	0	-1	70	0	1
atoll_s7_A	atoll	7	A	US	Core destroyed	175	v520	175	107	108	42	13,0	2	8.5	8	1	1	2	133	0	-1	33	0	1
atoll_s7_B	atoll	7	B	US	Core destroyed	147	v520	147	9	32	10	4,13	2	4.5	8	2	2	2	4	1	14	2	0	1
atoll_s7_B	atoll	7	B	US	Core destroyed	147	v520	147	9	43	15	5,14	4	6.5	8	2	2	2	132	0	-1	3	0	1
atoll_s7_B	atoll	7	B	US	Core destroyed	147	v520	147	9	117	59	0,15	1	6.5	8	2	2	2	88	0	-1	0	0	0
atoll_s8_A	atoll	8	A	OPP	Core destroyed	398	v520	398	21	33	10	12,4	2	8.5	8	1	1	2	388	0	-1	17	0	1
atoll_s8_B	atoll	8	B	OPP	Core destroyed	542	v520	542	37	31	10	5,13	5	8.5	8	1	1	2	8	1	18	5	0	1
atoll_s8_B	atoll	8	B	OPP	Core destroyed	542	v520	542	37	50	20	3,12	1	6.5	8	2	2	2	78	1	98	16	0	1
atoll_s8_B	atoll	8	B	OPP	Core destroyed	542	v520	542	37	223	172	7,10	25	40.5	8	0	0	2	4	1	176	1	0	1
atoll_s8_B	atoll	8	B	OPP	Core destroyed	542	v520	542	37	645	518	8,16	26	32.5	8	0	0	2	4	1	522	1	0	1
atoll_s9_A	atoll	9	A	US	Core destroyed	138	v520	138	11	33	10	12,4	2	8.5	8	1	1	2	128	0	-1	7	1	1
atoll_s9_A	atoll	9	A	US	Core destroyed	138	v520	138	11	82	36	14,0	1	6.5	8	2	2	2	102	0	-1	0	0	0
atoll_s9_B	atoll	9	B	OPP	Core destroyed	223	v520	223	39	28	10	4,13	2	4.5	8	2	2	2	7	1	17	1	0	1
atoll_s9_B	atoll	9	B	OPP	Core destroyed	223	v520	223	39	46	18	2,12	1	6.5	8	2	2	2	205	0	-1	34	0	1
