tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s25_A	atoll	25	A	US	Core destroyed	197	flagoff	197	4	27	8	13,5	5	8.5	8	1	1	2	3	1	11	1	0	1
atoll_s25_A	atoll	25	A	US	Core destroyed	197	flagoff	197	4	44	19	16,5	5	8.5	8	1	1	2	178	0	-1	1	0	1
atoll_s25_B	atoll	25	B	US	Core destroyed	196	flagoff	196	30	23	6	3,12	1	6.5	8	2	2	2	190	0	-1	28	1	1
atoll_s26_A	atoll	26	A	OPP	Core destroyed	735	flagoff	735	192	27	8	14,5	4	6.5	8	2	2	2	2	1	10	1	1	1
atoll_s26_A	atoll	26	A	OPP	Core destroyed	735	flagoff	735	192	39	12	12,4	2	8.5	8	1	1	2	723	0	-1	188	0	1
atoll_s26_B	atoll	26	B	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	188	21	5	4,12	2	8.5	8	1	1	2	995	0	-1	185	0	1
atoll_s27_A	atoll	27	A	US	Core destroyed	510	flagoff	510	11	22	6	13,4	2	4.5	8	2	2	2	5	1	11	2	0	1
atoll_s27_A	atoll	27	A	US	Core destroyed	510	flagoff	510	11	41	12	13,4	2	4.5	8	2	2	2	3	1	15	0	0	0
atoll_s27_A	atoll	27	A	US	Core destroyed	510	flagoff	510	11	50	16	12,3	1	6.5	8	2	2	2	494	0	-1	3	0	1
atoll_s27_A	atoll	27	A	US	Core destroyed	510	flagoff	510	11	169	122	10,5	13	26.5	8	0	0	2	1	1	123	1	0	1
atoll_s27_B	atoll	27	B	OPP	Titanium collected (tiebreak)	1000	flagoff	1000	12	140	70	0,14	1	6.5	8	2	2	2	930	0	-1	4	4	1
drakkarfjord_s25_A	drakkarfjord	25	A	OPP	Core destroyed	722	flagoff	722	78	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s25_B	drakkarfjord	25	B	OPP	Core destroyed	440	flagoff	440	9	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s25_B	drakkarfjord	25	B	OPP	Core destroyed	440	flagoff	440	9	986	332	1,22	2	8.5	8	1	1	2	108	0	-1	0	0	0
drakkarfjord_s26_A	drakkarfjord	26	A	OPP	Core destroyed	540	flagoff	540	267	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s26_A	drakkarfjord	26	A	OPP	Core destroyed	540	flagoff	540	267	617	215	22,8	18	32.5	8	0	0	2	41	1	256	0	0	0
drakkarfjord_s26_B	drakkarfjord	26	B	US	Core destroyed	148	flagoff	148	5	15	9	6,20	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s27_A	drakkarfjord	27	A	US	Core destroyed	132	flagoff	132	5	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
