tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s76_A	atoll	76	A	US	Core destroyed	796	v520	8	7	12	224	-1	-1	413	30	0.0726	1.695	7	0	72,61,12,57,217,224,220	796	0	14,2
atoll_s76_B	atoll	76	B	US	Core destroyed	184	v520	8	7	12	44	-1	-1	176	71	0.4034	3.977	6	1	16,38,18,44,14,12,14	184	1	2,14
atoll_s77_A	atoll	77	A	OPP	Core destroyed	149	v520	8	3	12	13	-1	-1	42	16	0.381	7.143	3	0	13,12,13	149	0	14,2
atoll_s77_B	atoll	77	B	OPP	Core destroyed	336	v520	8	5	10	58	-1	-1	328	139	0.4238	1.524	4	1	10,58,24,14,17	336	1	2,14
atoll_s78_A	atoll	78	A	OPP	Core destroyed	406	v520	8	4	12	101	-1	-1	80	22	0.275	5.0	2	2	13,12,41,101	406	0	14,2
atoll_s78_B	atoll	78	B	OPP	Core destroyed	188	v520	8	6	12	57	-1	-1	180	13	0.0722	3.333	5	1	18,57,54,12,15,13	188	1	2,14
drakkarfjord_s76_A	drakkarfjord	76	A	US	Core destroyed	100	v520	8	8	14	32	40	32	88	87	0.9886	9.091	6	2	14,15,20,22,29,26,32,29	100	0	26,4
drakkarfjord_s76_B	drakkarfjord	76	B	US	Core destroyed	98	v520	8	8	14	36	36	36	86	84	0.9767	9.302	6	2	20,22,14,25,15,29,36,32	98	1	2,24
drakkarfjord_s77_A	drakkarfjord	77	A	US	Core destroyed	88	v520	8	8	14	31	31	31	76	75	0.9868	10.526	7	1	14,15,26,22,28,26,31,29	88	0	26,4
drakkarfjord_s77_B	drakkarfjord	77	B	US	Core destroyed	140	v520	8	8	14	45	-1	45	128	7	0.0547	6.25	7	1	45,40,14,41,15,34,27,31	140	1	2,24
drakkarfjord_s78_A	drakkarfjord	78	A	US	Core destroyed	106	v520	8	8	14	30	30	30	94	93	0.9894	8.511	6	2	14,15,20,26,22,30,25,29	106	0	26,4
drakkarfjord_s78_B	drakkarfjord	78	B	US	Core destroyed	114	v520	8	8	14	29	29	29	102	101	0.9902	7.843	7	1	24,26,15,29,14,28,18,25	114	1	2,24
glacierkeep_s76_A	glacierkeep	76	A	US	Core destroyed	138	v520	8	8	12	28	43	28	128	69	0.5391	6.25	6	2	13,12,13,16,14,20,28,24	138	0	14,26
glacierkeep_s76_B	glacierkeep	76	B	OPP	Titanium collected (tiebreak)	1000	v520	8	8	12	25	25	25	721	390	0.5409	1.11	6	2	14,13,13,17,12,25,16,23	1000	1	14,2
glacierkeep_s77_A	glacierkeep	77	A	US	Core destroyed	110	v520	8	8	12	28	28	28	100	99	0.99	8.0	6	2	13,12,13,16,14,20,28,23	110	0	14,26
glacierkeep_s77_B	glacierkeep	77	B	US	Core destroyed	353	v520	8	8	12	21	212	21	343	342	0.9971	2.332	5	3	14,13,13,17,12,21,15,16	353	1	14,2
glacierkeep_s78_A	glacierkeep	78	A	US	Core destroyed	347	v520	8	8	12	28	81	28	272	215	0.7904	2.941	5	3	13,12,13,15,14,16,28,22	347	0	14,26
glacierkeep_s78_B	glacierkeep	78	B	US	Core destroyed	316	v520	8	8	12	72	72	72	306	305	0.9967	2.614	6	2	72,15,13,14,12,19,15,16	316	1	14,2
midgard_s76_A	midgard	76	A	US	Titanium collected (tiebreak)	1000	v520	8	6	49	401	-1	-1	959	680	0.7091	0.626	6	0	49,53,64,401,392,398	1000	0	26,26
midgard_s76_B	midgard	76	B	US	Core destroyed	177	v520	8	6	53	78	-1	-1	135	132	0.9778	4.444	6	0	61,60,58,53,73,78	177	1	2,2
midgard_s77_A	midgard	77	A	US	Core destroyed	529	v520	8	6	49	104	-1	-1	488	139	0.2848	1.23	6	0	49,104,53,85,78,82	529	0	26,26
midgard_s77_B	midgard	77	B	US	Core destroyed	437	v520	8	6	52	109	-1	-1	393	386	0.9822	1.527	6	0	73,86,66,64,109,52	437	1	2,2
midgard_s78_A	midgard	78	A	OPP	Core destroyed	269	v520	8	7	52	91	-1	-1	225	221	0.9822	3.111	5	2	52,83,56,91,65,58,64	269	0	26,26
midgard_s78_B	midgard	78	B	OPP	Core destroyed	361	v520	8	6	52	78	-1	-1	318	312	0.9811	1.887	6	0	60,64,57,52,78,64	361	1	2,2
nordkap_s76_A	nordkap	76	A	US	Core destroyed	108	v520	8	8	8	29	42	29	102	101	0.9902	7.843	5	3	9,8,9,12,10,13,29,19	108	0	9,18
nordkap_s76_B	nordkap	76	B	US	Core destroyed	468	v520	8	8	8	105	-1	105	356	164	0.4607	2.247	6	2	11,10,63,33,11,105,8,9	468	1	9,6
nordkap_s77_A	nordkap	77	A	OPP	Core destroyed	301	v520	8	8	8	48	48	48	295	294	0.9966	2.712	5	3	9,8,9,12,10,16,48,19	301	0	9,18
nordkap_s77_B	nordkap	77	B	US	Core destroyed	133	v520	8	8	13	51	51	51	127	126	0.9921	6.299	8	0	13,14,42,15,19,51,30,34	133	1	9,6
nordkap_s78_A	nordkap	78	A	US	Core destroyed	173	v520	8	8	8	41	41	41	167	166	0.994	4.79	6	2	9,8,9,15,10,41,39,40	173	0	9,18
nordkap_s78_B	nordkap	78	B	US	Core destroyed	177	v520	8	8	13	68	68	68	171	170	0.9942	4.678	7	1	13,14,66,15,32,68,45,49	177	1	9,6
yulerune_s76_A	yulerune	76	A	OPP	Titanium collected (tiebreak)	1000	v520	8	5	31	47	-1	-1	976	973	0.9969	0.512	5	0	31,40,37,40,47	1000	0	16,9
yulerune_s76_B	yulerune	76	B	OPP	Core destroyed	252	v520	8	6	32	59	-1	-1	46	39	0.8478	13.043	6	0	44,40,48,59,32,35	252	1	2,9
yulerune_s77_A	yulerune	77	A	OPP	Core destroyed	253	v520	8	5	37	48	-1	-1	228	222	0.9737	2.193	5	0	40,37,39,46,48	253	0	16,9
yulerune_s77_B	yulerune	77	B	OPP	Core destroyed	545	v520	8	7	34	65	-1	-1	520	519	0.9981	1.346	6	1	42,44,65,40,52,36,34	545	1	2,9
yulerune_s78_A	yulerune	78	A	US	Titanium collected (tiebreak)	1000	v520	8	5	35	49	-1	-1	975	971	0.9959	0.513	5	0	37,35,39,38,49	1000	0	16,9
yulerune_s78_B	yulerune	78	B	OPP	Core destroyed	229	v520	8	6	35	50	-1	-1	105	75	0.7143	5.714	6	0	47,39,50,40,39,35	229	1	2,9
