tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s22_A	atoll	22	A	US	Core destroyed	337	flagoff	8	5	7	307	-1	-1	204	3	0.0147	2.451	4	1	194,43,7,307,9	337	0	14,2
atoll_s22_B	atoll	22	B	OPP	Core destroyed	206	flagoff	8	7	7	59	-1	-1	95	24	0.2526	7.368	6	1	55,59,9,42,7,21,26	206	1	2,14
atoll_s23_A	atoll	23	A	US	Titanium collected (tiebreak)	1000	flagoff	8	5	7	123	-1	-1	244	6	0.0246	2.049	4	1	10,123,7,77,73	1000	0	14,2
atoll_s23_B	atoll	23	B	US	Core destroyed	600	flagoff	8	8	7	420	-1	420	309	199	0.644	2.589	7	1	51,55,9,30,7,420,17,22	600	1	2,14
atoll_s24_A	atoll	24	A	US	Core destroyed	161	flagoff	8	8	8	69	69	69	157	77	0.4904	5.096	7	1	13,8,61,42,69,44,52,47	161	0	14,2
atoll_s24_B	atoll	24	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	5	7	61	-1	-1	374	32	0.0856	1.337	4	1	61,26,7,8,9	1000	1	2,14
drakkarfjord_s22_A	drakkarfjord	22	A	US	Core destroyed	513	flagoff	8	4	10	338	-1	-1	206	17	0.0825	1.942	2	2	10,11,338,104	513	0	26,4
drakkarfjord_s22_B	drakkarfjord	22	B	US	Core destroyed	163	flagoff	8	8	10	46	46	46	155	0	0.0	5.161	7	1	40,36,46,33,21,14,11,10	163	1	2,24
drakkarfjord_s23_A	drakkarfjord	23	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	10	37	42	37	268	104	0.3881	2.985	7	1	10,11,37,18,33,22,30,26	1000	0	26,4
drakkarfjord_s23_B	drakkarfjord	23	B	OPP	Core destroyed	308	flagoff	8	3	10	14	-1	-1	47	0	0.0	6.383	2	1	14,11,10	308	1	2,24
drakkarfjord_s24_A	drakkarfjord	24	A	US	Core destroyed	496	flagoff	8	8	10	74	170	74	488	37	0.0758	1.639	7	1	10,11,31,74,33,43,36,40	496	0	26,4
drakkarfjord_s24_B	drakkarfjord	24	B	US	Core destroyed	997	flagoff	8	8	10	70	179	70	202	0	0.0	3.96	7	1	64,66,29,70,58,14,11,10	997	1	2,24
glacierkeep_s22_A	glacierkeep	22	A	US	Core destroyed	313	flagoff	8	8	9	60	-1	60	297	169	0.569	2.694	7	1	43,57,18,60,17,10,14,9	313	0	14,26
glacierkeep_s22_B	glacierkeep	22	B	US	Core destroyed	245	flagoff	8	8	9	36	49	36	239	66	0.2762	3.347	8	0	36,32,14,29,9,25,10,22	245	1	14,2
glacierkeep_s23_A	glacierkeep	23	A	US	Core destroyed	128	flagoff	8	8	9	47	47	47	122	36	0.2951	6.557	8	0	42,44,27,47,17,10,14,9	128	0	14,26
glacierkeep_s23_B	glacierkeep	23	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	41	46	41	994	89	0.0895	0.805	8	0	33,29,41,26,9,22,10,19	1000	1	14,2
glacierkeep_s24_A	glacierkeep	24	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	44	44	44	994	969	0.9748	0.805	8	0	39,41,29,44,17,10,14,9	1000	0	14,26
glacierkeep_s24_B	glacierkeep	24	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	45	61	45	748	56	0.0749	1.07	8	0	33,35,20,38,9,42,10,45	1000	1	14,2
midgard_s22_A	midgard	22	A	US	Core destroyed	362	flagoff	8	6	53	84	-1	-1	320	316	0.9875	1.875	6	0	53,84,57,63,70,66	362	0	26,26
midgard_s22_B	midgard	22	B	US	Core destroyed	191	flagoff	8	6	54	77	-1	-1	144	143	0.9931	4.167	6	0	61,54,64,68,77,54	191	1	2,2
midgard_s23_A	midgard	23	A	US	Core destroyed	256	flagoff	8	6	59	100	-1	-1	204	195	0.9559	2.941	6	0	100,96,89,90,59,86	256	0	26,26
midgard_s23_B	midgard	23	B	US	Core destroyed	292	flagoff	8	7	56	96	-1	-1	241	238	0.9876	2.905	5	2	70,72,68,96,60,85,56	292	1	2,2
midgard_s24_A	midgard	24	A	OPP	Core destroyed	135	flagoff	8	5	49	66	-1	-1	93	89	0.957	5.376	5	0	49,53,59,66,62	135	0	26,26
midgard_s24_B	midgard	24	B	US	Core destroyed	192	flagoff	8	6	57	86	-1	-1	147	143	0.9728	4.082	6	0	68,72,65,57,86,73	192	1	2,2
nordkap_s22_A	nordkap	22	A	OPP	Core destroyed	877	flagoff	8	8	5	97	-1	97	875	416	0.4754	0.914	7	1	22,18,29,15,51,6,97,5	877	0	9,18
nordkap_s22_B	nordkap	22	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	4	34	-1	-1	419	225	0.537	1.671	5	2	16,15,5,20,4,34,26	1000	1	9,6
nordkap_s23_A	nordkap	23	A	OPP	Core destroyed	182	flagoff	8	6	5	161	-1	-1	119	67	0.563	5.042	6	0	22,18,161,5,15,6	182	0	9,18
nordkap_s23_B	nordkap	23	B	OPP	Core destroyed	370	flagoff	8	5	5	30	-1	-1	335	89	0.2657	1.493	5	0	30,25,26,5,6	370	1	9,6
nordkap_s24_A	nordkap	24	A	US	Core destroyed	280	flagoff	8	7	5	104	-1	-1	278	266	0.9568	2.518	6	1	24,31,21,35,104,6,5	280	0	9,18
nordkap_s24_B	nordkap	24	B	US	Core destroyed	189	flagoff	8	7	5	56	-1	-1	187	171	0.9144	3.743	6	1	16,18,10,5,41,6,56	189	1	9,6
yulerune_s22_A	yulerune	22	A	US	Core destroyed	216	flagoff	8	6	36	56	-1	-1	191	184	0.9634	3.141	6	0	36,42,56,46,53,49	216	0	16,9
yulerune_s22_B	yulerune	22	B	OPP	Core destroyed	180	flagoff	8	7	39	112	-1	-1	155	145	0.9355	4.516	5	2	44,48,112,49,96,45,39	180	1	2,9
yulerune_s23_A	yulerune	23	A	US	Core destroyed	533	flagoff	8	5	37	48	-1	-1	508	501	0.9862	0.984	5	0	39,45,37,40,48	533	0	16,9
yulerune_s23_B	yulerune	23	B	US	Core destroyed	172	flagoff	8	7	31	82	-1	-1	150	136	0.9067	4.667	6	1	42,45,82,42,71,38,31	172	1	2,9
yulerune_s24_A	yulerune	24	A	OPP	Core destroyed	177	flagoff	8	5	36	56	-1	-1	155	146	0.9419	3.226	5	0	36,44,56,53,47	177	0	16,9
yulerune_s24_B	yulerune	24	B	OPP	Core destroyed	256	flagoff	8	6	35	84	-1	-1	94	49	0.5213	6.383	6	0	42,47,84,42,35,38	256	1	2,9
