tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s49_A	atoll	49	A	OPP	Core destroyed	189	flagoff	6	-1	-1	188	183	48	4	0.7377	0.0219	0	85	6	0.5355
atoll_s49_B	atoll	49	B	US	Core destroyed	208	flagoff	6	116	207	207	110	99	35	0.1	0.3182	1	107	49	0.0273
atoll_s50_A	atoll	50	A	OPP	Core destroyed	879	flagoff	7	-1	-1	878	872	59	2	0.9323	0.0023	0	77	5	0.9117
atoll_s50_B	atoll	50	B	OPP	Core destroyed	310	flagoff	6	-1	-1	309	304	140	0	0.5395	0.0	0	159	0	0.477
atoll_s51_A	atoll	51	A	US	Core destroyed	413	flagoff	7	357	412	412	350	64	2	0.8171	0.0057	1	89	5	0.7457
atoll_s51_B	atoll	51	B	OPP	Core destroyed	186	flagoff	7	100	-1	185	93	77	26	0.172	0.2796	1	93	42	0.0
drakkarfjord_s49_A	drakkarfjord	49	A	US	Core destroyed	249	flagoff	10	132	248	248	122	67	3	0.4508	0.0246	1	106	6	0.1311
drakkarfjord_s49_B	drakkarfjord	49	B	US	Core destroyed	123	flagoff	10	67	122	122	57	28	0	0.5088	0.0	1	57	0	0.0
drakkarfjord_s50_A	drakkarfjord	50	A	OPP	Core destroyed	437	flagoff	10	-1	-1	436	427	35	0	0.918	0.0	0	88	0	0.7939
drakkarfjord_s50_B	drakkarfjord	50	B	US	Core destroyed	144	flagoff	10	70	143	143	60	32	0	0.4667	0.0	1	60	0	0.0
drakkarfjord_s51_A	drakkarfjord	51	A	OPP	Titanium collected (tiebreak)	1000	flagoff	10	-1	-1	999	990	53	0	0.9465	0.0	0	70	0	0.9293
drakkarfjord_s51_B	drakkarfjord	51	B	US	Core destroyed	997	flagoff	10	69	996	996	59	43	0	0.2712	0.0	1	57	0	0.0339
glacierkeep_s49_A	glacierkeep	49	A	US	Core destroyed	112	flagoff	8	56	111	111	48	32	5	0.3333	0.1042	1	48	20	0.0
glacierkeep_s49_B	glacierkeep	49	B	US	Core destroyed	565	flagoff	8	68	564	564	60	47	7	0.2167	0.1167	1	60	32	0.0
glacierkeep_s50_A	glacierkeep	50	A	US	Core destroyed	380	flagoff	8	320	379	379	312	89	0	0.7147	0.0	1	117	0	0.625
glacierkeep_s50_B	glacierkeep	50	B	US	Core destroyed	185	flagoff	8	84	184	184	76	56	4	0.2632	0.0526	1	76	39	0.0
glacierkeep_s51_A	glacierkeep	51	A	US	Core destroyed	201	flagoff	8	80	200	200	72	48	6	0.3333	0.0833	1	72	42	0.0
glacierkeep_s51_B	glacierkeep	51	B	US	Titanium collected (tiebreak)	1000	flagoff	8	66	-1	999	58	47	10	0.1897	0.1724	1	58	25	0.0
midgard_s49_A	midgard	49	A	OPP	Core destroyed	153	flagoff	48	52	-1	152	4	4	0	0.0	0.0	1	4	0	0.0
midgard_s49_B	midgard	49	B	OPP	Core destroyed	277	flagoff	55	-1	-1	276	222	33	9	0.8514	0.0405	0	39	19	0.8243
midgard_s50_A	midgard	50	A	OPP	Core destroyed	297	flagoff	53	248	-1	296	195	192	182	0.0154	0.9333	1	195	191	0.0
midgard_s50_B	midgard	50	B	US	Core destroyed	257	flagoff	53	200	256	256	147	147	146	0.0	0.9932	1	147	147	0.0
midgard_s51_A	midgard	51	A	US	Titanium collected (tiebreak)	1000	flagoff	50	-1	-1	999	950	950	938	0.0	0.9874	0	950	950	0.0
midgard_s51_B	midgard	51	B	US	Core destroyed	176	flagoff	51	120	175	175	69	68	61	0.0145	0.8841	1	69	63	0.0
nordkap_s49_A	nordkap	49	A	OPP	Core destroyed	226	flagoff	4	-1	-1	225	222	73	4	0.6712	0.018	0	84	11	0.6216
nordkap_s49_B	nordkap	49	B	US	Core destroyed	481	flagoff	4	128	480	480	124	117	24	0.0565	0.1935	1	124	56	0.0
nordkap_s50_A	nordkap	50	A	OPP	Core destroyed	837	flagoff	4	221	-1	836	217	205	117	0.0553	0.5392	1	214	134	0.0138
nordkap_s50_B	nordkap	50	B	US	Titanium collected (tiebreak)	1000	flagoff	4	-1	-1	999	996	988	135	0.008	0.1355	0	996	972	0.0
nordkap_s51_A	nordkap	51	A	OPP	Core destroyed	519	flagoff	4	-1	-1	518	515	135	11	0.7379	0.0214	0	172	23	0.666
nordkap_s51_B	nordkap	51	B	US	Core destroyed	180	flagoff	4	124	179	179	120	114	21	0.05	0.175	1	120	101	0.0
yulerune_s49_A	yulerune	49	A	OPP	Core destroyed	193	flagoff	30	-1	-1	192	163	161	154	0.0123	0.9448	0	163	158	0.0
yulerune_s49_B	yulerune	49	B	OPP	Core destroyed	357	flagoff	31	-1	-1	356	326	134	67	0.589	0.2055	0	140	80	0.5706
yulerune_s50_A	yulerune	50	A	OPP	Core destroyed	197	flagoff	34	-1	-1	196	163	161	41	0.0123	0.2515	0	163	98	0.0
yulerune_s50_B	yulerune	50	B	OPP	Core destroyed	545	flagoff	29	-1	-1	544	516	514	505	0.0039	0.9787	0	516	514	0.0
yulerune_s51_A	yulerune	51	A	US	Core destroyed	252	flagoff	33	196	251	251	163	163	152	0.0	0.9325	1	163	162	0.0
yulerune_s51_B	yulerune	51	B	OPP	Core destroyed	281	flagoff	27	-1	-1	280	254	118	99	0.5354	0.3898	0	121	100	0.5236
