tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s49_A	atoll	49	A	OPP	Titanium collected (tiebreak)	1000	v520	1000	4	41	13	12,2	1	6.5	8	2	2	2	61	1	74	0	0	0
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	31	10	4,13	2	4.5	8	2	2	2	209	1	219	74	2	1
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	216	140	5,13	5	8.5	8	1	1	2	4	1	144	0	0	0
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	383	267	7,10	25	40.5	8	0	0	2	4	1	271	1	0	1
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	484	330	8,12	26	36.5	8	0	0	2	2	1	332	0	0	0
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	920	406	509	347	7,17	20	26.5	8	0	0	2	34	1	381	1	0	1
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	26	9	12,4	2	8.5	8	1	1	2	6	1	15	2	0	1
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	42	16	12,4	2	8.5	8	1	1	2	3	1	19	0	0	0
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	77	36	13,0	2	8.5	8	1	1	2	352	0	-1	0	0	0
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	89	48	16,5	5	8.5	8	1	1	2	117	1	165	3	0	1
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	223	280	10,2	9	20.5	8	0	0	2	4	1	284	1	0	1
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	388	21	263	324	11,4	5	14.5	8	0	0	2	4	1	328	1	0	1
atoll_s50_B	atoll	50	B	US	Core destroyed	177	v520	177	4	76	35	4,17	5	8.5	8	1	1	2	142	0	-1	0	0	0
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	376	82	34	10	12,4	2	8.5	8	1	1	2	3	1	13	2	0	1
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	376	82	41	14	14,0	1	6.5	8	2	2	2	362	0	-1	1	1	1
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	376	82	42	14	15,5	4	6.5	8	2	2	2	269	1	283	73	17	1
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	376	82	130	74	12,6	10	18.5	8	0	0	2	4	1	78	1	0	1
atoll_s51_B	atoll	51	B	US	Core destroyed	207	v520	207	98	27	9	5,13	5	8.5	8	1	1	2	19	1	28	7	0	1
atoll_s51_B	atoll	51	B	US	Core destroyed	207	v520	207	98	68	30	2,12	1	6.5	8	2	2	2	177	0	-1	72	1	1
atoll_s51_B	atoll	51	B	US	Core destroyed	207	v520	207	98	143	74	5,15	4	6.5	8	2	2	2	133	0	-1	15	0	1
