tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s43_A	atoll	43	A	OPP	Core destroyed	388	parent	388	46	21	6	14,5	4	6.5	8	2	2	2	3	1	9	2	1	1
atoll_s43_A	atoll	43	A	OPP	Core destroyed	388	parent	388	46	40	13	12,3	1	6.5	8	2	2	2	375	0	-1	42	1	1
atoll_s43_B	atoll	43	B	US	Core destroyed	304	parent	304	10	161	85	4,17	5	8.5	8	1	1	2	219	0	-1	1	0	1
atoll_s43_B	atoll	43	B	US	Core destroyed	304	parent	304	10	258	166	7,10	25	40.5	8	0	0	2	1	1	167	1	0	1
atoll_s43_B	atoll	43	B	US	Core destroyed	304	parent	304	10	288	188	6,12	10	18.5	8	0	0	2	1	1	189	1	0	1
atoll_s44_A	atoll	44	A	OPP	Harvesters (tiebreak)	1000	parent	1000	213	22	6	14,5	4	6.5	8	2	2	2	53	1	59	22	0	1
atoll_s44_A	atoll	44	A	OPP	Harvesters (tiebreak)	1000	parent	1000	213	362	258	10,5	13	26.5	8	0	0	2	1	1	259	1	0	1
atoll_s44_A	atoll	44	A	OPP	Harvesters (tiebreak)	1000	parent	1000	213	398	292	9,2	16	30.5	8	0	0	2	2	1	294	0	0	0
atoll_s44_B	atoll	44	B	US	Core destroyed	158	parent	158	3	41	18	4,13	2	4.5	8	2	2	2	2	1	20	1	0	1
atoll_s44_B	atoll	44	B	US	Core destroyed	158	parent	158	3	89	54	5,14	4	6.5	8	2	2	2	104	0	-1	0	0	0
atoll_s45_A	atoll	45	A	US	Titanium collected (tiebreak)	1000	parent	1000	1074	53	18	16,1	2	4.5	8	2	2	2	982	0	-1	3	2	1
atoll_s45_A	atoll	45	A	US	Titanium collected (tiebreak)	1000	parent	1000	1074	584	328	10,7	25	40.5	8	0	0	2	1	1	329	1	0	1
atoll_s45_A	atoll	45	A	US	Titanium collected (tiebreak)	1000	parent	1000	1074	711	440	12,5	5	12.5	8	0	0	2	3	1	443	0	0	0
atoll_s45_A	atoll	45	A	US	Titanium collected (tiebreak)	1000	parent	1000	1074	727	454	8,0	26	48.5	8	0	0	2	1	1	455	1	0	1
atoll_s45_B	atoll	45	B	OPP	Core destroyed	334	parent	334	49	21	6	4,13	2	4.5	8	2	2	2	328	0	-1	45	5	1
drakkarfjord_s43_A	drakkarfjord	43	A	OPP	Core destroyed	611	parent	611	125	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s43_A	drakkarfjord	43	A	OPP	Core destroyed	611	parent	611	125	842	280	22,8	18	32.5	8	0	0	2	1	1	281	1	0	1
drakkarfjord_s43_A	drakkarfjord	43	A	OPP	Core destroyed	611	parent	611	125	1495	486	23,8	13	24.5	8	0	0	2	7	1	493	1	0	1
drakkarfjord_s43_B	drakkarfjord	43	B	US	Core destroyed	137	parent	137	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s44_A	drakkarfjord	44	A	US	Core destroyed	205	parent	205	46	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s44_A	drakkarfjord	44	A	US	Core destroyed	205	parent	205	46	93	39	27,7	4	6.5	8	2	2	2	166	0	-1	21	0	1
drakkarfjord_s44_A	drakkarfjord	44	A	US	Core destroyed	205	parent	205	46	242	133	24,4	1	6.5	8	2	2	2	72	0	-1	20	0	1
drakkarfjord_s44_B	drakkarfjord	44	B	US	Core destroyed	997	parent	997	36	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s44_B	drakkarfjord	44	B	US	Core destroyed	997	parent	997	36	763	912	5,25	4	6.5	8	2	2	2	85	0	-1	1	0	1
drakkarfjord_s45_A	drakkarfjord	45	A	US	Core destroyed	429	parent	429	19	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s45_A	drakkarfjord	45	A	US	Core destroyed	429	parent	429	19	639	267	24,4	1	6.5	8	2	2	2	49	1	316	10	3	1
drakkarfjord_s45_B	drakkarfjord	45	B	US	Core destroyed	163	parent	163	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
glacierkeep_s43_A	glacierkeep	43	A	OPP	Core destroyed	680	parent	680	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s43_B	glacierkeep	43	B	US	Core destroyed	309	parent	309	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s44_A	glacierkeep	44	A	US	Core destroyed	147	parent	147	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s44_B	glacierkeep	44	B	US	Core destroyed	237	parent	237	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s45_A	glacierkeep	45	A	US	Core destroyed	349	parent	349	8	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s45_A	glacierkeep	45	A	US	Core destroyed	349	parent	349	8	132	192	12,27	1	6.5	8	2	2	2	157	0	-1	4	1	1
glacierkeep_s45_B	glacierkeep	45	B	US	Core destroyed	185	parent	185	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s45_B	glacierkeep	45	B	US	Core destroyed	185	parent	185	4	110	69	15,0	1	6.5	8	2	2	2	116	0	-1	0	0	0
nordkap_s43_A	nordkap	43	A	US	Core destroyed	913	parent	913	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s43_A	nordkap	43	A	US	Core destroyed	913	parent	913	2	29	10	12,19	4	6.5	8	2	2	2	2	1	12	0	0	0
nordkap_s43_A	nordkap	43	A	US	Core destroyed	913	parent	913	2	248	840	7,20	2	8.5	8	1	1	2	73	0	-1	0	0	0
nordkap_s43_B	nordkap	43	B	US	Core destroyed	482	parent	482	23	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s43_B	nordkap	43	B	US	Core destroyed	482	parent	482	23	123	52	12,8	5	8.5	8	1	1	2	430	0	-1	19	0	1
nordkap_s44_A	nordkap	44	A	US	Core destroyed	329	parent	329	53	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s44_A	nordkap	44	A	US	Core destroyed	329	parent	329	53	90	128	9,21	4	6.5	8	2	2	2	201	0	-1	51	0	1
nordkap_s44_B	nordkap	44	B	US	Core destroyed	734	parent	734	15	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s44_B	nordkap	44	B	US	Core destroyed	734	parent	734	15	532	212	8,11	17	22.5	8	0	0	2	1	1	213	1	0	1
nordkap_s44_B	nordkap	44	B	US	Core destroyed	734	parent	734	15	632	245	11,11	17	22.5	8	0	0	2	1	1	246	1	0	1
