tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s64_A	atoll	64	A	US	Core destroyed	123	v520	123	16	36	11	12,3	1	6.5	8	2	2	2	112	0	-1	12	0	1
atoll_s64_B	atoll	64	B	OPP	Core destroyed	191	v520	191	17	29	9	4,12	2	8.5	8	1	1	2	182	0	-1	13	1	1
atoll_s65_A	atoll	65	A	OPP	Core destroyed	398	v520	398	21	33	10	12,4	2	8.5	8	1	1	2	388	0	-1	17	0	1
atoll_s65_B	atoll	65	B	OPP	Core destroyed	184	v520	184	32	29	9	4,12	2	8.5	8	1	1	2	175	0	-1	28	0	1
atoll_s65_B	atoll	65	B	OPP	Core destroyed	184	v520	184	32	90	44	0,14	1	6.5	8	2	2	2	140	0	-1	0	0	0
atoll_s66_B	atoll	66	B	US	Core destroyed	182	v520	182	46	28	10	3,12	1	6.5	8	2	2	2	172	0	-1	36	0	1
atoll_s66_B	atoll	66	B	US	Core destroyed	182	v520	182	46	91	52	4,17	5	8.5	8	1	1	2	130	0	-1	6	0	1
drakkarfjord_s64_A	drakkarfjord	64	A	US	Core destroyed	106	v520	106	10	22	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s64_B	drakkarfjord	64	B	US	Core destroyed	96	v520	96	10	23	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s65_A	drakkarfjord	65	A	US	Core destroyed	91	v520	91	10	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s65_B	drakkarfjord	65	B	US	Core destroyed	128	v520	128	10	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s66_A	drakkarfjord	66	A	US	Core destroyed	93	v520	93	10	23	13	22,8	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s66_B	drakkarfjord	66	B	US	Core destroyed	248	v520	248	14	20	13	6,20	18	32.5	8	0	0	2	2	1	15	2	0	1
drakkarfjord_s66_B	drakkarfjord	66	B	US	Core destroyed	248	v520	248	14	418	183	5,22	5	12.5	8	0	0	2	65	0	-1	1	0	1
glacierkeep_s64_A	glacierkeep	64	A	US	Core destroyed	111	v520	111	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s64_B	glacierkeep	64	B	US	Core destroyed	217	v520	217	8	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s65_A	glacierkeep	65	A	US	Core destroyed	123	v520	123	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s65_B	glacierkeep	65	B	US	Harvesters (tiebreak)	1000	v520	1000	8	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s65_B	glacierkeep	65	B	US	Harvesters (tiebreak)	1000	v520	1000	8	278	513	14,0	1	6.5	8	2	2	2	487	0	-1	0	0	0
glacierkeep_s66_A	glacierkeep	66	A	US	Core destroyed	170	v520	170	8	15	11	16,23	5	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s66_B	glacierkeep	66	B	OPP	Titanium collected (tiebreak)	1000	v520	1000	121	15	11	16,6	10	14.5	8	0	0	2	2	1	13	2	0	1
glacierkeep_s66_B	glacierkeep	66	B	OPP	Titanium collected (tiebreak)	1000	v520	1000	121	138	343	14,5	4	6.5	8	2	2	2	439	1	782	111	3	1
glacierkeep_s66_B	glacierkeep	66	B	OPP	Titanium collected (tiebreak)	1000	v520	1000	121	328	797	16,6	10	14.5	8	0	0	2	4	1	801	1	0	1
nordkap_s64_A	nordkap	64	A	US	Core destroyed	282	v520	282	3	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s64_A	nordkap	64	A	US	Core destroyed	282	v520	282	3	41	17	11,17	2	4.5	8	2	2	2	265	0	-1	0	0	0
nordkap_s64_B	nordkap	64	B	US	Core destroyed	257	v520	257	3	14	7	10,10	9	12.5	8	0	0	2	4	1	11	1	0	1
nordkap_s65_A	nordkap	65	A	US	Core destroyed	183	v520	183	6	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s65_A	nordkap	65	A	US	Core destroyed	183	v520	183	6	168	173	7,18	1	6.5	8	2	2	2	10	0	-1	3	1	1
nordkap_s65_B	nordkap	65	B	US	Core destroyed	341	v520	341	4	14	7	11,11	17	22.5	8	0	0	2	3	1	10	2	0	1
nordkap_s66_A	nordkap	66	A	US	Core destroyed	186	v520	186	6	15	7	10,15	4	12.5	8	0	0	2	2	1	9	1	0	1
nordkap_s66_A	nordkap	66	A	US	Core destroyed	186	v520	186	6	67	31	12,17	5	8.5	8	1	1	2	155	0	-1	3	0	1
nordkap_s66_B	nordkap	66	B	US	Core destroyed	301	v520	301	3	14	7	10,10	9	12.5	8	0	0	2	4	1	11	1	0	1
