tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s25_A	atoll	25	A	US	Core destroyed	197	flagoff	8	7	7	63	-1	-1	193	172	0.8912	3.627	7	0	36,31,63,7,10,26,24	197	0	14,2
atoll_s25_B	atoll	25	B	US	Core destroyed	196	flagoff	8	7	8	65	-1	-1	192	151	0.7865	3.646	7	0	23,41,15,35,8,9,65	196	1	2,14
atoll_s26_A	atoll	26	A	OPP	Core destroyed	735	flagoff	8	4	7	127	-1	-1	103	8	0.0777	3.883	1	3	10,7,127,117	735	0	14,2
atoll_s26_B	atoll	26	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	8	162	-1	-1	940	27	0.0287	0.745	6	1	46,48,39,162,8,9,10	1000	1	2,14
atoll_s27_A	atoll	27	A	US	Core destroyed	510	flagoff	8	4	10	101	-1	-1	155	3	0.0194	2.581	4	0	15,10,55,101	510	0	14,2
atoll_s27_B	atoll	27	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	7	73	-1	-1	112	54	0.4821	6.25	7	0	44,73,11,48,7,30,39	1000	1	2,14
drakkarfjord_s25_A	drakkarfjord	25	A	OPP	Core destroyed	722	flagoff	8	6	10	42	-1	-1	438	174	0.3973	1.37	5	1	10,11,29,31,34,42	722	0	26,4
drakkarfjord_s25_B	drakkarfjord	25	B	OPP	Core destroyed	440	flagoff	8	4	10	353	-1	-1	118	0	0.0	3.39	3	1	353,14,11,10	440	1	2,24
drakkarfjord_s26_A	drakkarfjord	26	A	OPP	Core destroyed	540	flagoff	8	7	10	43	-1	-1	95	3	0.0316	7.368	6	1	10,11,31,33,43,36,40	540	0	26,4
drakkarfjord_s26_B	drakkarfjord	26	B	US	Core destroyed	148	flagoff	8	8	10	35	-1	35	140	78	0.5571	5.714	6	2	35,31,10,25,11,24,17,21	148	1	2,24
drakkarfjord_s27_A	drakkarfjord	27	A	US	Core destroyed	132	flagoff	8	8	10	36	41	36	124	70	0.5645	6.452	7	1	10,11,36,18,32,22,29,25	132	0	26,4
drakkarfjord_s27_B	drakkarfjord	27	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	10	47	47	47	992	0	0.0	0.806	7	1	40,36,47,33,21,14,11,10	1000	1	2,24
glacierkeep_s25_A	glacierkeep	25	A	US	Core destroyed	312	flagoff	8	8	9	49	49	49	275	104	0.3782	2.909	8	0	47,49,28,48,17,10,14,9	312	0	14,26
glacierkeep_s25_B	glacierkeep	25	B	US	Core destroyed	257	flagoff	8	8	9	44	46	44	251	59	0.2351	3.187	8	0	33,29,44,26,9,22,10,19	257	1	14,2
glacierkeep_s26_A	glacierkeep	26	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	54	54	54	362	75	0.2072	2.21	8	0	49,51,21,54,17,10,14,9	1000	0	14,26
glacierkeep_s26_B	glacierkeep	26	B	US	Core destroyed	325	flagoff	8	8	9	36	65	36	319	121	0.3793	2.508	8	0	36,32,14,29,9,25,10,22	325	1	14,2
glacierkeep_s27_A	glacierkeep	27	A	US	Core destroyed	413	flagoff	8	8	9	59	59	59	407	73	0.1794	1.966	8	0	59,55,28,52,17,10,14,9	413	0	14,26
glacierkeep_s27_B	glacierkeep	27	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	36	44	36	163	73	0.4479	4.908	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
midgard_s25_A	midgard	25	A	OPP	Core destroyed	201	flagoff	8	4	54	75	-1	-1	155	138	0.8903	2.581	4	0	54,58,64,75	201	0	26,26
midgard_s25_B	midgard	25	B	OPP	Core destroyed	272	flagoff	8	7	52	125	-1	-1	227	131	0.5771	3.084	5	2	60,56,63,125,64,95,52	272	1	2,2
midgard_s26_A	midgard	26	A	OPP	Core destroyed	582	flagoff	8	6	53	82	-1	-1	76	13	0.1711	7.895	6	0	53,82,57,61,68,64	582	0	26,26
midgard_s26_B	midgard	26	B	US	Core destroyed	689	flagoff	8	7	56	105	-1	-1	644	638	0.9907	1.087	5	2	63,67,60,105,56,94,67	689	1	2,2
midgard_s27_A	midgard	27	A	OPP	Core destroyed	372	flagoff	8	7	49	132	-1	-1	277	200	0.722	2.527	5	2	49,132,54,92,59,72,63	372	0	26,26
