tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s22_A	atoll	22	A	US	Core destroyed	404	parent	404	9	28	7	12,4	2	8.5	8	1	1	2	8	1	15	2	0	1
atoll_s22_A	atoll	22	A	US	Core destroyed	404	parent	404	9	52	18	14,0	1	6.5	8	2	2	2	11	1	29	0	0	0
atoll_s22_A	atoll	22	A	US	Core destroyed	404	parent	404	9	81	32	14,0	1	6.5	8	2	2	2	68	1	100	1	1	1
atoll_s22_B	atoll	22	B	OPP	Core destroyed	244	parent	244	44	22	6	4,13	2	4.5	8	2	2	2	238	0	-1	40	4	1
atoll_s23_A	atoll	23	A	OPP	Core destroyed	302	parent	302	56	26	8	15,5	4	6.5	8	2	2	2	294	0	-1	34	2	1
atoll_s23_A	atoll	23	A	OPP	Core destroyed	302	parent	302	56	110	58	12,2	1	6.5	8	2	2	2	92	1	150	19	0	1
atoll_s23_B	atoll	23	B	US	Core destroyed	204	parent	204	51	19	6	4,13	2	4.5	8	2	2	2	3	1	9	2	0	1
atoll_s23_B	atoll	23	B	US	Core destroyed	204	parent	204	51	38	13	3,12	1	6.5	8	2	2	2	191	0	-1	45	0	1
atoll_s23_B	atoll	23	B	US	Core destroyed	204	parent	204	51	167	107	5,10	13	26.5	8	0	0	2	1	1	108	1	0	1
atoll_s24_A	atoll	24	A	US	Core destroyed	251	parent	251	8	53	18	16,1	2	4.5	8	2	2	2	233	0	-1	4	0	1
atoll_s24_B	atoll	24	B	OPP	Core destroyed	315	parent	315	42	21	6	4,13	2	4.5	8	2	2	2	221	1	227	32	5	1
drakkarfjord_s22_A	drakkarfjord	22	A	US	Titanium collected (tiebreak)	1000	parent	1000	60	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s22_A	drakkarfjord	22	A	US	Titanium collected (tiebreak)	1000	parent	1000	60	570	173	28,8	10	14.5	8	0	0	2	1	1	174	1	0	1
drakkarfjord_s22_B	drakkarfjord	22	B	US	Core destroyed	143	parent	143	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s23_A	drakkarfjord	23	A	OPP	Titanium collected (tiebreak)	1000	parent	1000	46	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s23_A	drakkarfjord	23	A	OPP	Titanium collected (tiebreak)	1000	parent	1000	46	1227	413	24,7	5	12.5	8	0	0	2	3	1	416	0	0	0
drakkarfjord_s23_A	drakkarfjord	23	A	OPP	Titanium collected (tiebreak)	1000	parent	1000	46	1928	720	23,7	8	18.5	8	0	0	2	1	1	721	1	0	1
drakkarfjord_s23_A	drakkarfjord	23	A	OPP	Titanium collected (tiebreak)	1000	parent	1000	46	2184	841	23,8	13	24.5	8	0	0	2	1	1	842	1	0	1
drakkarfjord_s23_A	drakkarfjord	23	A	OPP	Titanium collected (tiebreak)	1000	parent	1000	46	2388	974	22,8	18	32.5	8	0	0	2	1	1	975	1	0	1
drakkarfjord_s23_B	drakkarfjord	23	B	US	Core destroyed	260	parent	260	5	15	9	6,20	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s24_A	drakkarfjord	24	A	OPP	Core destroyed	188	parent	188	28	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s24_A	drakkarfjord	24	A	OPP	Core destroyed	188	parent	188	28	96	39	27,7	4	6.5	8	2	2	2	149	0	-1	23	1	1
drakkarfjord_s24_B	drakkarfjord	24	B	US	Core destroyed	268	parent	268	10	15	9	6,20	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s24_B	drakkarfjord	24	B	US	Core destroyed	268	parent	268	10	228	164	2,22	1	6.5	8	2	2	2	8	1	172	2	1	1
drakkarfjord_s24_B	drakkarfjord	24	B	US	Core destroyed	268	parent	268	10	319	245	2,22	1	6.5	8	2	2	2	15	1	260	3	1	1
drakkarfjord_s24_B	drakkarfjord	24	B	US	Core destroyed	268	parent	268	10	338	263	2,22	1	6.5	8	2	2	2	5	0	-1	0	0	0
glacierkeep_s22_A	glacierkeep	22	A	OPP	Core destroyed	833	parent	833	7	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s22_A	glacierkeep	22	A	OPP	Core destroyed	833	parent	833	7	128	376	16,25	2	4.5	8	2	2	2	45	1	421	3	0	1
glacierkeep_s22_B	glacierkeep	22	B	US	Core destroyed	365	parent	365	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s23_A	glacierkeep	23	A	US	Core destroyed	185	parent	185	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s23_B	glacierkeep	23	B	OPP	Core destroyed	533	parent	533	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s24_A	glacierkeep	24	A	US	Core destroyed	253	parent	253	4	14	7	16,23	5	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s24_B	glacierkeep	24	B	US	Core destroyed	209	parent	209	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
nordkap_s22_A	nordkap	22	A	US	Core destroyed	323	parent	323	4	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s22_A	nordkap	22	A	US	Core destroyed	323	parent	323	4	27	8	11,20	2	4.5	8	2	2	2	2	1	10	1	0	1
nordkap_s22_B	nordkap	22	B	US	Core destroyed	444	parent	444	138	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s22_B	nordkap	22	B	US	Core destroyed	444	parent	444	138	34	10	10,4	1	6.5	8	2	2	2	434	0	-1	127	0	1
nordkap_s22_B	nordkap	22	B	US	Core destroyed	444	parent	444	138	296	132	10,9	4	6.5	8	2	2	2	9	1	141	0	0	0
nordkap_s22_B	nordkap	22	B	US	Core destroyed	444	parent	444	138	551	276	11,11	17	22.5	8	0	0	2	1	1	277	1	0	1
nordkap_s22_B	nordkap	22	B	US	Core destroyed	444	parent	444	138	704	338	14,8	17	22.5	8	0	0	2	1	1	339	1	0	1
nordkap_s22_B	nordkap	22	B	US	Core destroyed	444	parent	444	138	817	391	11,11	17	22.5	8	0	0	2	1	1	392	1	0	1
nordkap_s22_B	nordkap	22	B	US	Core destroyed	444	parent	444	138	846	403	8,12	26	32.5	8	0	0	2	41	0	-1	0	0	0
nordkap_s22_B	nordkap	22	B	US	Core destroyed	444	parent	444	138	900	424	12,10	13	18.5	8	0	0	2	1	1	425	1	0	1
nordkap_s23_A	nordkap	23	A	US	Core destroyed	226	parent	226	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s23_B	nordkap	23	B	OPP	Core destroyed	641	parent	641	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s24_A	nordkap	24	A	US	Core destroyed	240	parent	240	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s24_A	nordkap	24	A	US	Core destroyed	240	parent	240	2	107	135	7,19	1	6.5	8	2	2	2	105	0	-1	0	0	0
nordkap_s24_B	nordkap	24	B	US	Core destroyed	241	parent	241	2	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
