tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s85_A	atoll	85	A	US	Core destroyed	429	v520	8	7	11	374	-1	-1	421	106	0.2518	1.663	7	0	18,12,145,11,156,147,374	429	0	14,2
atoll_s85_B	atoll	85	B	US	Core destroyed	556	v520	8	8	11	511	-1	511	236	72	0.3051	3.39	7	1	12,511,13,110,11,106,122,78	556	1	2,14
atoll_s86_A	atoll	86	A	US	Core destroyed	300	v520	8	7	11	238	-1	-1	292	114	0.3904	2.397	6	1	11,12,222,238,204,211,207	300	0	14,2
atoll_s86_B	atoll	86	B	OPP	Core destroyed	528	v520	8	5	11	55	-1	-1	90	18	0.2	5.556	4	1	11,55,24,12,13	528	1	2,14
atoll_s87_A	atoll	87	A	US	Core destroyed	364	v520	8	8	12	292	292	292	257	64	0.249	3.113	7	1	15,12,90,13,53,190,292,288	364	0	14,2
atoll_s87_B	atoll	87	B	OPP	Core destroyed	285	v520	8	4	12	24	-1	-1	87	23	0.2644	4.598	4	0	24,14,13,12	285	1	2,14
drakkarfjord_s85_A	drakkarfjord	85	A	US	Core destroyed	92	v520	8	8	14	36	36	36	80	79	0.9875	10.0	6	2	14,15,31,26,33,27,36,33	92	0	26,4
drakkarfjord_s85_B	drakkarfjord	85	B	US	Titanium collected (tiebreak)	1000	v520	8	8	14	31	31	31	988	986	0.998	0.81	7	1	20,22,14,26,15,30,27,31	1000	1	2,24
drakkarfjord_s86_A	drakkarfjord	86	A	OPP	Core destroyed	444	v520	8	8	14	35	-1	35	135	52	0.3852	5.926	6	2	14,15,26,29,28,30,31,35	444	0	26,4
drakkarfjord_s86_B	drakkarfjord	86	B	US	Core destroyed	114	v520	8	8	14	29	29	29	102	101	0.9902	7.843	7	1	24,26,15,29,14,28,18,25	114	1	2,24
drakkarfjord_s87_A	drakkarfjord	87	A	US	Core destroyed	116	v520	8	8	14	56	63	56	104	103	0.9904	7.692	7	1	14,15,26,56,27,37,30,34	116	0	26,4
drakkarfjord_s87_B	drakkarfjord	87	B	US	Core destroyed	98	v520	8	8	14	29	41	29	86	74	0.8605	9.302	6	2	20,22,14,25,15,29,25,29	98	1	2,24
glacierkeep_s85_A	glacierkeep	85	A	US	Core destroyed	146	v520	8	8	12	28	59	28	136	135	0.9926	5.882	5	3	13,12,13,15,14,16,28,22	146	0	14,26
glacierkeep_s85_B	glacierkeep	85	B	OPP	Core destroyed	821	v520	8	8	12	25	32	25	538	359	0.6673	1.487	6	2	14,13,13,17,12,25,16,23	821	1	14,2
