tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s25_A	atoll	25	A	US	Core destroyed	197	flagoff	6	60	196	196	54	37	16	0.3148	0.2963	1	44	28	0.1852
atoll_s25_B	atoll	25	B	US	Core destroyed	196	flagoff	7	98	195	195	91	82	26	0.0989	0.2857	1	91	41	0.0
atoll_s26_A	atoll	26	A	OPP	Core destroyed	735	flagoff	6	-1	-1	734	729	53	0	0.9273	0.0	0	61	3	0.9163
atoll_s26_B	atoll	26	B	OPP	Titanium collected (tiebreak)	1000	flagoff	7	-1	-1	999	993	868	0	0.1259	0.0	0	919	13	0.0745
atoll_s27_A	atoll	27	A	US	Core destroyed	510	flagoff	9	81	509	509	72	51	0	0.2917	0.0	1	72	0	0.0
atoll_s27_B	atoll	27	B	OPP	Titanium collected (tiebreak)	1000	flagoff	6	-1	-1	999	994	73	17	0.9266	0.0171	0	104	40	0.8954
drakkarfjord_s25_A	drakkarfjord	25	A	OPP	Core destroyed	722	flagoff	10	456	-1	721	446	93	0	0.7915	0.0	1	139	0	0.6883
drakkarfjord_s25_B	drakkarfjord	25	B	OPP	Core destroyed	440	flagoff	10	-1	-1	439	430	87	0	0.7977	0.0	0	101	0	0.7651
drakkarfjord_s26_A	drakkarfjord	26	A	OPP	Core destroyed	540	flagoff	10	-1	-1	539	530	49	0	0.9075	0.0	0	71	0	0.866
drakkarfjord_s26_B	drakkarfjord	26	B	US	Core destroyed	148	flagoff	10	60	147	147	50	21	0	0.58	0.0	1	50	0	0.0
drakkarfjord_s27_A	drakkarfjord	27	A	US	Core destroyed	132	flagoff	10	76	131	131	66	46	8	0.303	0.1212	1	66	11	0.0
drakkarfjord_s27_B	drakkarfjord	27	B	US	Titanium collected (tiebreak)	1000	flagoff	10	92	-1	999	82	34	0	0.5854	0.0	1	82	0	0.0
glacierkeep_s25_A	glacierkeep	25	A	US	Core destroyed	312	flagoff	8	92	311	311	84	66	9	0.2143	0.1071	1	84	57	0.0
glacierkeep_s25_B	glacierkeep	25	B	US	Core destroyed	257	flagoff	8	76	256	256	68	52	12	0.2353	0.1765	1	68	34	0.0
glacierkeep_s26_A	glacierkeep	26	A	US	Titanium collected (tiebreak)	1000	flagoff	8	83	-1	999	75	53	7	0.2933	0.0933	1	75	44	0.0
glacierkeep_s26_B	glacierkeep	26	B	US	Core destroyed	325	flagoff	8	112	324	324	104	67	14	0.3558	0.1346	1	104	58	0.0
glacierkeep_s27_A	glacierkeep	27	A	US	Core destroyed	413	flagoff	8	83	412	412	75	45	7	0.4	0.0933	1	75	43	0.0
glacierkeep_s27_B	glacierkeep	27	B	US	Titanium collected (tiebreak)	1000	flagoff	8	64	-1	999	56	45	11	0.1964	0.1964	1	56	26	0.0
midgard_s25_A	midgard	25	A	OPP	Core destroyed	201	flagoff	53	49	-1	200	0	0	0			1	0	0	
midgard_s25_B	midgard	25	B	OPP	Core destroyed	272	flagoff	51	-1	-1	271	221	219	113	0.009	0.5113	0	221	124	0.0
midgard_s26_A	midgard	26	A	OPP	Core destroyed	582	flagoff	52	-1	-1	581	530	66	1	0.8755	0.0019	0	70	8	0.8679
midgard_s26_B	midgard	26	B	US	Core destroyed	689	flagoff	52	528	688	688	476	476	469	0.0	0.9853	1	476	473	0.0
midgard_s27_A	midgard	27	A	OPP	Core destroyed	372	flagoff	48	49	-1	371	1	1	0	0.0	0.0	1	1	1	0.0
midgard_s27_B	midgard	27	B	US	Core destroyed	423	flagoff	51	339	422	422	288	139	48	0.5174	0.1667	1	139	60	0.5174
nordkap_s25_A	nordkap	25	A	US	Core destroyed	405	flagoff	4	364	404	404	360	111	26	0.6917	0.0722	1	162	54	0.55
nordkap_s25_B	nordkap	25	B	US	Core destroyed	281	flagoff	4	189	280	280	185	60	0	0.6757	0.0	1	109	1	0.4108
nordkap_s26_A	nordkap	26	A	US	Core destroyed	388	flagoff	4	245	387	387	241	118	7	0.5104	0.029	1	155	23	0.3568
nordkap_s26_B	nordkap	26	B	OPP	Core destroyed	536	flagoff	4	481	-1	535	477	120	62	0.7484	0.13	1	166	76	0.652
nordkap_s27_A	nordkap	27	A	US	Core destroyed	220	flagoff	4	151	219	219	147	146	76	0.0068	0.517	1	147	134	0.0
nordkap_s27_B	nordkap	27	B	US	Core destroyed	144	flagoff	4	88	143	143	84	79	30	0.0595	0.3571	1	84	69	0.0
yulerune_s25_A	yulerune	25	A	OPP	Core destroyed	448	flagoff	29	-1	-1	447	419	115	62	0.7255	0.148	0	119	70	0.716
yulerune_s25_B	yulerune	25	B	US	Core destroyed	593	flagoff	40	164	592	592	124	123	114	0.0081	0.9194	1	124	124	0.0
yulerune_s26_A	yulerune	26	A	US	Core destroyed	456	flagoff	38	400	455	455	362	362	356	0.0	0.9834	1	362	362	0.0
yulerune_s26_B	yulerune	26	B	OPP	Core destroyed	173	flagoff	39	-1	-1	172	134	134	129	0.0	0.9627	0	134	134	0.0
yulerune_s27_A	yulerune	27	A	OPP	Titanium collected (tiebreak)	1000	flagoff	27	-1	-1	999	973	801	224	0.1768	0.2302	0	973	969	0.0
yulerune_s27_B	yulerune	27	B	US	Core destroyed	320	flagoff	32	154	319	319	122	78	40	0.3607	0.3279	1	85	52	0.3033
