tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s109_A	atoll	109	A	OPP	Core destroyed	256	flagoff	8	1	21	21	-1	-1	111	9	0.0811	0.901	1	0	21	256	0	14,2
atoll_s109_B	atoll	109	B	OPP	Core destroyed	130	flagoff	8	5	7	29	-1	-1	96	13	0.1354	5.208	5	0	29,21,7,8,12	130	1	2,14
atoll_s110_A	atoll	110	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	3	7	36	-1	-1	86	9	0.1047	3.488	3	0	7,8,36	1000	0	14,2
atoll_s110_B	atoll	110	B	US	Core destroyed	212	flagoff	8	6	7	46	-1	-1	97	48	0.4948	6.186	6	0	38,46,35,7,8,21	212	1	2,14
atoll_s111_A	atoll	111	A	OPP	Core destroyed	256	flagoff	8	1	21	21	-1	-1	111	9	0.0811	0.901	1	0	21	256	0	14,2
atoll_s111_B	atoll	111	B	OPP	Core destroyed	180	flagoff	8	4	7	31	-1	-1	63	24	0.381	6.349	4	0	31,9,7,15	180	1	2,14
drakkarfjord_s109_A	drakkarfjord	109	A	US	Core destroyed	205	flagoff	8	8	10	65	78	65	148	0	0.0	5.405	7	1	10,11,25,65,27,37,30,34	205	0	26,4
drakkarfjord_s109_B	drakkarfjord	109	B	US	Core destroyed	126	flagoff	8	8	10	48	48	48	118	0	0.0	6.78	7	1	40,36,48,33,21,14,11,10	126	1	2,24
drakkarfjord_s110_A	drakkarfjord	110	A	US	Core destroyed	206	flagoff	8	8	10	53	53	53	188	48	0.2553	4.255	7	1	10,11,53,31,49,35,46,38	206	0	26,4
drakkarfjord_s110_B	drakkarfjord	110	B	OPP	Core destroyed	780	flagoff	8	8	10	75	75	75	180	0	0.0	4.444	7	1	48,51,40,75,34,14,11,10	780	1	2,24
drakkarfjord_s111_A	drakkarfjord	111	A	OPP	Core destroyed	470	flagoff	8	6	10	42	-1	-1	174	23	0.1322	3.448	5	1	10,11,29,31,34,42	470	0	26,4
drakkarfjord_s111_B	drakkarfjord	111	B	US	Core destroyed	137	flagoff	8	6	10	76	-1	-1	94	0	0.0	6.383	5	1	76,73,20,14,11,10	137	1	2,24
glacierkeep_s109_A	glacierkeep	109	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	67	78	67	79	0	0.0	10.127	7	1	54,64,18,67,17,10,14,9	1000	0	14,26
glacierkeep_s109_B	glacierkeep	109	B	US	Core destroyed	517	flagoff	8	8	9	60	60	60	209	60	0.2871	3.828	8	0	33,29,60,26,9,22,10,19	517	1	14,2
glacierkeep_s110_A	glacierkeep	110	A	US	Core destroyed	369	flagoff	8	8	9	61	61	61	350	12	0.0343	2.286	7	1	47,58,18,61,17,10,14,9	369	0	14,26
glacierkeep_s110_B	glacierkeep	110	B	US	Core destroyed	280	flagoff	8	8	10	37	37	37	230	0	0.0	3.478	8	0	37,33,15,30,10,26,11,23	280	1	14,2
