tag	map	seed	seat	ours	cond	turn	arm	game_rounds	game_jumps	eid	birth	pos	dsq_core	dsq_centre	n_seats	coverage	coverage_ferry	best_cov_site	lifetime	died	death_round	n_launch	n_launch_seat	ever_launched
atoll_s103_A	atoll	103	A	US	Core destroyed	248	flagoff	248	78	23	7	12,2	1	6.5	8	2	2	2	241	0	-1	76	3	1
atoll_s103_B	atoll	103	B	OPP	Core destroyed	152	flagoff	152	24	24	6	3,12	1	6.5	8	2	2	2	3	1	9	1	1	1
atoll_s103_B	atoll	103	B	OPP	Core destroyed	152	flagoff	152	24	40	13	5,14	4	6.5	8	2	2	2	139	0	-1	20	0	1
atoll_s104_A	atoll	104	A	US	Core destroyed	245	flagoff	245	38	23	7	12,2	1	6.5	8	2	2	2	238	0	-1	36	10	1
atoll_s104_B	atoll	104	B	OPP	Core destroyed	219	flagoff	219	24	24	6	4,13	2	4.5	8	2	2	2	136	1	142	21	1	1
atoll_s105_A	atoll	105	A	US	Core destroyed	929	flagoff	929	72	22	6	14,5	4	6.5	8	2	2	2	53	1	59	22	0	1
atoll_s105_A	atoll	105	A	US	Core destroyed	929	flagoff	929	72	1143	889	12,6	10	18.5	8	0	0	2	1	1	890	1	0	1
drakkarfjord_s103_A	drakkarfjord	103	A	US	Core destroyed	926	flagoff	926	286	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s103_A	drakkarfjord	103	A	US	Core destroyed	926	flagoff	926	286	452	155	23,7	8	18.5	8	0	0	2	1	1	156	1	0	1
drakkarfjord_s103_A	drakkarfjord	103	A	US	Core destroyed	926	flagoff	926	286	1840	738	23,8	13	24.5	8	0	0	2	1	1	739	1	0	1
drakkarfjord_s103_B	drakkarfjord	103	B	US	Core destroyed	143	flagoff	143	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s104_A	drakkarfjord	104	A	OPP	Core destroyed	569	flagoff	569	118	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s104_A	drakkarfjord	104	A	OPP	Core destroyed	569	flagoff	569	118	96	39	27,7	4	6.5	8	2	2	2	530	0	-1	102	1	1
drakkarfjord_s104_B	drakkarfjord	104	B	OPP	Core destroyed	307	flagoff	307	5	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s105_A	drakkarfjord	105	A	US	Core destroyed	324	flagoff	324	11	15	9	22,8	18	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s105_A	drakkarfjord	105	A	US	Core destroyed	324	flagoff	324	11	572	304	24,5	1	6.5	8	2	2	2	20	0	-1	3	1	1
drakkarfjord_s105_B	drakkarfjord	105	B	US	Core destroyed	795	flagoff	795	30	15	9	7,21	20	32.5	8	0	0	2	1	1	10	1	0	1
drakkarfjord_s105_B	drakkarfjord	105	B	US	Core destroyed	795	flagoff	795	30	451	289	1,22	2	8.5	8	1	1	2	506	0	-1	11	0	1
drakkarfjord_s105_B	drakkarfjord	105	B	US	Core destroyed	795	flagoff	795	30	562	421	5,22	5	12.5	8	0	0	2	4	1	425	1	0	1
glacierkeep_s103_A	glacierkeep	103	A	US	Titanium collected (tiebreak)	1000	flagoff	1000	5	14	8	17,23	8	18.5	8	0	0	2	1	1	9	1	0	1
glacierkeep_s103_B	glacierkeep	103	B	US	Core destroyed	257	flagoff	257	14	14	8	17,6	13	18.5	8	0	0	2	1	1	9	1	0	1
glacierkeep_s103_B	glacierkeep	103	B	US	Core destroyed	257	flagoff	257	14	116	152	15,0	1	6.5	8	2	2	2	105	0	-1	10	1	1
glacierkeep_s104_A	glacierkeep	104	A	US	Core destroyed	321	flagoff	321	4	14	7	15,23	4	12.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s104_B	glacierkeep	104	B	US	Core destroyed	165	flagoff	165	4	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s105_A	glacierkeep	105	A	US	Core destroyed	241	flagoff	241	4	14	8	17,23	8	18.5	8	0	0	2	1	1	9	1	0	1
glacierkeep_s105_B	glacierkeep	105	B	US	Core destroyed	185	flagoff	185	13	14	7	16,6	10	14.5	8	0	0	2	1	1	8	1	0	1
glacierkeep_s105_B	glacierkeep	105	B	US	Core destroyed	185	flagoff	185	13	96	64	15,0	1	6.5	8	2	2	2	121	0	-1	9	0	1
nordkap_s103_A	nordkap	103	A	US	Core destroyed	317	flagoff	317	10	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s103_A	nordkap	103	A	US	Core destroyed	317	flagoff	317	10	80	47	12,17	5	8.5	8	1	1	2	270	0	-1	6	0	1
nordkap_s103_A	nordkap	103	A	US	Core destroyed	317	flagoff	317	10	114	145	9,21	4	6.5	8	2	2	2	172	0	-1	2	0	1
nordkap_s103_B	nordkap	103	B	US	Core destroyed	953	flagoff	953	128	11	3	10,10	9	12.5	8	0	0	2	1	1	4	1	0	1
nordkap_s103_B	nordkap	103	B	US	Core destroyed	953	flagoff	953	128	121	52	12,8	5	8.5	8	1	1	2	901	0	-1	122	0	1
nordkap_s104_A	nordkap	104	A	US	Core destroyed	382	flagoff	382	2	11	3	10,15	4	12.5	8	0	0	2	1	1	4	1	0	1
