tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
atoll_s67_A	atoll	67	A	US	Core destroyed	611	flagoff	8	7	7	221	-1	-1	189	38	0.2011	3.704	6	1	130,10,7,191,220,163,221	611	0	14,2
atoll_s67_B	atoll	67	B	OPP	Core destroyed	128	flagoff	8	5	7	53	-1	-1	124	58	0.4677	4.032	5	0	11,53,7,33,45	128	1	2,14
atoll_s68_A	atoll	68	A	US	Titanium collected (tiebreak)	1000	flagoff	8	6	8	73	-1	-1	145	33	0.2276	4.138	5	1	36,73,8,65,51,57	1000	0	14,2
atoll_s68_B	atoll	68	B	US	Core destroyed	159	flagoff	8	6	7	87	-1	-1	150	10	0.0667	4.0	6	0	15,40,9,87,7,79	159	1	2,14
atoll_s69_A	atoll	69	A	US	Core destroyed	496	flagoff	8	7	8	65	-1	-1	352	62	0.1761	1.989	7	0	10,8,65,34,38,51,44	496	0	14,2
atoll_s69_B	atoll	69	B	US	Core destroyed	212	flagoff	8	6	7	46	-1	-1	97	48	0.4948	6.186	6	0	38,46,35,7,8,21	212	1	2,14
drakkarfjord_s67_A	drakkarfjord	67	A	OPP	Core destroyed	626	flagoff	8	7	10	43	-1	-1	97	2	0.0206	7.216	6	1	10,11,31,33,43,36,40	626	0	26,4
drakkarfjord_s67_B	drakkarfjord	67	B	US	Core destroyed	129	flagoff	8	8	10	46	46	46	121	0	0.0	6.612	7	1	40,36,46,33,21,14,11,10	129	1	2,24
drakkarfjord_s68_A	drakkarfjord	68	A	US	Core destroyed	194	flagoff	8	8	10	37	42	37	186	130	0.6989	4.301	7	1	10,11,37,18,33,22,30,26	194	0	26,4
drakkarfjord_s68_B	drakkarfjord	68	B	US	Core destroyed	778	flagoff	8	8	10	35	40	35	393	4	0.0102	2.036	6	2	35,31,10,28,11,24,17,21	778	1	2,24
drakkarfjord_s69_A	drakkarfjord	69	A	OPP	Core destroyed	920	flagoff	8	7	10	43	-1	-1	172	25	0.1453	4.07	6	1	10,11,31,33,43,36,40	920	0	26,4
drakkarfjord_s69_B	drakkarfjord	69	B	US	Core destroyed	161	flagoff	8	8	10	46	46	46	153	0	0.0	5.229	7	1	40,36,46,33,21,14,11,10	161	1	2,24
glacierkeep_s67_A	glacierkeep	67	A	US	Core destroyed	269	flagoff	8	8	9	41	41	41	263	63	0.2395	3.042	8	0	36,38,21,41,17,10,14,9	269	0	14,26
glacierkeep_s67_B	glacierkeep	67	B	OPP	Core destroyed	829	flagoff	8	8	9	36	48	36	182	149	0.8187	4.396	8	0	36,32,14,29,9,25,10,22	829	1	14,2
glacierkeep_s68_A	glacierkeep	68	A	US	Core destroyed	160	flagoff	8	8	10	50	50	50	154	128	0.8312	5.195	8	0	45,47,30,50,18,11,15,10	160	0	14,26
glacierkeep_s68_B	glacierkeep	68	B	US	Core destroyed	185	flagoff	8	8	9	36	60	36	179	148	0.8268	4.469	8	0	36,32,14,29,9,25,10,22	185	1	14,2
glacierkeep_s69_A	glacierkeep	69	A	US	Core destroyed	217	flagoff	8	8	9	41	41	41	211	186	0.8815	3.791	8	0	36,38,21,41,17,10,14,9	217	0	14,26
glacierkeep_s69_B	glacierkeep	69	B	US	Core destroyed	897	flagoff	8	8	9	36	46	36	194	140	0.7216	4.124	8	0	36,32,14,29,9,25,10,22	897	1	14,2
