tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
atoll_s55_A	atoll	55	A	OPP	Core destroyed	223	v520	11	-1	-1	222	212	74	0	0.6509	0.0	0	84	5	0.6038
atoll_s55_B	atoll	55	B	US	Core destroyed	119	v520	10	62	118	118	52	36	27	0.3077	0.5192	1	52	51	0.0
atoll_s56_A	atoll	56	A	OPP	Core destroyed	398	v520	11	71	-1	397	60	38	5	0.3667	0.0833	1	56	6	0.0667
atoll_s56_B	atoll	56	B	US	Core destroyed	223	v520	11	129	222	222	118	104	50	0.1186	0.4237	1	118	75	0.0
atoll_s57_A	atoll	57	A	OPP	Core destroyed	309	v520	10	104	-1	308	94	70	42	0.2553	0.4468	1	94	78	0.0
atoll_s57_B	atoll	57	B	US	Core destroyed	147	v520	11	66	146	146	55	49	25	0.1091	0.4545	1	55	53	0.0
drakkarfjord_s55_A	drakkarfjord	55	A	US	Core destroyed	92	v520	14	36	91	91	22	17	7	0.2273	0.3182	1	21	17	0.0455
drakkarfjord_s55_B	drakkarfjord	55	B	US	Core destroyed	125	v520	14	41	124	124	27	22	9	0.1852	0.3333	1	27	22	0.0
drakkarfjord_s56_A	drakkarfjord	56	A	US	Core destroyed	88	v520	14	32	87	87	18	17	6	0.0556	0.3333	1	18	17	0.0
drakkarfjord_s56_B	drakkarfjord	56	B	US	Core destroyed	96	v520	14	40	95	95	26	20	11	0.2308	0.4231	1	26	25	0.0
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	14	128	-1	665	114	73	10	0.3596	0.0877	1	114	27	0.0
drakkarfjord_s57_B	drakkarfjord	57	B	US	Core destroyed	254	v520	14	41	253	253	27	23	10	0.1481	0.3704	1	27	26	0.0
glacierkeep_s55_A	glacierkeep	55	A	US	Core destroyed	165	v520	12	64	164	164	52	43	16	0.1731	0.3077	1	52	47	0.0
glacierkeep_s55_B	glacierkeep	55	B	OPP	Core destroyed	781	v520	12	-1	-1	780	769	123	8	0.8401	0.0104	0	159	47	0.7932
glacierkeep_s56_A	glacierkeep	56	A	OPP	Core destroyed	625	v520	12	84	-1	624	72	62	26	0.1389	0.3611	1	72	66	0.0
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	820	v520	12	128	-1	819	116	84	19	0.2759	0.1638	1	114	90	0.0172
glacierkeep_s57_A	glacierkeep	57	A	US	Core destroyed	141	v520	12	52	140	140	40	30	13	0.25	0.325	1	40	38	0.0
glacierkeep_s57_B	glacierkeep	57	B	US	Core destroyed	873	v520	12	116	872	872	104	30	11	0.7115	0.1058	1	104	91	0.0
midgard_s55_A	midgard	55	A	OPP	Core destroyed	169	v520	47	-1	-1	168	122	121	115	0.0082	0.9426	0	122	117	0.0
midgard_s55_B	midgard	55	B	OPP	Core destroyed	340	v520	51	46	-1	339	0	0	0			1	0	0	
midgard_s56_A	midgard	56	A	US	Core destroyed	169	v520	51	100	168	168	49	47	40	0.0408	0.8163	1	49	49	0.0
midgard_s56_B	midgard	56	B	OPP	Core destroyed	229	v520	49	-1	-1	228	180	179	157	0.0056	0.8722	0	180	175	0.0
midgard_s57_A	midgard	57	A	OPP	Core destroyed	249	v520	50	-1	-1	248	199	199	194	0.0	0.9749	0	199	198	0.0
midgard_s57_B	midgard	57	B	US	Core destroyed	310	v520	50	254	309	309	204	203	196	0.0049	0.9608	1	204	204	0.0
nordkap_s55_A	nordkap	55	A	US	Core destroyed	137	v520	8	36	136	136	28	23	4	0.1786	0.1429	1	28	17	0.0
nordkap_s55_B	nordkap	55	B	OPP	Core destroyed	742	v520	8	-1	-1	741	734	230	22	0.6866	0.03	0	258	42	0.6485
nordkap_s56_A	nordkap	56	A	US	Core destroyed	137	v520	8	36	136	136	28	23	4	0.1786	0.1429	1	28	17	0.0
nordkap_s56_B	nordkap	56	B	OPP	Titanium collected (tiebreak)	1000	v520	8	-1	-1	999	992	989	97	0.003	0.0978	0	992	136	0.0
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	8	55	418	418	47	43	24	0.0851	0.5106	1	47	45	0.0
nordkap_s57_B	nordkap	57	B	US	Core destroyed	816	v520	10	501	815	815	491	73	7	0.8513	0.0143	1	153	12	0.6884
yulerune_s55_A	yulerune	55	A	US	Core destroyed	254	v520	29	204	253	253	175	174	170	0.0057	0.9714	1	175	174	0.0
yulerune_s55_B	yulerune	55	B	OPP	Core destroyed	137	v520	29	-1	-1	136	108	108	105	0.0	0.9722	0	108	106	0.0
yulerune_s56_A	yulerune	56	A	OPP	Core destroyed	617	v520	32	-1	-1	616	585	585	578	0.0	0.988	0	585	584	0.0
yulerune_s56_B	yulerune	56	B	US	Core destroyed	250	v520	28	184	249	249	156	155	145	0.0064	0.9295	1	156	149	0.0
yulerune_s57_A	yulerune	57	A	US	Harvesters (tiebreak)	1000	v520	27	-1	-1	999	973	973	964	0.0	0.9908	0	973	972	0.0
yulerune_s57_B	yulerune	57	B	OPP	Core destroyed	496	v520	31	220	-1	495	189	94	39	0.5026	0.2063	1	99	72	0.4762
