tag	map	seed	seat	ours	cond	turn	arm	ourcore_dmg	ourcore_heal	ourcore_hp_calc	oppcore_dmg	oppcore_heal	oppcore_hp_calc	heal_back	heal_back_ours	opp_harv_built	opp_belt_built	opp_harv_killed	opp_belt_killed	opp_eco_killed	fwd_gun_n	fwd_gun_first	gun_n	fwd_sent_n	fwd_sent_first	fwd_laun_n	fwd_laun_first	collar_bar_n	unknown_deltas
atoll_s1_A	atoll	1	A	US	Core destroyed	156	parent	666	664	498	504	0	-4	0.0	0.997	4	13	0	2	2	0		1	1	100	5	3	5	
atoll_s1_B	atoll	1	B	OPP	Core destroyed	128	parent	504	0	-4	0	0	500		0.0	3	21	0	9	9	1	22	1	0		2	3	6	
atoll_s2_A	atoll	2	A	US	Core destroyed	245	parent	0	0	500	504	0	-4	0.0		2	10	0	4	4	1	28	2	1	172	2	3	29	
atoll_s2_B	atoll	2	B	OPP	Core destroyed	245	parent	756	248	-8	0	0	500		0.328	6	12	1	1	2	1	41	2	0		2	3	4	
atoll_s3_A	atoll	3	A	OPP	Core destroyed	189	parent	918	416	-2	0	0	500		0.4532	4	22	0	5	5	1	32	4	0		3	3	15	
atoll_s3_B	atoll	3	B	US	Core destroyed	212	parent	1422	1406	484	828	328	0	0.3961	0.9887	3	10	0	3	3	2	21	3	1	120	4	3	7	
drakkarfjord_s1_A	drakkarfjord	1	A	OPP	Core destroyed	812	parent	558	52	-6	0	0	500		0.0932	11	166	1	19	20	1	99	5	0		4	9	29	
drakkarfjord_s1_B	drakkarfjord	1	B	OPP	Titanium collected (tiebreak)	1000	parent	0	0	500	234	234	500	1.0		13	171	1	43	44	2	135	2	1	192	5	9	25	
drakkarfjord_s2_A	drakkarfjord	2	A	US	Core destroyed	185	parent	0	0	500	846	340	-6	0.4019		5	45	1	0	1	0		1	1	91	2	9	38	
drakkarfjord_s2_B	drakkarfjord	2	B	US	Core destroyed	469	parent	0	0	500	1008	504	-4	0.5		3	19	0	1	1	0		2	2	81	2	9	48	
drakkarfjord_s3_A	drakkarfjord	3	A	OPP	Core destroyed	357	parent	648	148	0	0	0	500		0.2284	9	113	0	2	2	1	64	2	0		1	9	12	
drakkarfjord_s3_B	drakkarfjord	3	B	US	Core destroyed	144	parent	0	0	500	666	160	-6	0.2402		3	19	0	1	1	0		0	1	70	1	9	16	
glacierkeep_s1_A	glacierkeep	1	A	US	Core destroyed	205	parent	0	0	500	504	0	-4	0.0		3	18	0	4	4	1	36	1	1	70	2	5	23	
glacierkeep_s1_B	glacierkeep	1	B	US	Core destroyed	280	parent	0	0	500	504	0	-4	0.0		2	17	0	0	0	0		0	1	224	2	5	24	
glacierkeep_s2_A	glacierkeep	2	A	US	Core destroyed	433	parent	0	0	500	504	0	-4	0.0		7	58	0	3	3	1	33	2	1	340	2	5	8	
glacierkeep_s2_B	glacierkeep	2	B	US	Core destroyed	209	parent	0	0	500	504	0	-4	0.0		3	20	0	0	0	0		0	1	108	3	5	10	
glacierkeep_s3_A	glacierkeep	3	A	US	Core destroyed	293	parent	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		1	1	124	2	5	31	
glacierkeep_s3_B	glacierkeep	3	B	US	Core destroyed	301	parent	0	0	500	756	248	-8	0.328		3	23	0	2	2	1	36	1	1	72	3	5	32	
midgard_s1_A	midgard	1	A	US	Core destroyed	461	parent	108	108	500	2376	1864	-12	0.7845	1.0	8	44	1	10	11	1	72	5	3	157	5	9	11	
midgard_s1_B	midgard	1	B	OPP	Core destroyed	174	parent	918	416	-2	72	72	500	1.0	0.4532	7	38	0	3	3	1	52	1	1	42	2	9	7	
midgard_s2_A	midgard	2	A	OPP	Core destroyed	280	parent	864	360	-4	0	0	500		0.4167	9	58	1	11	12	2	233	4	0		3	9	3	
midgard_s2_B	midgard	2	B	OPP	Core destroyed	260	parent	504	0	-4	432	432	500	1.0	0.0	7	72	0	4	4	1	57	1	2	42	2	9	18	
midgard_s3_A	midgard	3	A	OPP	Core destroyed	236	parent	504	0	-4	0	0	500		0.0	14	50	5	2	7	1	71	2	0		4	9	19	
midgard_s3_B	midgard	3	B	OPP	Core destroyed	193	parent	504	0	-4	108	108	500	1.0	0.0	7	37	0	1	1	0		0	1	42	2	9	9	
nordkap_s1_A	nordkap	1	A	US	Core destroyed	294	parent	324	324	500	504	0	-4	0.0	1.0	5	15	0	4	4	2	160	4	2	256	5	1	10	
nordkap_s1_B	nordkap	1	B	OPP	Core destroyed	142	parent	846	344	-2	0	0	500		0.4066	9	35	4	6	10	1	77	2	0		3	1	7	
nordkap_s2_A	nordkap	2	A	US	Core destroyed	343	parent	0	0	500	504	0	-4	0.0		6	16	3	3	6	1	13	2	1	287	3	1	13	
nordkap_s2_B	nordkap	2	B	OPP	Core destroyed	341	parent	720	218	-2	0	0	500		0.3028	17	77	0	3	3	2	140	3	0		3	1	9	
nordkap_s3_A	nordkap	3	A	OPP	Core destroyed	331	parent	504	0	-4	0	0	500		0.0	15	52	3	13	16	2	29	3	0		3	1	11	
nordkap_s3_B	nordkap	3	B	US	Core destroyed	124	parent	468	436	468	504	0	-4	0.0	0.9316	2	6	1	2	3	1	16	1	1	68	4	1	10	
yulerune_s1_A	yulerune	1	A	OPP	Core destroyed	165	parent	504	0	-4	0	0	500		0.0	7	44	0	0	0	0		0	0		6	4	5	
yulerune_s1_B	yulerune	1	B	OPP	Core destroyed	161	parent	504	0	-4	486	444	458	0.9136	0.0	4	16	0	2	2	0		0	2	37	2	4	7	
yulerune_s2_A	yulerune	2	A	OPP	Titanium collected (tiebreak)	1000	parent	0	0	500	2340	2340	500	1.0		6	27	0	2	2	0		0	3	62	4	4	180	
yulerune_s2_B	yulerune	2	B	OPP	Core destroyed	475	parent	504	0	-4	2016	2016	500	1.0	0.0	15	61	7	8	15	3	41	3	2	37	2	4	9	
yulerune_s3_A	yulerune	3	A	OPP	Core destroyed	163	parent	504	0	-4	342	342	500	1.0	0.0	7	44	0	2	2	0		0	1	84	6	4	4	
yulerune_s3_B	yulerune	3	B	US	Core destroyed	151	parent	0	0	500	756	252	-4	0.3333		3	12	1	1	2	1	48	2	1	67	2	4	7	
atoll_s4_A	atoll	4	A	OPP	Core destroyed	549	parent	504	0	-4	0	0	500		0.0	5	14	2	3	5	1	35	3	0		2	3	7	
atoll_s4_B	atoll	4	B	OPP	Core destroyed	174	parent	810	304	-6	0	0	500		0.3753	4	15	0	0	0	1	60	2	0		2	3	1	
atoll_s5_A	atoll	5	A	US	Core destroyed	375	parent	648	648	500	900	392	-8	0.4356	1.0	4	12	0	2	2	1	276	2	1	275	7	3	30	
atoll_s5_B	atoll	5	B	OPP	Core destroyed	130	parent	504	0	-4	0	0	500		0.0	5	28	0	12	12	1	18	2	0		2	3	5	
atoll_s6_A	atoll	6	A	US	Core destroyed	521	parent	72	72	500	3672	3170	-2	0.8633	1.0	5	28	1	4	5	0		1	2	92	3	3	6	
atoll_s6_B	atoll	6	B	OPP	Core destroyed	320	parent	504	0	-4	0	0	500		0.0	6	18	1	1	2	1	47	1	0		4	3	9	
drakkarfjord_s4_A	drakkarfjord	4	A	OPP	Core destroyed	484	parent	612	112	0	378	378	500	1.0	0.183	8	106	0	3	3	2	361	2	3	265	4	9	12	
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	638	parent	0	0	500	504	0	-4	0.0		9	93	0	3	3	0		0	2	300	6	9	11	
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	733	parent	576	60	-16	0	0	500		0.1042	10	141	3	39	42	1	118	3	0		6	9	10	
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	123	parent	0	0	500	504	0	-4	0.0		3	19	0	1	1	0		0	1	67	1	9	15	
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	177	parent	0	0	500	504	0	-4	0.0		5	47	0	2	2	0		1	1	99	1	9	21	
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	123	parent	0	0	500	504	0	-4	0.0		3	19	0	1	1	0		0	1	67	1	9	16	
glacierkeep_s4_A	glacierkeep	4	A	OPP	Titanium collected (tiebreak)	1000	parent	360	0	140	648	648	500	1.0	0.0	10	104	1	13	14	1	27	1	1	89	2	5	12	
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	193	parent	0	0	500	504	0	-4	0.0		3	23	0	0	0	0		0	1	88	2	5	12	
glacierkeep_s5_A	glacierkeep	5	A	US	Titanium collected (tiebreak)	1000	parent	0	0	500	2934	2934	500	1.0		4	20	0	4	4	1	36	1	2	81	2	5	76	
glacierkeep_s5_B	glacierkeep	5	B	US	Titanium collected (tiebreak)	1000	parent	0	0	500	2160	1856	196	0.8593		11	104	0	3	3	1	640	1	4	56	2	5	18	
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	152	parent	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		2	1	85	2	5	20	
glacierkeep_s6_B	glacierkeep	6	B	US	Core destroyed	213	parent	0	0	500	504	0	-4	0.0		4	33	0	0	0	0		0	1	104	3	5	12	
midgard_s4_A	midgard	4	A	OPP	Core destroyed	389	parent	504	0	-4	0	0	500		0.0	11	70	0	1	1	0		0	0		5	9	3	
midgard_s4_B	midgard	4	B	OPP	Core destroyed	147	parent	504	0	-4	702	672	470	0.9573	0.0	7	44	0	2	2	1	52	1	2	42	2	9	4	
midgard_s5_A	midgard	5	A	OPP	Titanium collected (tiebreak)	1000	parent	162	54	392	0	0	500		0.3333	18	185	9	107	116	4	268	7	0		6	9	1	
midgard_s5_B	midgard	5	B	US	Core destroyed	472	parent	0	0	500	792	290	-2	0.3662		9	62	0	5	5	1	58	1	6	42	5	9	8	
midgard_s6_A	midgard	6	A	OPP	Core destroyed	271	parent	504	0	-4	0	0	500		0.0	9	49	0	5	5	2	68	3	0		3	9	5	
midgard_s6_B	midgard	6	B	OPP	Core destroyed	240	parent	504	0	-4	324	324	500	1.0	0.0	10	63	0	1	1	1	236	1	2	42	3	9	4	
nordkap_s4_A	nordkap	4	A	OPP	Core destroyed	564	parent	900	390	-10	0	0	500		0.4333	15	49	4	4	8	1	13	5	0		3	1	13	
nordkap_s4_B	nordkap	4	B	US	Core destroyed	201	parent	90	90	500	1044	544	0	0.5211	1.0	2	5	2	0	2	1	17	1	1	84	2	1	13	
nordkap_s5_A	nordkap	5	A	US	Core destroyed	174	parent	0	0	500	504	0	-4	0.0		2	4	0	0	0	2	15	2	1	110	3	1	24	
nordkap_s5_B	nordkap	5	B	US	Core destroyed	193	parent	216	216	500	504	0	-4	0.0	1.0	2	11	2	6	8	1	16	2	1	124	3	1	25	
nordkap_s6_A	nordkap	6	A	OPP	Core destroyed	363	parent	1062	554	-8	630	232	102	0.3683	0.5217	11	27	4	9	13	3	44	5	2	172	7	1	19	
nordkap_s6_B	nordkap	6	B	OPP	Titanium collected (tiebreak)	1000	parent	0	0	500	0	0	500			8	22	2	4	6	1	16	2	0		2	1	87	
yulerune_s4_A	yulerune	4	A	OPP	Core destroyed	122	parent	504	0	-4	0	0	500		0.0	6	28	0	0	0	0		0	0		7	4	1	
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	475	parent	504	0	-4	2016	2016	500	1.0	0.0	15	61	7	8	15	3	41	3	2	37	2	4	9	
yulerune_s5_A	yulerune	5	A	OPP	Core destroyed	237	parent	504	0	-4	0	0	500		0.0	7	42	1	3	4	1	209	1	0		5	4	4	
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	176	parent	504	0	-4	900	900	500	1.0	0.0	7	48	0	1	1	1	41	1	2	37	2	4	7	
yulerune_s6_A	yulerune	6	A	OPP	Core destroyed	309	parent	504	0	-4	0	0	500		0.0	8	49	0	0	0	0		0	0		4	4	0	
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	397	parent	504	0	-4	666	666	500	1.0	0.0	10	68	0	1	1	1	41	1	2	37	3	4	3	
atoll_s7_A	atoll	7	A	US	Core destroyed	493	parent	0	0	500	504	0	-4	0.0		4	13	2	5	7	4	25	6	2	376	7	3	45	
atoll_s7_B	atoll	7	B	OPP	Core destroyed	159	parent	504	0	-4	918	560	142	0.61	0.0	5	16	0	0	0	0		0	2	78	3	3	3	
atoll_s8_A	atoll	8	A	US	Core destroyed	561	parent	2142	2142	500	1800	1292	-8	0.7178	1.0	4	16	0	3	3	1	529	3	4	185	6	3	7	
atoll_s8_B	atoll	8	B	OPP	Core destroyed	637	parent	1134	626	-8	0	0	500		0.552	7	12	1	5	6	1	23	2	0		1	3	8	
atoll_s9_A	atoll	9	A	US	Core destroyed	231	parent	774	760	486	954	452	-2	0.4738	0.9819	4	13	0	0	0	0		2	1	114	3	3	31	
atoll_s9_B	atoll	9	B	OPP	Titanium collected (tiebreak)	1000	parent	0	0	500	0	0	500			4	144	0	127	127	1	20	2	0		4	3	10	
drakkarfjord_s7_A	drakkarfjord	7	A	US	Core destroyed	200	parent	0	0	500	504	0	-4	0.0		3	29	0	2	2	0		2	1	144	1	9	24	
drakkarfjord_s7_B	drakkarfjord	7	B	US	Core destroyed	892	parent	468	144	176	504	0	-4	0.0	0.3077	9	95	1	3	4	3	883	7	4	873	10	9	9	
drakkarfjord_s8_A	drakkarfjord	8	A	US	Titanium collected (tiebreak)	1000	parent	0	0	500	0	0	500			5	39	0	3	3	1	110	2	0		2	9	79	
drakkarfjord_s8_B	drakkarfjord	8	B	US	Core destroyed	137	parent	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		2	1	81	1	9	20	
drakkarfjord_s9_A	drakkarfjord	9	A	OPP	Core destroyed	413	parent	504	0	-4	1476	1476	500	1.0	0.0	5	46	0	0	0	0		1	2	69	1	9	21	
drakkarfjord_s9_B	drakkarfjord	9	B	US	Core destroyed	795	parent	0	0	500	504	0	-4	0.0		11	136	1	6	7	1	699	1	1	739	3	9	11	
glacierkeep_s7_A	glacierkeep	7	A	US	Core destroyed	433	parent	0	0	500	504	0	-4	0.0		6	47	0	0	0	0		1	1	331	2	5	10	
glacierkeep_s7_B	glacierkeep	7	B	US	Core destroyed	393	parent	0	0	500	1062	558	-4	0.5254		5	34	0	2	2	1	148	1	1	56	2	5	12	
glacierkeep_s8_A	glacierkeep	8	A	US	Core destroyed	209	parent	0	0	500	504	0	-4	0.0		4	26	0	0	0	0		1	0		2	5	8	
glacierkeep_s8_B	glacierkeep	8	B	OPP	Core destroyed	702	parent	504	0	-4	1818	1818	500	1.0	0.0	9	76	0	5	5	1	36	1	2	67	2	5	16	
glacierkeep_s9_A	glacierkeep	9	A	US	Core destroyed	309	parent	0	0	500	504	0	-4	0.0		3	29	0	6	6	1	36	1	1	144	2	5	38	
glacierkeep_s9_B	glacierkeep	9	B	US	Core destroyed	109	parent	0	0	500	504	0	-4	0.0		3	19	0	0	0	0		0	1	52	2	5	13	
midgard_s7_A	midgard	7	A	US	Core destroyed	268	parent	126	126	500	864	360	-4	0.4167	1.0	8	49	1	15	16	1	72	3	1	160	4	9	19	
midgard_s7_B	midgard	7	B	OPP	Core destroyed	165	parent	864	364	0	72	72	500	1.0	0.4213	7	40	0	3	3	1	52	1	1	42	2	9	7	
midgard_s8_A	midgard	8	A	US	Core destroyed	188	parent	0	0	500	1098	592	-6	0.5392		6	31	1	2	3	1	65	2	2	92	3	9	8	
midgard_s8_B	midgard	8	B	OPP	Core destroyed	158	parent	504	0	-4	900	484	84	0.5378	0.0	7	36	0	2	2	0		0	3	42	2	9	7	
midgard_s9_A	midgard	9	A	OPP	Core destroyed	200	parent	504	0	-4	666	548	382	0.8228	0.0	10	28	4	3	7	0		1	1	60	4	9	8	
midgard_s9_B	midgard	9	B	OPP	Core destroyed	289	parent	504	0	-4	1296	1174	378	0.9059	0.0	7	51	0	11	11	1	53	1	2	42	2	9	7	
nordkap_s7_A	nordkap	7	A	OPP	Core destroyed	456	parent	504	0	-4	0	0	500		0.0	18	77	0	11	11	1	174	2	0		3	1	16	
nordkap_s7_B	nordkap	7	B	US	Core destroyed	340	parent	0	0	500	2268	1768	0	0.7795		4	13	1	1	2	1	16	1	1	88	3	1	13	
nordkap_s8_A	nordkap	8	A	OPP	Core destroyed	135	parent	504	0	-4	0	0	500		0.0	12	39	1	0	1	1	11	1	0		3	1	6	
nordkap_s8_B	nordkap	8	B	US	Core destroyed	199	parent	1260	1250	490	504	0	-4	0.0	0.9921	2	7	0	2	2	0		1	1	133	3	1	10	
nordkap_s9_A	nordkap	9	A	OPP	Core destroyed	164	parent	918	404	-14	0	0	500		0.4401	10	31	1	1	2	2	15	2	0		3	1	4	
nordkap_s9_B	nordkap	9	B	US	Titanium collected (tiebreak)	1000	parent	360	360	500	0	0	500		1.0	3	12	0	3	3	0		1	0		63	1	48	
yulerune_s7_A	yulerune	7	A	OPP	Core destroyed	338	parent	504	0	-4	0	0	500		0.0	9	51	0	0	0	0		0	0		6	4	5	
yulerune_s7_B	yulerune	7	B	OPP	Core destroyed	375	parent	504	0	-4	666	666	500	1.0	0.0	10	67	0	1	1	1	41	1	2	37	3	4	3	
yulerune_s8_A	yulerune	8	A	OPP	Core destroyed	163	parent	504	0	-4	306	306	500	1.0	0.0	8	44	0	1	1	0		0	1	83	6	4	4	
yulerune_s8_B	yulerune	8	B	OPP	Core destroyed	164	parent	504	0	-4	540	540	500	1.0	0.0	6	31	0	2	2	0		0	2	37	2	4	7	
yulerune_s9_A	yulerune	9	A	OPP	Core destroyed	148	parent	504	0	-4	0	0	500		0.0	7	36	0	0	0	0		0	0		6	4	0	
yulerune_s9_B	yulerune	9	B	OPP	Core destroyed	328	parent	594	88	-6	0	0	500		0.1481	8	42	0	1	1	0		3	0		5	4	11	
atoll_s10_A	atoll	10	A	US	Core destroyed	427	parent	54	54	500	2358	1852	-6	0.7854	1.0	4	13	1	6	7	2	376	3	2	171	11	3	18	
atoll_s10_B	atoll	10	B	US	Core destroyed	279	parent	18	0	482	1584	1084	0	0.6843	0.0	4	16	0	1	1	0		1	1	99	4	3	7	
atoll_s11_A	atoll	11	A	OPP	Core destroyed	351	parent	1818	1318	0	0	0	500		0.725	5	14	0	0	0	0		2	0		5	3	2	
atoll_s11_B	atoll	11	B	OPP	Core destroyed	128	parent	756	254	-2	0	0	500		0.336	5	24	0	8	8	1	26	1	0		2	3	9	
atoll_s12_A	atoll	12	A	US	Core destroyed	316	parent	828	616	288	594	90	-4	0.1515	0.744	4	18	0	5	5	1	30	2	2	156	6	3	11	
atoll_s12_B	atoll	12	B	OPP	Core destroyed	380	parent	576	72	-4	0	0	500		0.125	3	13	1	1	2	0		0	0		2	3	34	
drakkarfjord_s10_A	drakkarfjord	10	A	US	Core destroyed	596	parent	0	0	500	504	0	-4	0.0		3	26	1	4	5	1	64	1	1	540	1	9	45	
drakkarfjord_s10_B	drakkarfjord	10	B	OPP	Core destroyed	390	parent	684	184	0	0	0	500		0.269	10	127	0	3	3	1	108	2	0		2	9	21	
drakkarfjord_s11_A	drakkarfjord	11	A	OPP	Core destroyed	357	parent	648	148	0	0	0	500		0.2284	9	113	0	2	2	1	64	2	0		1	9	12	
drakkarfjord_s11_B	drakkarfjord	11	B	US	Core destroyed	137	parent	0	0	500	504	0	-4	0.0		4	25	0	0	0	0		0	1	81	1	9	6	
drakkarfjord_s12_A	drakkarfjord	12	A	OPP	Core destroyed	357	parent	648	148	0	0	0	500		0.2284	9	113	0	2	2	1	64	2	0		1	9	12	
drakkarfjord_s12_B	drakkarfjord	12	B	US	Core destroyed	249	parent	0	0	500	774	260	-14	0.3359		3	14	0	0	0	0		2	2	60	2	9	10	
glacierkeep_s10_A	glacierkeep	10	A	US	Core destroyed	125	parent	0	0	500	504	0	-4	0.0		3	24	0	0	0	0		0	1	48	2	5	11	
glacierkeep_s10_B	glacierkeep	10	B	US	Titanium collected (tiebreak)	1000	parent	0	0	500	2808	2808	500	1.0		9	72	0	0	0	0		1	1	57	2	5	12	
glacierkeep_s11_A	glacierkeep	11	A	US	Titanium collected (tiebreak)	1000	parent	0	0	500	414	0	86	0.0		5	28	0	0	0	0		1	1	91	2	5	85	
glacierkeep_s11_B	glacierkeep	11	B	OPP	Core destroyed	925	parent	504	0	-4	1350	1350	500	1.0	0.0	7	64	0	2	2	1	173	2	1	64	2	5	13	
glacierkeep_s12_A	glacierkeep	12	A	US	Core destroyed	217	parent	0	0	500	504	0	-4	0.0		3	27	0	0	0	0		1	1	89	2	5	24	
glacierkeep_s12_B	glacierkeep	12	B	US	Titanium collected (tiebreak)	1000	parent	0	0	500	2736	2736	500	1.0		10	92	0	0	0	0		0	1	64	2	5	12	
midgard_s10_A	midgard	10	A	OPP	Core destroyed	222	parent	504	0	-4	0	0	500		0.0	11	70	1	3	4	0		2	0		3	9	2	
midgard_s10_B	midgard	10	B	OPP	Core destroyed	121	parent	774	272	-2	702	284	82	0.4046	0.3514	6	32	0	0	0	0		0	1	42	2	9	0	
midgard_s11_A	midgard	11	A	US	Core destroyed	391	parent	0	0	500	540	24	-16	0.0444		8	47	0	3	3	1	258	2	2	182	10	9	7	
midgard_s11_B	midgard	11	B	OPP	Core destroyed	173	parent	504	0	-4	1062	620	58	0.5838	0.0	6	32	0	3	3	1	53	1	2	42	2	9	4	
midgard_s12_A	midgard	12	A	US	Core destroyed	357	parent	0	0	500	1170	664	-6	0.5675		9	64	1	11	12	3	71	5	2	257	4	9	12	
midgard_s12_B	midgard	12	B	OPP	Core destroyed	165	parent	864	364	0	72	72	500	1.0	0.4213	7	40	0	3	3	1	52	1	1	42	2	9	7	
nordkap_s10_A	nordkap	10	A	OPP	Core destroyed	308	parent	792	292	0	0	0	500		0.3687	15	56	2	11	13	0		2	0		3	1	13	
nordkap_s10_B	nordkap	10	B	OPP	Core destroyed	325	parent	504	0	-4	0	0	500		0.0	19	65	7	4	11	1	12	2	0		2	1	6	
nordkap_s11_A	nordkap	11	A	OPP	Core destroyed	290	parent	576	72	-4	0	0	500		0.125	10	46	0	5	5	1	11	1	0		4	1	8	
nordkap_s11_B	nordkap	11	B	OPP	Core destroyed	288	parent	504	0	-4	0	0	500		0.0	19	103	3	7	10	1	92	2	0		3	1	14	
nordkap_s12_A	nordkap	12	A	OPP	Core destroyed	158	parent	504	0	-4	0	0	500		0.0	11	33	2	4	6	2	15	2	0		3	1	3	
nordkap_s12_B	nordkap	12	B	US	Core destroyed	169	parent	1008	990	482	504	0	-4	0.0	0.9821	6	24	0	3	3	0		0	1	100	2	1	9	
yulerune_s10_A	yulerune	10	A	OPP	Core destroyed	144	parent	504	0	-4	0	0	500		0.0	4	16	0	0	0	0		0	0		4	4	3	
