tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
atoll_s1_A	7	4	12	HOME	1	2	1	0	200.5	8.5	416
atoll_s1_A	12	8	8	HOP	3	4	1	0	72.5	72.5	416
atoll_s1_A	19	12	4	HOP	5	9	4	0	8.5	200.5	416
atoll_s1_A	34	12	3	RING	10	-1	406	1	6.5	222.5	416
atoll_s1_B	7	13	5	HOME	1	2	1	0	200.5	8.5	157
atoll_s1_B	12	9	9	HOP	3	4	1	0	72.5	72.5	157
atoll_s1_B	41	4	13	RING	18	20	2	0	4.5	220.5	157
atoll_s1_B	89	5	14	RING	54	-1	103	1	6.5	222.5	157
atoll_s2_A	7	4	12	HOME	1	2	1	0	200.5	8.5	999
atoll_s2_A	12	8	8	HOP	3	4	1	0	72.5	72.5	999
atoll_s2_A	21	14	5	RING	6	9	3	0	6.5	222.5	999
atoll_s2_A	40	12	3	RING	13	-1	986	1	6.5	222.5	999
atoll_s2_A	883	0	15	HOME	814	815	1	0	366.5	6.5	999
atoll_s2_A	891	9	12	HOP	820	821	1	0	120.5	48.5	999
atoll_s2_A	914	5	17	HOP	842	843	1	0	300.5	12.5	999
atoll_s2_A	923	12	12	HOP	848	849	1	0	96.5	96.5	999
atoll_s2_B	7	13	5	HOME	1	2	1	0	200.5	8.5	151
atoll_s2_B	12	9	9	HOP	3	4	1	0	72.5	72.5	151
atoll_s3_A	7	4	12	HOME	1	2	1	0	200.5	8.5	999
atoll_s3_A	12	8	8	HOP	3	4	1	0	72.5	72.5	999
atoll_s3_A	22	14	5	RING	6	59	53	0	6.5	222.5	999
atoll_s3_A	163	5	8	HOP	84	85	1	0	120.5	48.5	999
atoll_s3_A	240	0	13	HOME	152	153	1	0	320.5	8.5	999
atoll_s3_A	249	9	10	HOP	160	161	1	0	86.5	62.5	999
atoll_s3_A	272	6	15	HOP	180	-1	819	1	228.5	12.5	999
atoll_s3_A	293	0	16	HOME	198	-1	801	1	392.5	8.5	999
atoll_s3_A	509	0	10	HOP	395	-1	604	1	266.5	26.5	999
atoll_s3_A	521	0	4	HOP	404	-1	595	1	212.5	116.5	999
atoll_s3_A	533	4	0	HOP	415	-1	584	1	116.5	212.5	999
atoll_s3_A	544	10	0	HOP	424	-1	575	1	26.5	266.5	999
atoll_s3_B	7	13	5	HOME	1	2	1	0	200.5	8.5	205
atoll_s3_B	13	9	9	HOP	3	4	1	0	72.5	72.5	205
atoll_s3_B	23	5	14	RING	6	-1	199	1	6.5	222.5	205
atoll_s3_B	80	16	4	HOME	48	49	1	0	292.5	4.5	205
atoll_s3_B	87	12	12	HOP	54	55	1	0	96.5	96.5	205
drakkarfjord_s1_A	7	5	23	HOME	1	2	1	0	804.5	8.5	451
drakkarfjord_s1_A	11	10	20	HOP	3	4	1	0	512.5	76.5	451
drakkarfjord_s1_A	13	14	16	HOP	5	6	1	0	288.5	204.5	451
drakkarfjord_s1_A	14	18	12	HOP	7	8	1	0	128.5	396.5	451
drakkarfjord_s1_A	15	22	8	HOP	9	10	1	0	32.5	652.5	451
drakkarfjord_s1_B	7	24	6	HOME	1	2	1	0	804.5	8.5	200
drakkarfjord_s1_B	11	19	9	HOP	3	4	1	0	512.5	76.5	200
drakkarfjord_s1_B	13	15	13	HOP	5	6	1	0	288.5	204.5	200
drakkarfjord_s1_B	14	11	17	HOP	7	8	1	0	128.5	396.5	200
drakkarfjord_s1_B	15	7	21	HOP	9	10	1	0	32.5	652.5	200
drakkarfjord_s2_A	7	5	23	HOME	1	2	1	0	804.5	8.5	609
drakkarfjord_s2_A	11	10	20	HOP	3	4	1	0	512.5	76.5	609
drakkarfjord_s2_A	13	14	16	HOP	5	6	1	0	288.5	204.5	609
drakkarfjord_s2_A	14	18	12	HOP	7	8	1	0	128.5	396.5	609
drakkarfjord_s2_A	15	22	8	HOP	9	10	1	0	32.5	652.5	609
drakkarfjord_s2_A	523	4	22	HOME	165	166	1	0	812.5	8.5	609
drakkarfjord_s2_A	532	9	18	HOP	168	169	1	0	488.5	84.5	609
drakkarfjord_s2_A	554	16	14	HOP	173	174	1	0	200.5	292.5	609
drakkarfjord_s2_A	577	23	8	HOP	180	181	1	0	24.5	692.5	609
drakkarfjord_s2_A	658	5	24	HOME	204	205	1	0	842.5	6.5	609
drakkarfjord_s2_A	676	12	20	HOP	209	210	1	0	450.5	110.5	609
drakkarfjord_s2_A	693	17	14	HOP	215	216	1	0	180.5	320.5	609
drakkarfjord_s2_A	707	22	8	HOP	220	221	1	0	32.5	652.5	609
drakkarfjord_s2_A	752	1	22	HOME	236	237	1	0	956.5	8.5	609
drakkarfjord_s2_A	760	6	19	HOP	238	239	1	0	630.5	42.5	609
drakkarfjord_s2_A	775	14	15	HOP	244	245	1	0	266.5	222.5	609
drakkarfjord_s2_A	794	20	9	HOP	250	251	1	0	62.5	546.5	609
drakkarfjord_s2_A	859	4	27	HOME	272	273	1	0	1012.5	8.5	609
drakkarfjord_s2_A	887	11	20	HOP	280	281	1	0	480.5	92.5	609
drakkarfjord_s2_A	914	18	13	HOP	288	289	1	0	144.5	372.5	609
drakkarfjord_s2_A	1018	14	18	HOP	320	330	10	0	338.5	174.5	609
drakkarfjord_s2_A	1043	10	20	HOP	328	329	1	0	512.5	76.5	609
drakkarfjord_s2_A	1056	18	13	HOP	332	333	1	0	144.5	372.5	609
drakkarfjord_s2_A	1164	7	23	HOP	373	374	1	0	722.5	22.5	609
drakkarfjord_s2_A	1176	14	17	HOP	380	381	1	0	312.5	188.5	609
drakkarfjord_s2_A	1316	6	25	HOP	439	440	1	0	840.5	12.5	609
drakkarfjord_s2_A	1335	14	16	HOP	452	453	1	0	288.5	204.5	609
drakkarfjord_s2_A	1418	7	25	HOP	494	495	1	0	800.5	20.5	609
drakkarfjord_s2_A	1453	17	13	HOP	510	511	1	0	162.5	342.5	609
drakkarfjord_s2_A	1560	6	25	HOP	561	562	1	0	840.5	12.5	609
drakkarfjord_s2_A	1575	12	18	HOP	568	569	1	0	392.5	132.5	609
drakkarfjord_s2_B	7	24	6	HOME	1	2	1	0	804.5	8.5	122
drakkarfjord_s2_B	11	19	9	HOP	3	4	1	0	512.5	76.5	122
drakkarfjord_s2_B	13	15	13	HOP	5	6	1	0	288.5	204.5	122
drakkarfjord_s2_B	14	11	17	HOP	7	8	1	0	128.5	396.5	122
drakkarfjord_s2_B	15	7	21	HOP	9	10	1	0	32.5	652.5	122
drakkarfjord_s3_A	7	5	23	HOME	1	2	1	0	804.5	8.5	407
drakkarfjord_s3_A	11	10	20	HOP	3	4	1	0	512.5	76.5	407
drakkarfjord_s3_A	13	14	16	HOP	5	6	1	0	288.5	204.5	407
drakkarfjord_s3_A	14	18	12	HOP	7	8	1	0	128.5	396.5	407
drakkarfjord_s3_A	15	22	8	HOP	9	10	1	0	32.5	652.5	407
drakkarfjord_s3_A	535	5	25	HOME	256	317	61	0	882.5	6.5	407
drakkarfjord_s3_A	562	0	23	HOME	264	265	1	0	1044.5	8.5	407
drakkarfjord_s3_A	578	10	20	HOP	271	272	1	0	512.5	76.5	407
drakkarfjord_s3_A	588	15	15	HOP	275	276	1	0	242.5	246.5	407
drakkarfjord_s3_A	601	22	11	HOP	280	281	1	0	62.5	562.5	407
drakkarfjord_s3_A	618	28	7	HOP	288	-1	119	1	8.5	956.5	407
drakkarfjord_s3_A	700	10	21	HOP	318	319	1	0	544.5	68.5	407
drakkarfjord_s3_A	715	17	17	HOP	323	324	1	0	246.5	266.5	407
drakkarfjord_s3_A	886	7	28	HOP	388	-1	19	1	932.5	32.5	407
drakkarfjord_s3_B	7	24	6	HOME	1	2	1	0	804.5	8.5	139
drakkarfjord_s3_B	11	19	9	HOP	3	4	1	0	512.5	76.5	139
drakkarfjord_s3_B	13	15	13	HOP	5	6	1	0	288.5	204.5	139
drakkarfjord_s3_B	14	11	17	HOP	7	8	1	0	128.5	396.5	139
drakkarfjord_s3_B	15	6	20	HOP	9	10	1	0	32.5	660.5	139
glacierkeep_s1_A	7	14	5	HOME	1	2	1	0	462.5	6.5	146
glacierkeep_s1_A	11	15	11	HOP	3	4	1	0	240.5	72.5	146
glacierkeep_s1_A	13	16	17	HOP	5	6	1	0	92.5	212.5	146
glacierkeep_s1_A	14	15	23	HOP	7	8	1	0	12.5	420.5	146
glacierkeep_s1_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s1_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s1_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s1_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s2_A	7	14	5	HOME	1	2	1	0	462.5	6.5	380
glacierkeep_s2_A	11	15	11	HOP	3	4	1	0	240.5	72.5	380
glacierkeep_s2_A	13	16	17	HOP	5	6	1	0	92.5	212.5	380
