tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
atoll_s1_A	32	first_fwd_sentinel	251	75	100	4	0	2	15	10	0	20
atoll_s1_A	300	r300	235	70	80	7	0	3	15	10	0	20
atoll_s1_A	416	end	207	62	60	4	0	3	10	10	0	20
atoll_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s1_B	66	first_fwd_sentinel	290	87	100	4	0	6	10	10	20	40
atoll_s1_B	157	r300	290	87	100	4	0	6	10	10	20	40
atoll_s1_B	157	end	290	87	100	4	0	6	10	10	20	40
atoll_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s2_A	31	first_fwd_sentinel	234	70	80	12	0	2	10	10	0	20
atoll_s2_A	300	r300	223	66	60	16	0	2	15	10	0	20
atoll_s2_A	999	end	266	79	60	15	0	6	15	10	0	60
atoll_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s2_B	151	r300	287	86	60	10	0	2	15	0	20	80
atoll_s2_B	151	end	287	86	60	10	0	2	15	0	20	80
atoll_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s3_A	300	r300	367	110	60	12	0	0	15	20	40	120
atoll_s3_A	999	end	470	141	60	10	0	0	20	60	40	180
atoll_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s3_B	110	first_fwd_sentinel	327	98	80	4	0	3	10	10	40	80
atoll_s3_B	205	r300	306	91	60	4	0	2	10	10	40	80
atoll_s3_B	205	end	306	91	60	4	0	2	10	10	40	80
atoll_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s1_A	160	first_fwd_sentinel	346	103	80	22	0	9	15	0	20	100
drakkarfjord_s1_A	300	r300	351	105	60	44	0	7	20	0	20	100
drakkarfjord_s1_A	451	end	400	120	60	78	0	7	35	0	20	100
drakkarfjord_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s1_B	145	first_fwd_sentinel	363	108	80	35	0	8	20	0	20	100
drakkarfjord_s1_B	200	r300	343	102	80	35	0	8	20	0	0	100
drakkarfjord_s1_B	200	end	343	102	80	35	0	8	20	0	0	100
drakkarfjord_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s2_A	300	r300	430	129	80	85	0	0	45	0	80	40
drakkarfjord_s2_A	609	end	428	128	60	88	0	0	40	0	80	60
drakkarfjord_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s2_B	67	first_fwd_sentinel	256	76	100	18	0	8	10	0	0	20
drakkarfjord_s2_B	122	r300	255	76	100	16	0	9	10	0	0	20
drakkarfjord_s2_B	122	end	255	76	100	16	0	9	10	0	0	20
drakkarfjord_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s3_A	297	first_fwd_sentinel	492	147	80	83	0	9	40	20	20	140
drakkarfjord_s3_A	300	r300	492	147	80	83	0	9	40	20	20	140
drakkarfjord_s3_A	407	end	563	168	80	104	0	9	50	20	60	140
drakkarfjord_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s3_B	56	first_fwd_sentinel	258	77	100	18	0	10	10	0	0	20
drakkarfjord_s3_B	139	r300	254	76	100	16	0	8	10	0	0	20
drakkarfjord_s3_B	139	end	254	76	100	16	0	8	10	0	0	20
drakkarfjord_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s1_A	91	first_fwd_sentinel	305	91	120	10	0	10	5	0	20	40
glacierkeep_s1_A	146	r300	285	85	100	10	0	10	5	0	20	40
glacierkeep_s1_A	146	end	285	85	100	10	0	10	5	0	20	40
glacierkeep_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s1_B	64	first_fwd_sentinel	264	79	120	9	0	10	5	0	0	20
glacierkeep_s1_B	300	r300	220	66	80	7	0	8	5	0	0	20
glacierkeep_s1_B	999	end	230	69	80	7	0	8	15	0	0	20
glacierkeep_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s2_A	216	first_fwd_sentinel	298	89	100	18	0	10	10	0	20	40
glacierkeep_s2_A	300	r300	299	89	100	18	0	11	10	0	20	40
glacierkeep_s2_A	380	end	299	89	100	18	0	11	10	0	20	40
glacierkeep_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s2_B	65	first_fwd_sentinel	264	79	120	10	0	9	5	0	0	20
glacierkeep_s2_B	140	r300	260	78	120	7	0	8	5	0	0	20
glacierkeep_s2_B	140	end	260	78	120	7	0	8	5	0	0	20
glacierkeep_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_A	76	first_fwd_sentinel	284	85	120	10	0	9	5	0	20	20
glacierkeep_s3_A	180	r300	283	84	120	9	0	9	5	0	20	20
glacierkeep_s3_A	180	end	283	84	120	9	0	9	5	0	20	20
glacierkeep_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_B	224	first_fwd_sentinel	253	75	100	14	0	9	10	0	0	20
glacierkeep_s3_B	279	r300	210	63	60	14	0	6	10	0	0	20
glacierkeep_s3_B	279	end	210	63	60	14	0	6	10	0	0	20
glacierkeep_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_A	116	first_fwd_sentinel	343	102	100	22	0	6	25	10	20	60
midgard_s1_A	207	r300	327	98	80	24	0	8	25	10	20	60
midgard_s1_A	207	end	327	98	80	24	0	8	25	10	20	60
midgard_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s1_B	123	r300	252	75	80	22	0	0	20	10	0	20
midgard_s1_B	123	end	252	75	80	22	0	0	20	10	0	20
midgard_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_A	142	first_fwd_sentinel	315	94	80	28	0	7	30	10	20	40
midgard_s2_A	197	r300	295	88	60	34	0	6	35	0	20	40
midgard_s2_A	197	end	295	88	60	34	0	6	35	0	20	40
midgard_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_B	42	first_fwd_sentinel	223	66	60	13	0	0	20	10	0	20
midgard_s2_B	200	r300	145	43	0	14	0	1	10	0	0	20
midgard_s2_B	200	end	145	43	0	14	0	1	10	0	0	20
midgard_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_A	76	first_fwd_sentinel	282	84	60	13	0	4	15	30	40	20
midgard_s3_A	192	r300	231	69	20	7	0	4	10	30	40	20
midgard_s3_A	192	end	231	69	20	7	0	4	10	30	40	20
midgard_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s3_B	167	r300	232	69	60	20	0	7	15	10	20	0
midgard_s3_B	167	end	232	69	60	20	0	7	15	10	20	0
midgard_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_A	300	r300	206	61	20	35	0	6	25	0	0	20
nordkap_s1_A	345	end	226	67	40	35	0	6	25	0	0	20
nordkap_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_B	215	r300	234	70	60	6	0	3	5	0	60	0
nordkap_s1_B	215	end	234	70	60	6	0	3	5	0	60	0
nordkap_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_A	418	first_fwd_sentinel	263	78	20	18	0	5	20	0	60	40
nordkap_s2_A	300	r300	214	64	20	18	0	6	20	10	20	20
nordkap_s2_A	479	end	263	78	20	18	0	5	20	0	60	40
nordkap_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_B	124	first_fwd_sentinel	301	90	100	5	0	11	5	0	40	40
nordkap_s2_B	179	r300	301	90	100	5	0	11	5	0	40	40
nordkap_s2_B	179	end	301	90	100	5	0	11	5	0	40	40
nordkap_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_A	96	first_fwd_sentinel	280	84	100	6	0	9	5	0	40	20
nordkap_s3_A	300	r300	238	71	60	6	0	7	5	0	40	20
nordkap_s3_A	952	end	238	71	40	5	0	8	5	0	40	40
nordkap_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_B	125	first_fwd_sentinel	315	94	120	5	0	10	10	10	40	20
nordkap_s3_B	192	r300	314	94	120	5	0	9	10	10	40	20
nordkap_s3_B	192	end	314	94	120	5	0	9	10	10	40	20
nordkap_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
