w0_1	midgard	A	341000	101	INSTR	C63	A	3	100	62	0	60	58	2	2	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
w0_1	midgard	A	341000	101	INSTR	C63	A	5	100	71	5	60	51	9	11	11	11	0	0	5	0	0	0	0	0	0	0	11	0	0	10	0	0	0	0
w0_1	midgard	A	341000	101	INSTR	C63	A	7	100	87	10	75	57	18	12	12	4	8	0	0	0	0	0	0	0	0	0	12	0	0	37	0	0	0	0
w0_1	midgard	A	341000	101	INSTR	C63	A	9	100	78	5	64	60	4	14	14	4	10	0	11	0	0	0	0	0	0	0	11	3	0	7	0	0	0	0
w0_1	midgard	A	341000	101	INSTR	C63	A	11	100	52	41	45	36	9	7	6	4	2	0	2	0	0	1	0	0	0	0	6	0	1	4	0	0	0	0
w0_1	midgard	A	341000	101	INSTR	C63	A	16	100	56	0	55	51	4	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
w0_2	midgard	B	341000	221	CTRL	C63	B	4	129	86	0	79	73	6	7	7	0	7	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0
w0_2	midgard	B	341000	221	CTRL	C63	B	6	220	156	18	149	146	3	7	7	6	1	0	6	0	0	0	0	0	0	0	7	0	0	90	0	0	0	0
w0_2	midgard	B	341000	221	CTRL	C63	B	8	220	193	5	57	55	2	136	6	3	3	0	5	128	0	2	0	0	0	0	6	0	130	6	0	128	0	0
w0_2	midgard	B	341000	221	CTRL	C63	B	10	119	76	0	69	66	3	7	7	5	2	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
w0_2	midgard	B	341000	221	CTRL	C63	B	12	220	208	0	106	100	6	102	61	4	57	0	10	40	0	1	0	0	0	0	73	22	7	109	0	40	0	0
w0_2	midgard	B	341000	221	CTRL	C63	B	16	54	47	0	43	43	0	4	4	0	4	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0
w0_5	midgard	A	341002	172	CTRL	C63	A	3	55	47	0	45	44	1	2	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
w0_5	midgard	A	341002	172	CTRL	C63	A	5	171	105	5	102	98	4	3	2	2	0	0	1	1	0	0	0	0	0	0	2	0	1	42	1	0	0	0
w0_5	midgard	A	341002	172	CTRL	C63	A	7	171	117	20	111	106	5	6	5	4	1	0	1	0	0	1	0	0	0	0	4	1	1	0	0	0	0	0
w0_5	midgard	A	341002	172	CTRL	C63	A	9	150	79	0	69	61	8	10	9	6	3	0	2	0	0	1	0	0	0	0	8	1	1	3	0	0	0	0
w0_5	midgard	A	341002	172	CTRL	C63	A	12	171	39	123	39	36	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
w0_5	midgard	A	341002	172	CTRL	C63	A	15	139	61	0	57	55	2	4	4	4	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
w0_6	midgard	B	341002	143	CTRL	C63	B	4	63	59	0	53	53	0	6	6	4	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
w0_6	midgard	B	341002	143	CTRL	C63	B	6	142	78	5	67	61	6	11	10	7	3	0	4	0	0	1	0	0	0	0	10	0	1	4	0	0	0	0
w0_6	midgard	B	341002	143	CTRL	C63	B	8	142	102	5	94	72	22	8	6	1	5	0	1	0	0	2	0	0	0	0	3	3	2	20	0	0	0	0
w0_6	midgard	B	341002	143	CTRL	C63	B	10	95	73	5	62	59	3	11	11	8	3	0	3	0	0	0	0	0	0	0	10	1	0	3	0	0	0	0
w0_6	midgard	B	341002	143	CTRL	C63	B	12	142	100	0	66	59	7	34	6	1	5	0	5	27	0	1	0	0	0	0	32	0	2	59	0	27	0	0
w0_6	midgard	B	341002	143	CTRL	C63	B	17	108	72	0	61	54	7	11	11	8	3	0	4	0	0	0	0	0	0	0	10	1	0	3	0	0	0	0
w0_9	midgard	A	341004	86	INSTR	C63	A	3	60	54	0	51	49	2	3	3	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
w0_9	midgard	A	341004	86	INSTR	C63	A	5	85	54	5	50	44	6	4	3	3	0	0	0	0	0	1	0	0	0	0	3	0	1	4	0	0	0	0
w0_9	midgard	A	341004	86	INSTR	C63	A	7	85	68	10	61	47	14	7	7	6	1	0	0	0	0	0	0	0	0	0	7	0	0	23	0	0	0	0
w0_9	midgard	A	341004	86	INSTR	C63	A	110	85	45	0	33	32	1	12	12	8	4	0	0	0	0	0	0	0	0	0	11	1	0	8	0	0	0	0
w0_9	midgard	A	341004	86	INSTR	C63	A	9	85	75	0	64	56	8	11	11	7	4	0	6	0	0	0	0	0	0	0	8	3	0	6	0	0	0	0
w0_9	midgard	A	341004	86	INSTR	C63	A	11	85	60	10	49	44	5	11	11	0	11	0	0	0	0	0	0	0	0	0	9	2	0	5	0	0	0	0
w0_9	midgard	A	341004	86	INSTR	C63	A	14	85	73	2	61	58	3	12	12	3	9	0	0	0	0	0	0	0	0	0	9	3	0	2	0	0	0	0
w0_10	midgard	B	341004	162	INSTR	C63	B	4	161	66	0	60	58	2	6	2	0	2	0	0	4	0	0	0	0	0	0	2	0	4	2	0	4	0	0
w0_10	midgard	B	341004	162	INSTR	C63	B	6	161	140	5	116	116	0	24	23	20	3	0	20	0	0	1	0	0	0	0	21	0	3	60	0	0	0	0
w0_10	midgard	B	341004	162	INSTR	C63	B	8	161	78	5	71	65	6	7	5	5	0	0	2	0	0	2	0	0	0	0	3	1	3	4	0	0	0	0
w0_10	midgard	B	341004	162	INSTR	C63	B	10	161	150	0	142	105	37	8	8	8	0	0	7	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0
