r	our_core_hp	opp_core_hp	our_ti	our_ammo	our_coll	opp_ti	opp_ammo	opp_coll	sent	gun	lau	bot	near_bot	near_sent	near_lau	opp_near_bot
0	500	500	470	0	0	470	0	0	0	0	0	1	0	0	0	0
1	500	500	406	0	0	434	0	0	0	0	1	2	0	0	0	0
2	500	500	361	0	0	392	0	0	0	0	0	3	0	0	0	0
3	500	500	305	0	0	354	0	0	0	0	1	3	0	0	0	0
4	500	500	295	0	0	260	0	0	0	0	0	3	0	0	0	0
5	500	500	262	0	0	193	0	0	0	0	1	3	0	0	0	0
6	500	500	272	0	10	187	0	0	0	0	0	3	0	0	0	0
7	500	500	249	0	10	197	0	0	0	0	1	3	0	0	0	0
8	500	500	249	0	10	207	0	10	0	0	0	3	0	0	0	0
9	500	500	216	0	10	162	0	10	0	0	1	3	0	0	0	0
10	500	500	226	0	20	140	16	10	0	0	0	3	0	0	0	0
11	500	500	203	0	20	136	24	10	0	0	1	3	0	0	1	0
12	500	500	203	0	20	146	24	20	0	0	1	3	0	0	1	0
13	500	500	203	0	20	86	24	30	0	0	1	3	0	0	1	0
14	500	500	178	0	30	86	24	30	0	0	2	3	0	0	2	0
15	500	500	91	0	30	46	14	30	0	0	2	4	0	0	2	0
16	500	500	69	16	30	46	24	40	0	0	2	4	0	0	2	0
17	500	500	69	16	30	49	14	50	0	0	2	4	0	0	2	0
18	500	500	73	16	40	39	24	50	0	0	2	4	0	0	2	0
19	500	500	83	16	40	42	14	50	0	0	2	3	0	0	2	0
20	500	500	93	16	50	42	24	60	0	0	2	3	0	0	2	0
21	500	500	93	16	50	45	24	70	0	0	2	3	0	0	2	0
22	500	500	65	16	60	45	24	70	0	0	2	3	0	0	2	0
23	500	500	70	16	60	48	24	70	0	0	2	3	0	0	2	0
24	500	500	80	16	70	58	24	80	0	0	2	3	0	0	2	0
25	500	500	74	16	70	51	24	80	0	0	2	3	0	0	2	0
26	500	500	78	16	80	61	24	90	0	0	2	3	0	0	2	0
27	500	500	88	16	80	81	24	100	0	0	2	3	0	0	2	0
28	500	500	92	16	90	49	24	120	0	0	2	3	0	0	2	0
