tree=_v537socket	map=atoll	harv_built_pre=2	harv_built_post=2	first_rebuild_rnd=252	conv_built_pre=5	conv_built_post=5	famine_rnd=-1	mouth_rounds_post=145	deliv_sightings_post=37	run_raised=0	turret_built_post=4	afford_sentinel_rounds=57	sentinel_bar_ti=119	ti_final=77	final_harvesters=2	seed=100
tree=_v542wave	map=atoll	harv_built_pre=2	harv_built_post=2	first_rebuild_rnd=132	conv_built_pre=5	conv_built_post=5	famine_rnd=121	mouth_rounds_post=262	deliv_sightings_post=66	run_raised=0	turret_built_post=4	afford_sentinel_rounds=40	sentinel_bar_ti=119	ti_final=76	final_harvesters=2	seed=100
tree=_v537socket	map=atoll	harv_built_pre=2	harv_built_post=2	first_rebuild_rnd=276	conv_built_pre=5	conv_built_post=5	famine_rnd=-1	mouth_rounds_post=121	deliv_sightings_post=31	run_raised=0	turret_built_post=3	afford_sentinel_rounds=45	sentinel_bar_ti=113	ti_final=114	final_harvesters=2	seed=140
tree=_v542wave	map=atoll	harv_built_pre=2	harv_built_post=2	first_rebuild_rnd=162	conv_built_pre=5	conv_built_post=5	famine_rnd=161	mouth_rounds_post=234	deliv_sightings_post=59	run_raised=0	turret_built_post=3	afford_sentinel_rounds=28	sentinel_bar_ti=113	ti_final=113	final_harvesters=2	seed=140
tree=_v537socket	map=atoll	harv_built_pre=2	harv_built_post=0	first_rebuild_rnd=-1	conv_built_pre=5	conv_built_post=0	famine_rnd=-1	mouth_rounds_post=0	deliv_sightings_post=0	run_raised=0	turret_built_post=4	afford_sentinel_rounds=41	sentinel_bar_ti=121	ti_final=133	final_harvesters=0	seed=180
tree=_v542wave	map=atoll	harv_built_pre=2	harv_built_post=2	first_rebuild_rnd=228	conv_built_pre=5	conv_built_post=5	famine_rnd=201	mouth_rounds_post=168	deliv_sightings_post=42	run_raised=0	turret_built_post=3	afford_sentinel_rounds=41	sentinel_bar_ti=119	ti_final=66	final_harvesters=2	seed=180
tree=_v537socket	map=glacierkeep	harv_built_pre=1	harv_built_post=3	first_rebuild_rnd=244	conv_built_pre=13	conv_built_post=33	famine_rnd=-1	mouth_rounds_post=129	deliv_sightings_post=33	run_raised=0	turret_built_post=1	afford_sentinel_rounds=32	sentinel_bar_ti=105	ti_final=92	final_harvesters=3	seed=100
tree=_v542wave	map=glacierkeep	harv_built_pre=1	harv_built_post=3	first_rebuild_rnd=132	conv_built_pre=13	conv_built_post=33	famine_rnd=121	mouth_rounds_post=240	deliv_sightings_post=60	run_raised=0	turret_built_post=1	afford_sentinel_rounds=23	sentinel_bar_ti=105	ti_final=92	final_harvesters=3	seed=100
tree=_v537socket	map=glacierkeep	harv_built_pre=1	harv_built_post=3	first_rebuild_rnd=268	conv_built_pre=13	conv_built_post=30	famine_rnd=-1	mouth_rounds_post=105	deliv_sightings_post=27	run_raised=0	turret_built_post=1	afford_sentinel_rounds=32	sentinel_bar_ti=104	ti_final=56	final_harvesters=3	seed=140
tree=_v542wave	map=glacierkeep	harv_built_pre=1	harv_built_post=3	first_rebuild_rnd=162	conv_built_pre=13	conv_built_post=30	famine_rnd=161	mouth_rounds_post=211	deliv_sightings_post=53	run_raised=0	turret_built_post=1	afford_sentinel_rounds=23	sentinel_bar_ti=104	ti_final=56	final_harvesters=3	seed=140
tree=_v537socket	map=glacierkeep	harv_built_pre=1	harv_built_post=3	first_rebuild_rnd=252	conv_built_pre=13	conv_built_post=33	famine_rnd=-1	mouth_rounds_post=121	deliv_sightings_post=31	run_raised=0	turret_built_post=0	afford_sentinel_rounds=36	sentinel_bar_ti=105	ti_final=85	final_harvesters=3	seed=180
tree=_v542wave	map=glacierkeep	harv_built_pre=1	harv_built_post=3	first_rebuild_rnd=224	conv_built_pre=13	conv_built_post=33	famine_rnd=201	mouth_rounds_post=142	deliv_sightings_post=36	run_raised=0	turret_built_post=0	afford_sentinel_rounds=19	sentinel_bar_ti=105	ti_final=85	final_harvesters=3	seed=180
tree=_v537socket	map=midgard	harv_built_pre=4	harv_built_post=2	first_rebuild_rnd=144	conv_built_pre=14	conv_built_post=9	famine_rnd=-1	mouth_rounds_post=296	deliv_sightings_post=64	run_raised=0	turret_built_post=2	afford_sentinel_rounds=132	sentinel_bar_ti=117	ti_final=260	final_harvesters=2	seed=100
tree=_v542wave	map=midgard	harv_built_pre=4	harv_built_post=3	first_rebuild_rnd=124	conv_built_pre=16	conv_built_post=7	famine_rnd=121	mouth_rounds_post=272	deliv_sightings_post=68	run_raised=0	turret_built_post=4	afford_sentinel_rounds=70	sentinel_bar_ti=118	ti_final=158	final_harvesters=3	seed=100
tree=_v537socket	map=midgard	harv_built_pre=4	harv_built_post=2	first_rebuild_rnd=180	conv_built_pre=14	conv_built_post=7	famine_rnd=-1	mouth_rounds_post=256	deliv_sightings_post=55	run_raised=0	turret_built_post=1	afford_sentinel_rounds=116	sentinel_bar_ti=116	ti_final=245	final_harvesters=2	seed=140
tree=_v542wave	map=midgard	harv_built_pre=4	harv_built_post=3	first_rebuild_rnd=168	conv_built_pre=16	conv_built_post=7	famine_rnd=161	mouth_rounds_post=226	deliv_sightings_post=57	run_raised=0	turret_built_post=2	afford_sentinel_rounds=60	sentinel_bar_ti=118	ti_final=181	final_harvesters=3	seed=140
tree=_v537socket	map=midgard	harv_built_pre=4	harv_built_post=1	first_rebuild_rnd=221	conv_built_pre=14	conv_built_post=6	famine_rnd=-1	mouth_rounds_post=216	deliv_sightings_post=45	run_raised=0	turret_built_post=1	afford_sentinel_rounds=104	sentinel_bar_ti=114	ti_final=214	final_harvesters=1	seed=180
tree=_v542wave	map=midgard	harv_built_pre=4	harv_built_post=3	first_rebuild_rnd=208	conv_built_pre=16	conv_built_post=7	famine_rnd=201	mouth_rounds_post=184	deliv_sightings_post=46	run_raised=0	turret_built_post=1	afford_sentinel_rounds=39	sentinel_bar_ti=118	ti_final=153	final_harvesters=3	seed=180
