tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
atoll_s1_A	7	4	12	HOME	1	2	1	0	200.5	8.5	195
atoll_s1_A	12	8	8	HOP	3	4	1	0	72.5	72.5	195
atoll_s1_A	27	14	5	RING	8	10	2	0	6.5	222.5	195
atoll_s1_A	39	12	4	HOP	12	67	55	0	8.5	200.5	195
atoll_s1_A	231	5	17	HOP	110	111	1	0	300.5	12.5	195
atoll_s1_A	235	8	12	HOP	112	113	1	0	132.5	36.5	195
atoll_s1_A	242	12	7	HOP	115	116	1	0	26.5	146.5	195
atoll_s1_A	309	12	2	RING	152	-1	43	1	6.5	246.5	195
atoll_s1_B	7	13	5	HOME	1	2	1	0	200.5	8.5	375
atoll_s1_B	13	9	9	HOP	3	4	1	0	72.5	72.5	375
atoll_s1_B	406	15	7	HOP	265	266	1	0	212.5	20.5	375
atoll_s2_A	7	4	12	HOME	1	2	1	0	200.5	8.5	234
atoll_s2_A	12	8	8	HOP	3	4	1	0	72.5	72.5	234
atoll_s2_A	36	12	2	RING	11	-1	223	1	6.5	246.5	234
atoll_s2_A	296	5	17	HOP	158	159	1	0	300.5	12.5	234
atoll_s2_A	308	13	9	HOP	168	169	1	0	44.5	140.5	234
atoll_s2_B	7	13	5	HOME	1	2	1	0	200.5	8.5	484
atoll_s2_B	12	9	9	HOP	3	4	1	0	72.5	72.5	484
atoll_s2_B	24	3	12	RING	6	-1	478	1	6.5	222.5	484
atoll_s2_B	82	12	2	HOME	36	37	1	0	246.5	6.5	484
atoll_s2_B	218	12	5	HOP	132	133	1	0	180.5	12.5	484
atoll_s2_B	228	5	11	HOP	140	141	1	0	18.5	162.5	484
atoll_s2_B	447	10	5	HOP	320	321	1	0	146.5	26.5	484
atoll_s3_A	7	4	12	HOME	1	2	1	0	200.5	8.5	264
atoll_s3_A	12	8	8	HOP	3	4	1	0	72.5	72.5	264
atoll_s3_A	25	12	3	RING	6	22	16	0	6.5	222.5	264
atoll_s3_A	186	5	17	HOP	138	139	1	0	300.5	12.5	264
atoll_s3_A	189	13	9	HOP	148	149	1	0	44.5	140.5	264
atoll_s3_B	7	13	5	HOME	1	2	1	0	200.5	8.5	266
atoll_s3_B	12	9	9	HOP	3	4	1	0	72.5	72.5	266
atoll_s3_B	21	4	13	RING	6	-1	260	1	4.5	220.5	266
atoll_s3_B	209	13	5	HOME	129	130	1	0	200.5	8.5	266
atoll_s3_B	220	12	9	HOP	140	141	1	0	120.5	48.5	266
drakkarfjord_s1_A	7	5	23	HOME	1	2	1	0	804.5	8.5	414
drakkarfjord_s1_A	11	10	20	HOP	3	4	1	0	512.5	76.5	414
drakkarfjord_s1_A	13	14	16	HOP	5	6	1	0	288.5	204.5	414
drakkarfjord_s1_A	14	18	12	HOP	7	8	1	0	128.5	396.5	414
drakkarfjord_s1_A	15	22	8	HOP	9	10	1	0	32.5	652.5	414
drakkarfjord_s1_B	7	24	6	HOME	1	2	1	0	804.5	8.5	999
drakkarfjord_s1_B	11	19	9	HOP	3	4	1	0	512.5	76.5	999
drakkarfjord_s1_B	13	15	13	HOP	5	6	1	0	288.5	204.5	999
drakkarfjord_s1_B	14	11	17	HOP	7	8	1	0	128.5	396.5	999
drakkarfjord_s1_B	15	7	21	HOP	9	10	1	0	32.5	652.5	999
drakkarfjord_s2_A	7	5	23	HOME	1	2	1	0	804.5	8.5	745
drakkarfjord_s2_A	11	10	20	HOP	3	4	1	0	512.5	76.5	745
drakkarfjord_s2_A	13	14	16	HOP	5	6	1	0	288.5	204.5	745
drakkarfjord_s2_A	14	18	12	HOP	7	8	1	0	128.5	396.5	745
drakkarfjord_s2_A	15	22	8	HOP	9	10	1	0	32.5	652.5	745
drakkarfjord_s2_B	7	24	6	HOME	1	2	1	0	804.5	8.5	547
drakkarfjord_s2_B	11	19	9	HOP	3	4	1	0	512.5	76.5	547
drakkarfjord_s2_B	13	15	13	HOP	5	6	1	0	288.5	204.5	547
drakkarfjord_s2_B	14	11	17	HOP	7	8	1	0	128.5	396.5	547
drakkarfjord_s2_B	15	7	21	HOP	9	10	1	0	32.5	652.5	547
drakkarfjord_s3_A	7	5	23	HOME	1	2	1	0	804.5	8.5	200
drakkarfjord_s3_A	11	10	20	HOP	3	4	1	0	512.5	76.5	200
drakkarfjord_s3_A	13	14	16	HOP	5	6	1	0	288.5	204.5	200
drakkarfjord_s3_A	14	18	12	HOP	7	8	1	0	128.5	396.5	200
drakkarfjord_s3_A	15	22	8	HOP	9	10	1	0	32.5	652.5	200
drakkarfjord_s3_A	197	24	5	RING	79	-1	121	1	6.5	842.5	200
drakkarfjord_s3_B	7	24	6	HOME	1	2	1	0	804.5	8.5	310
drakkarfjord_s3_B	11	19	9	HOP	3	4	1	0	512.5	76.5	310
drakkarfjord_s3_B	13	15	13	HOP	5	6	1	0	288.5	204.5	310
drakkarfjord_s3_B	14	11	17	HOP	7	8	1	0	128.5	396.5	310
drakkarfjord_s3_B	15	6	20	HOP	9	10	1	0	32.5	660.5	310
drakkarfjord_s3_B	414	2	22	RING	274	280	6	0	6.5	906.5	310
drakkarfjord_s3_B	423	2	22	RING	281	288	7	0	6.5	906.5	310
drakkarfjord_s3_B	432	2	22	RING	289	296	7	0	6.5	906.5	310
drakkarfjord_s3_B	441	2	22	RING	297	304	7	0	6.5	906.5	310
drakkarfjord_s3_B	450	2	22	RING	305	-1	5	1	6.5	906.5	310
glacierkeep_s1_A	7	14	5	HOME	1	2	1	0	462.5	6.5	278
glacierkeep_s1_A	11	15	11	HOP	3	4	1	0	240.5	72.5	278
glacierkeep_s1_A	13	16	17	HOP	5	6	1	0	92.5	212.5	278
glacierkeep_s1_A	14	17	23	HOP	8	9	1	0	18.5	426.5	278
glacierkeep_s1_B	7	14	24	HOME	1	2	1	0	462.5	6.5	999
glacierkeep_s1_B	11	15	18	HOP	3	4	1	0	240.5	72.5	999
glacierkeep_s1_B	13	16	12	HOP	5	6	1	0	92.5	212.5	999
glacierkeep_s1_B	14	16	6	HOP	7	8	1	0	14.5	422.5	999
glacierkeep_s2_A	7	14	5	HOME	1	2	1	0	462.5	6.5	200
glacierkeep_s2_A	11	15	11	HOP	3	4	1	0	240.5	72.5	200
glacierkeep_s2_A	13	16	17	HOP	5	6	1	0	92.5	212.5	200
glacierkeep_s2_A	14	16	23	HOP	7	8	1	0	14.5	422.5	200
glacierkeep_s2_B	7	14	24	HOME	1	2	1	0	462.5	6.5	584
glacierkeep_s2_B	11	15	18	HOP	3	4	1	0	240.5	72.5	584
glacierkeep_s2_B	13	16	12	HOP	5	6	1	0	92.5	212.5	584
glacierkeep_s2_B	14	16	6	HOP	7	8	1	0	14.5	422.5	584
glacierkeep_s3_A	7	14	5	HOME	1	2	1	0	462.5	6.5	179
glacierkeep_s3_A	11	15	11	HOP	3	4	1	0	240.5	72.5	179
glacierkeep_s3_A	13	16	17	HOP	5	6	1	0	92.5	212.5	179
