tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
atoll_s1_A	7	4	12	HOME	1	2	1	0	200.5	8.5	548
atoll_s1_A	12	8	8	HOP	3	4	1	0	72.5	72.5	548
atoll_s1_A	53	16	1	RING	18	-1	530	1	4.5	364.5	548
atoll_s1_B	7	13	5	HOME	1	2	1	0	200.5	8.5	185
atoll_s1_B	12	9	9	HOP	3	4	1	0	72.5	72.5	185
atoll_s1_B	24	4	13	RING	6	-1	179	1	4.5	220.5	185
atoll_s1_B	188	13	4	HOME	131	132	1	0	220.5	4.5	185
atoll_s2_A	7	4	12	HOME	1	2	1	0	200.5	8.5	501
atoll_s2_A	12	8	8	HOP	3	4	1	0	72.5	72.5	501
atoll_s2_A	28	13	5	HOP	8	10	2	0	8.5	200.5	501
atoll_s2_A	36	13	5	HOP	12	16	4	0	8.5	200.5	501
atoll_s2_A	143	5	17	HOP	65	66	1	0	300.5	12.5	501
atoll_s2_A	150	9	12	HOP	68	69	1	0	120.5	48.5	501
atoll_s2_A	228	6	17	HOP	160	-1	341	1	282.5	18.5	501
atoll_s2_A	321	5	17	HOP	266	267	1	0	300.5	12.5	501
atoll_s2_A	324	9	13	HOP	268	269	1	0	140.5	44.5	501
atoll_s2_A	405	17	4	HOP	357	-1	144	1	8.5	320.5	501
atoll_s2_A	425	5	17	HOP	380	381	1	0	300.5	12.5	501
atoll_s2_A	436	13	7	HOP	392	393	1	0	22.5	166.5	501
atoll_s2_B	7	13	5	HOME	1	2	1	0	200.5	8.5	367
atoll_s2_B	13	9	9	HOP	3	4	1	0	72.5	72.5	367
atoll_s2_B	140	0	14	RING	70	-1	297	1	6.5	342.5	367
atoll_s2_B	211	12	0	HOP	183	184	1	0	300.5	12.5	367
atoll_s2_B	230	7	7	HOP	200	201	1	0	76.5	76.5	367
atoll_s2_B	254	7	7	HOP	221	222	1	0	76.5	76.5	367
atoll_s3_A	7	4	12	HOME	1	2	1	0	200.5	8.5	203
atoll_s3_A	12	8	8	HOP	3	4	1	0	72.5	72.5	203
atoll_s3_A	19	12	4	HOP	5	9	4	0	8.5	200.5	203
atoll_s3_A	34	12	3	RING	10	-1	193	1	6.5	222.5	203
atoll_s3_A	180	2	12	HOME	121	122	1	0	246.5	6.5	203
atoll_s3_A	184	7	9	HOP	123	124	1	0	98.5	50.5	203
