tag	id	x	y	site	built	died	life	stood	dsq_opp	dsq_own	end
atoll_s1_A	7	4	12	HOME	1	2	1	0	200.5	8.5	999
atoll_s1_A	12	8	8	HOP	3	4	1	0	72.5	72.5	999
atoll_s1_A	17	12	4	HOP	5	9	4	0	8.5	200.5	999
atoll_s1_A	36	13	0	HOP	15	-1	984	1	8.5	320.5	999
atoll_s1_B	7	13	5	HOME	1	2	1	0	200.5	8.5	379
atoll_s1_B	12	9	9	HOP	3	4	1	0	72.5	72.5	379
atoll_s1_B	142	5	14	RING	86	-1	293	1	6.5	222.5	379
atoll_s2_A	7	4	12	HOME	1	2	1	0	200.5	8.5	735
atoll_s2_A	12	8	8	HOP	3	4	1	0	72.5	72.5	735
atoll_s2_A	32	14	5	RING	9	234	225	0	6.5	222.5	735
atoll_s2_A	300	5	14	HOME	191	192	1	0	222.5	6.5	735
atoll_s2_A	306	10	10	HOP	194	195	1	0	76.5	76.5	735
atoll_s2_A	333	1	13	HOME	210	211	1	0	292.5	4.5	735
atoll_s2_A	338	5	8	HOP	213	214	1	0	120.5	48.5	735
atoll_s2_A	343	10	5	HOP	215	216	1	0	26.5	146.5	735
atoll_s2_A	376	16	1	RING	235	-1	500	1	4.5	364.5	735
atoll_s2_A	530	5	15	HOME	322	323	1	0	246.5	6.5	735
atoll_s2_A	534	10	12	HOP	324	325	1	0	110.5	62.5	735
atoll_s2_A	574	5	15	HOME	349	350	1	0	246.5	6.5	735
atoll_s2_A	584	12	10	HOP	355	356	1	0	62.5	110.5	735
atoll_s2_A	623	1	13	HOME	379	380	1	0	292.5	4.5	735
atoll_s2_A	632	5	6	HOP	384	385	1	0	102.5	78.5	735
atoll_s2_A	671	4	13	HOME	408	409	1	0	220.5	4.5	735
atoll_s2_A	678	9	10	HOP	412	413	1	0	86.5	62.5	735
atoll_s2_A	688	15	6	HOP	418	419	1	0	12.5	228.5	735
atoll_s2_A	755	4	13	HOME	461	462	1	0	220.5	4.5	735
atoll_s2_A	761	8	10	HOP	464	465	1	0	98.5	50.5	735
atoll_s2_A	765	12	6	HOP	466	467	1	0	18.5	162.5	735
atoll_s2_A	815	1	13	HOME	498	499	1	0	292.5	4.5	735
atoll_s2_A	820	5	8	HOP	501	502	1	0	120.5	48.5	735
atoll_s2_A	824	10	5	HOP	503	504	1	0	26.5	146.5	735
atoll_s2_A	879	5	15	HOME	538	539	1	0	246.5	6.5	735
atoll_s2_A	883	10	12	HOP	540	541	1	0	110.5	62.5	735
atoll_s2_A	887	13	7	HOP	542	543	1	0	22.5	166.5	735
atoll_s2_B	7	13	5	HOME	1	2	1	0	200.5	8.5	298
atoll_s2_B	12	9	9	HOP	3	4	1	0	72.5	72.5	298
atoll_s2_B	28	5	13	HOP	7	11	4	0	8.5	200.5	298
atoll_s2_B	39	5	14	RING	12	15	3	0	6.5	222.5	298
atoll_s2_B	47	2	12	RING	18	-1	280	1	6.5	246.5	298
atoll_s3_A	7	4	12	HOME	1	2	1	0	200.5	8.5	820
atoll_s3_A	12	8	8	HOP	3	4	1	0	72.5	72.5	820
atoll_s3_A	27	14	5	RING	8	10	2	0	6.5	222.5	820
atoll_s3_A	39	12	4	HOP	12	-1	808	1	8.5	200.5	820
atoll_s3_A	199	5	15	HOME	109	110	1	0	246.5	6.5	820
atoll_s3_A	205	11	12	HOP	112	113	1	0	102.5	78.5	820
atoll_s3_A	233	5	15	HOME	137	138	1	0	246.5	6.5	820
atoll_s3_A	287	14	0	RING	185	204	19	0	6.5	342.5	820
atoll_s3_A	311	1	12	HOME	209	210	1	0	272.5	8.5	820
atoll_s3_A	314	5	8	HOP	211	212	1	0	120.5	48.5	820
atoll_s3_A	320	13	6	HOP	218	219	1	0	14.5	182.5	820
atoll_s3_A	407	1	13	HOME	339	340	1	0	292.5	4.5	820
atoll_s3_A	410	5	8	HOP	342	343	1	0	120.5	48.5	820
atoll_s3_A	413	9	4	HOP	344	345	1	0	32.5	152.5	820
atoll_s3_A	451	1	13	HOME	392	426	34	0	292.5	4.5	820
atoll_s3_A	454	4	13	HOME	394	395	1	0	220.5	4.5	820
atoll_s3_A	463	12	7	HOP	404	405	1	0	26.5	146.5	820
atoll_s3_A	482	9	1	HOP	426	467	41	0	32.5	224.5	820
atoll_s3_A	484	5	8	HOP	427	428	1	0	120.5	48.5	820
atoll_s3_A	487	10	4	HOP	430	431	1	0	22.5	166.5	820
atoll_s3_A	506	4	13	HOME	452	453	1	0	220.5	4.5	820
atoll_s3_A	508	7	8	HOP	454	455	1	0	86.5	62.5	820
atoll_s3_A	773	4	12	HOME	791	792	1	0	200.5	8.5	820
atoll_s3_A	777	7	7	HOP	793	794	1	0	76.5	76.5	820
atoll_s3_B	7	13	5	HOME	1	2	1	0	200.5	8.5	350
atoll_s3_B	12	9	9	HOP	3	4	1	0	72.5	72.5	350
atoll_s3_B	238	12	5	HOP	164	-1	186	1	180.5	12.5	350
atoll_s3_B	257	16	5	HOME	180	181	1	0	272.5	8.5	350
atoll_s3_B	275	6	14	HOP	195	196	1	0	12.5	204.5	350
drakkarfjord_s1_A	7	5	23	HOME	1	2	1	0	804.5	8.5	200
drakkarfjord_s1_A	11	10	20	HOP	3	4	1	0	512.5	76.5	200
drakkarfjord_s1_A	13	14	16	HOP	5	6	1	0	288.5	204.5	200
drakkarfjord_s1_A	14	18	12	HOP	7	8	1	0	128.5	396.5	200
drakkarfjord_s1_A	15	22	8	HOP	9	10	1	0	32.5	652.5	200
drakkarfjord_s1_A	197	24	5	RING	79	-1	121	1	6.5	842.5	200
drakkarfjord_s1_B	7	24	6	HOME	1	2	1	0	804.5	8.5	172
drakkarfjord_s1_B	11	19	9	HOP	3	4	1	0	512.5	76.5	172
drakkarfjord_s1_B	13	15	13	HOP	5	6	1	0	288.5	204.5	172
drakkarfjord_s1_B	14	11	17	HOP	7	8	1	0	128.5	396.5	172
drakkarfjord_s1_B	15	7	21	HOP	9	10	1	0	32.5	652.5	172
drakkarfjord_s2_A	7	5	23	HOME	1	2	1	0	804.5	8.5	131
drakkarfjord_s2_A	11	10	20	HOP	3	4	1	0	512.5	76.5	131
drakkarfjord_s2_A	13	14	16	HOP	5	6	1	0	288.5	204.5	131
drakkarfjord_s2_A	14	18	12	HOP	7	8	1	0	128.5	396.5	131
drakkarfjord_s2_A	15	22	8	HOP	9	10	1	0	32.5	652.5	131
drakkarfjord_s2_B	7	24	6	HOME	1	2	1	0	804.5	8.5	341
drakkarfjord_s2_B	11	19	9	HOP	3	4	1	0	512.5	76.5	341
drakkarfjord_s2_B	13	15	13	HOP	5	6	1	0	288.5	204.5	341
drakkarfjord_s2_B	14	11	17	HOP	7	8	1	0	128.5	396.5	341
drakkarfjord_s2_B	15	7	21	HOP	9	10	1	0	32.5	652.5	341
drakkarfjord_s3_A	7	5	23	HOME	1	2	1	0	804.5	8.5	477
drakkarfjord_s3_A	11	10	20	HOP	3	4	1	0	512.5	76.5	477
drakkarfjord_s3_A	13	14	16	HOP	5	6	1	0	288.5	204.5	477
drakkarfjord_s3_A	14	18	12	HOP	7	8	1	0	128.5	396.5	477
drakkarfjord_s3_A	15	22	8	HOP	9	10	1	0	32.5	652.5	477
drakkarfjord_s3_A	543	4	22	HOME	176	177	1	0	812.5	8.5	477
