tag	rnd	why	scale_pct	sent_price	builder_bot	conveyor	splitter	barrier	harvester	launcher	gunner	sentinel
atoll_s1_A	172	first_fwd_sentinel	326	97	100	11	0	10	15	10	40	40
atoll_s1_A	244	r300	326	97	100	11	0	10	15	10	40	40
atoll_s1_A	244	end	326	97	100	11	0	10	15	10	40	40
atoll_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s1_B	52	first_fwd_sentinel	291	87	120	4	0	7	10	10	20	20
atoll_s1_B	156	r300	270	81	100	3	0	7	10	10	20	20
atoll_s1_B	156	end	270	81	100	3	0	7	10	10	20	20
atoll_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s2_A	31	first_fwd_sentinel	234	70	80	12	0	2	10	10	0	20
atoll_s2_A	300	r300	223	66	60	16	0	2	15	10	0	20
atoll_s2_A	999	end	264	79	80	16	0	3	15	10	0	40
atoll_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s2_B	100	first_fwd_sentinel	276	82	20	12	0	4	10	10	20	100
atoll_s2_B	185	r300	255	76	20	12	0	3	10	10	20	80
atoll_s2_B	185	end	255	76	20	12	0	3	10	10	20	80
atoll_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s3_A	174	first_fwd_sentinel	324	97	80	13	0	1	20	10	20	80
atoll_s3_A	300	r300	294	88	60	13	0	1	20	20	20	60
atoll_s3_A	999	end	443	132	120	12	0	1	10	20	20	160
atoll_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
atoll_s3_B	300	r300	493	147	60	13	0	0	10	30	20	260
atoll_s3_B	537	end	539	161	80	9	0	0	10	20	40	280
atoll_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s1_A	300	r300	376	112	60	82	0	4	40	30	20	40
drakkarfjord_s1_A	739	end	339	101	60	67	0	2	30	20	20	40
drakkarfjord_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s1_B	67	first_fwd_sentinel	256	76	100	18	0	8	10	0	0	20
drakkarfjord_s1_B	122	r300	255	76	100	16	0	9	10	0	0	20
drakkarfjord_s1_B	122	end	255	76	100	16	0	9	10	0	0	20
drakkarfjord_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s2_A	76	first_fwd_sentinel	309	92	100	23	0	11	15	0	0	60
drakkarfjord_s2_A	131	r300	309	92	100	23	0	11	15	0	0	60
drakkarfjord_s2_A	131	end	309	92	100	23	0	11	15	0	0	60
drakkarfjord_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s2_B	60	first_fwd_sentinel	266	79	100	24	0	7	15	0	0	20
drakkarfjord_s2_B	147	r300	281	84	100	30	0	11	20	0	0	20
drakkarfjord_s2_B	147	end	281	84	100	30	0	11	20	0	0	20
drakkarfjord_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s3_A	129	first_fwd_sentinel	329	98	80	32	0	7	20	10	0	80
drakkarfjord_s3_A	300	r300	394	118	60	93	0	6	45	30	0	60
drakkarfjord_s3_A	527	end	453	135	80	93	0	5	45	50	0	80
drakkarfjord_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
drakkarfjord_s3_B	60	first_fwd_sentinel	268	80	100	25	0	8	15	0	0	20
drakkarfjord_s3_B	248	r300	377	113	100	74	0	8	35	0	40	20
drakkarfjord_s3_B	248	end	377	113	100	74	0	8	35	0	40	20
drakkarfjord_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s1_A	340	first_fwd_sentinel	297	89	100	18	0	9	10	0	40	20
glacierkeep_s1_A	300	r300	272	81	100	13	0	9	10	0	40	0
glacierkeep_s1_A	432	end	297	89	100	18	0	9	10	0	40	20
glacierkeep_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s1_B	73	first_fwd_sentinel	286	85	120	10	0	11	5	0	20	20
glacierkeep_s1_B	188	r300	264	79	100	9	0	10	5	0	20	20
glacierkeep_s1_B	188	end	264	79	100	9	0	10	5	0	20	20
glacierkeep_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s2_A	80	first_fwd_sentinel	286	85	120	10	0	11	5	0	20	20
glacierkeep_s2_A	184	r300	285	85	120	9	0	11	5	0	20	20
glacierkeep_s2_A	184	end	285	85	120	9	0	11	5	0	20	20
glacierkeep_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s2_B	81	first_fwd_sentinel	268	80	100	10	0	8	10	0	20	20
glacierkeep_s2_B	172	r300	265	79	100	8	0	7	10	0	20	20
glacierkeep_s2_B	172	end	265	79	100	8	0	7	10	0	20	20
glacierkeep_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_A	48	first_fwd_sentinel	265	79	120	10	0	10	5	0	0	20
glacierkeep_s3_A	300	r300	267	80	100	18	0	9	10	10	20	0
glacierkeep_s3_A	632	end	310	93	100	32	0	8	20	10	20	20
glacierkeep_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
glacierkeep_s3_B	76	first_fwd_sentinel	284	85	120	10	0	9	5	0	20	20
glacierkeep_s3_B	300	r300	261	78	100	9	0	7	5	0	20	20
glacierkeep_s3_B	999	end	269	80	100	7	0	7	15	0	20	20
glacierkeep_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_A	300	r300	351	105	80	31	0	0	30	10	40	60
midgard_s1_A	356	end	331	99	60	31	0	0	30	10	40	60
midgard_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s1_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s1_B	300	r300	168	50	0	30	0	3	25	10	0	0
midgard_s1_B	850	end	314	94	100	27	0	2	15	10	60	0
midgard_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_A	202	first_fwd_sentinel	392	117	60	37	0	5	40	30	40	80
midgard_s2_A	257	r300	363	108	40	37	0	6	40	20	40	80
midgard_s2_A	257	end	363	108	40	37	0	6	40	20	40	80
midgard_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s2_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s2_B	110	r300	219	65	60	14	0	0	15	10	0	20
midgard_s2_B	110	end	219	65	60	14	0	0	15	10	0	20
midgard_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_A	227	r300	286	85	80	10	0	1	15	20	40	20
midgard_s3_A	227	end	286	85	80	10	0	1	15	20	40	20
midgard_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
midgard_s3_B	42	first_fwd_sentinel	218	65	60	13	0	0	15	10	0	20
midgard_s3_B	172	r300	240	72	40	31	0	4	25	0	20	20
midgard_s3_B	172	end	240	72	40	31	0	4	25	0	20	20
midgard_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_A	168	r300	261	78	100	2	0	4	5	10	40	0
nordkap_s1_A	168	end	261	78	100	2	0	4	5	10	40	0
nordkap_s1_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s1_B	228	first_fwd_sentinel	243	72	40	5	0	8	10	0	60	20
nordkap_s1_B	283	r300	222	66	20	5	0	7	10	0	60	20
nordkap_s1_B	283	end	222	66	20	5	0	7	10	0	60	20
nordkap_s1_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_A	300	r300	280	84	40	39	0	6	35	20	20	20
nordkap_s2_A	361	end	298	89	40	37	0	6	35	20	20	40
nordkap_s2_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s2_B	112	first_fwd_sentinel	334	100	120	6	0	8	10	10	60	20
nordkap_s2_B	167	r300	335	100	120	6	0	9	10	10	60	20
nordkap_s2_B	167	end	335	100	120	6	0	9	10	10	60	20
nordkap_s2_B	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_A	300	r300	269	80	20	11	0	8	10	0	60	60
nordkap_s3_A	324	end	269	80	20	11	0	8	10	0	60	60
nordkap_s3_A	0	r0	120	36	20	0	0	0	0	0	0	0
nordkap_s3_B	400	first_fwd_sentinel	336	100	120	10	0	11	15	0	40	40
nordkap_s3_B	300	r300	279	83	120	3	0	11	5	0	20	20
nordkap_s3_B	455	end	316	94	100	10	0	11	15	0	40	40
nordkap_s3_B	0	r0	120	36	20	0	0	0	0	0	0	0
